dataset,family,rep,n,d,true_k,method,k_hat,runtime,n_tests,k_init,conf_lo,conf_hi,sep_evidence,p_median,ARI,AMI,NMI
sep_k5_d50,sep,6,800,50,5,CDK knn+2ec,5,15.653738737106323,44,16,5,5,0.5909090909090909,0.005,1.0,1.0,1.0
sep_k5_d50,sep,7,800,50,5,CDK knn+2ec,5,16.876625061035156,37,14,5,5,0.5945945945945946,0.005,1.0,1.0,1.0
sep_k5_d50,sep,8,800,50,5,CDK knn+2ec,5,11.52989387512207,45,18,5,5,0.4666666666666667,0.9230769230769231,1.0,1.0,1.0
sep_k5_d50,sep,9,800,50,5,CDK knn+2ec,5,12.45435619354248,35,14,5,5,0.5428571428571428,0.005,0.9968691099886755,0.9952518682725183,0.995281596448275
sep_k5_d50,sep,10,800,50,5,CDK knn+2ec,5,8.052745342254639,46,20,5,5,0.32608695652173914,1.0,1.0,1.0,1.0
sep_k5_d50,sep,12,800,50,5,CDK knn+2ec,5,7.672565937042236,48,20,5,5,0.375,1.0,0.9968691099886755,0.9952518682725183,0.995281596448275
sep_k5_d50,sep,11,800,50,5,CDK knn+2ec,5,11.634263038635254,38,16,5,5,0.42105263157894735,1.0,0.9937480346795808,0.9905061789482672,0.9905656200078304
sep_k5_d50,sep,13,800,50,5,CDK knn+2ec,5,13.409905910491943,29,11,5,5,0.7241379310344828,0.005,1.0,1.0,1.0
sep_k5_d50,sep,14,800,50,5,CDK knn+2ec,5,14.269170761108398,37,13,5,5,0.6216216216216216,0.005,1.0,1.0,1.0
sep_k5_d50,sep,15,800,50,5,CDK knn+2ec,5,9.788516283035278,41,17,5,5,0.4878048780487805,0.8076923076923077,1.0,1.0,1.0
sep_k5_d50,sep,16,800,50,5,CDK knn+2ec,5,11.059701681137085,32,14,5,5,0.40625,0.9807692307692308,0.9968691099886755,0.9952518682725184,0.9952815964482751
sep_k5_d50,sep,17,800,50,5,CDK knn+2ec,5,14.155830383300781,35,14,5,5,0.6,0.005,1.0,1.0,1.0
sep_k5_d50,sep,18,800,50,5,CDK knn+2ec,5,19.25167727470398,39,15,5,5,0.5641025641025641,0.005,1.0,1.0,1.0
sep_k5_d50,sep,19,800,50,5,CDK knn+2ec,5,16.416862964630127,47,20,5,5,0.3404255319148936,0.9615384615384616,1.0,1.0,1.0
sep_k10_d2,sep,0,800,2,10,CDK knn+2ec,10,12.549193620681763,47,19,10,10,0.8085106382978723,0.005,0.9808899378218139,0.9850267171260859,0.9853654558991948
sep_k10_d2,sep,1,800,2,10,CDK knn+2ec,10,12.663862228393555,49,19,10,10,0.7959183673469388,0.005,0.9809936219731817,0.9850469854986889,0.9853852568249435
sep_k10_d2,sep,2,800,2,10,CDK knn+2ec,10,12.752020835876465,47,18,10,10,0.8085106382978723,0.005,0.978234940587205,0.9805980113941294,0.9810369056695135
sep_k10_d2,sep,3,800,2,10,CDK knn+2ec,10,12.247935056686401,52,20,10,10,0.8076923076923077,0.005,0.9944164284049487,0.9940212980624569,0.9941565274494993
sep_k10_d2,sep,4,800,2,10,CDK knn+2ec,10,11.389250993728638,50,20,10,10,0.8,0.005,0.9944517015171701,0.9947913446469437,0.9949091578370609
sep_k10_d2,sep,5,800,2,10,CDK knn+2ec,10,11.063764333724976,45,18,10,10,0.8222222222222222,0.005,0.9888338005509576,0.988805629826583,0.9890588370269919
sep_k10_d2,sep,6,800,2,10,CDK knn+2ec,10,12.001975297927856,51,19,10,10,0.8235294117647058,0.005,0.9916252324538937,0.9917950719698342,0.9919806596341608
sep_k10_d2,sep,7,800,2,10,CDK knn+2ec,10,10.426787614822388,41,17,10,10,0.8292682926829268,0.005,0.959886315293953,0.9677653589218228,0.9684947149348115
sep_k10_d2,sep,8,800,2,10,CDK knn+2ec,10,10.81681752204895,46,19,10,10,0.8043478260869565,0.005,0.9862546761338381,0.9881334750550141,0.9884018973843361
sep_k10_d2,sep,9,800,2,10,CDK knn+2ec,10,11.19689416885376,44,19,10,10,0.7954545454545454,0.005,0.9482438441230044,0.9632187626817152,0.9640515503532505
sep_k10_d2,sep,10,800,2,10,CDK knn+2ec,10,9.679236888885498,36,15,10,10,0.8611111111111112,0.005,0.9275872699890225,0.9521808610471583,0.9532642550181601
sep_k10_d2,sep,11,800,2,10,CDK knn+2ec,10,10.894259452819824,47,19,10,10,0.8085106382978723,0.005,0.980812181146235,0.9829453195327273,0.9833310951529012
sep_k10_d2,sep,12,800,2,10,CDK knn+2ec,10,11.067985773086548,49,19,10,10,0.8163265306122449,0.005,0.9890457178955094,0.991123014258148,0.9913238118727026
sep_k10_d2,sep,13,800,2,10,CDK knn+2ec,10,10.307594299316406,39,17,10,10,0.8205128205128205,0.005,0.9497753825304734,0.9618121892613508,0.9626766324127141
sep_k10_d2,sep,14,800,2,10,CDK knn+2ec,10,11.42195987701416,47,19,10,10,0.8085106382978723,0.005,0.97566398047625,0.9798804341504667,0.9803356218586545
sep_k10_d2,sep,15,800,2,10,CDK knn+2ec,10,11.651491403579712,49,20,10,10,0.7959183673469388,0.005,0.9944517015171701,0.9947913446469435,0.9949091578370607
sep_k10_d2,sep,16,800,2,10,CDK knn+2ec,10,11.575864553451538,48,19,10,10,0.8125,0.005,1.0,1.0,1.0
sep_k10_d2,sep,17,800,2,10,CDK knn+2ec,10,10.592219591140747,47,20,10,10,0.7872340425531915,0.005,0.9834262700001635,0.9836246773270622,0.9839950735398645
sep_k10_d2,sep,18,800,2,10,CDK knn+2ec,10,11.305996656417847,47,20,10,10,0.7872340425531915,0.005,0.9944164284049487,0.9940212980624569,0.9941565274494993
sep_k10_d2,sep,19,800,2,10,CDK knn+2ec,10,12.208766222000122,52,21,10,10,0.7692307692307693,0.005,0.9916601118438279,0.9918019440178278,0.991987374544139
sep_k10_d10,sep,0,800,10,10,CDK knn+2ec,10,14.172572135925293,50,18,10,10,0.84,0.005,0.9646751971144223,0.9680122488237677,0.9687360373086565
sep_k10_d10,sep,1,800,10,10,CDK knn+2ec,10,14.118997812271118,50,19,10,10,0.82,0.005,0.9861647593691866,0.9858407535611322,0.9861610208248738
sep_k10_d10,sep,2,800,10,10,CDK knn+2ec,10,14.08921480178833,44,18,10,10,0.8181818181818182,0.005,0.9452503589318512,0.9480157155907185,0.9491918872971222
sep_k10_d10,sep,3,800,10,10,CDK knn+2ec,10,14.929943084716797,52,19,10,10,0.8269230769230769,0.005,0.9888334859883282,0.9880425153854764,0.988312981112255
sep_k10_d10,sep,4,800,10,10,CDK knn+2ec,10,14.820475816726685,51,19,10,10,0.8235294117647058,0.005,0.9645639758359328,0.9675109699497509,0.9682460553010561
sep_k10_d10,sep,5,800,10,10,CDK knn+2ec,10,15.273282051086426,49,17,10,10,0.8571428571428571,0.005,0.9750698796165537,0.9746597727946119,0.9752329530799493
sep_k10_d10,sep,6,800,10,10,CDK knn+2ec,10,13.784909725189209,43,17,10,10,0.8372093023255814,0.005,0.9645730424865625,0.9672328254017554,0.9679741376612655
sep_k10_d10,sep,7,800,10,10,CDK knn+2ec,10,13.580338954925537,52,20,10,10,0.8076923076923077,0.005,0.9944339084006838,0.9940247905501669,0.9941599403020662
sep_k10_d10,sep,8,800,10,10,CDK knn+2ec,10,14.473745584487915,36,14,10,10,0.8888888888888888,0.005,0.9377773797224231,0.9427067921661783,0.9440028352044817
sep_k10_d10,sep,9,800,10,10,CDK knn+2ec,11,15.93552279472351,53,19,11,11,0.8301886792452831,0.005,0.9478471026221911,0.9603821565183753,0.9613695939642013
sep_k10_d10,sep,10,800,10,10,CDK knn+2ec,10,13.487021446228027,42,17,10,10,0.8333333333333334,0.005,0.9468930931084713,0.959562900905756,0.9604783067575977
sep_k10_d10,sep,11,800,10,10,CDK knn+2ec,10,14.465997219085693,45,17,10,10,0.8444444444444444,0.005,0.9326779828829709,0.9482120316187805,0.9493854172060017
sep_k10_d10,sep,12,800,10,10,CDK knn+2ec,10,13.741421699523926,46,18,10,10,0.8260869565217391,0.005,0.9860945297213144,0.9858266892802633,0.9861472745935543
sep_k10_d10,sep,13,800,10,10,CDK knn+2ec,10,14.803953170776367,51,19,10,10,0.8235294117647058,0.005,0.9861134563240254,0.9865931551488436,0.9868964139459577
sep_k10_d10,sep,14,800,10,10,CDK knn+2ec,10,14.753573656082153,56,21,10,10,0.8035714285714286,0.005,0.9751134049413833,0.9754295670075556,0.9759853996197081
sep_k10_d10,sep,15,800,10,10,CDK knn+2ec,11,15.909013986587524,42,15,10,11,0.9047619047619048,0.005,0.8803217223001585,0.9227990113133985,0.9247312852761137
sep_k10_d10,sep,16,800,10,10,CDK knn+2ec,10,14.816884756088257,46,17,10,10,0.8478260869565217,0.005,0.9723380906282834,0.9727268906003408,0.9733438448084194
sep_k10_d10,sep,17,800,10,10,CDK knn+2ec,10,14.539596557617188,35,14,10,10,0.8857142857142857,0.005,0.9093586746779182,0.9301550315536149,0.9317382009225971
sep_k10_d10,sep,18,800,10,10,CDK knn+2ec,10,15.971469163894653,50,18,10,10,0.84,0.005,0.9752703147761753,0.9775720185394035,0.9780793762250535
sep_k10_d10,sep,19,800,10,10,CDK knn+2ec,10,17.107659578323364,51,19,10,10,0.8235294117647058,0.005,0.9694758295936788,0.9697234398408606,0.9704083249729105
sep_k10_d50,sep,0,800,50,10,CDK knn+2ec,10,32.49729681015015,43,15,10,10,0.8837209302325582,0.005,0.9722647583904148,0.9734764376749288,0.974076411876276
sep_k10_d50,sep,1,800,50,10,CDK knn+2ec,10,35.15264940261841,50,18,10,10,0.84,0.005,0.9833738334290381,0.9828512672919903,0.9832391591059496
sep_k10_d50,sep,2,800,50,10,CDK knn+2ec,10,29.84813904762268,41,16,10,10,0.8536585365853658,0.005,0.9617582384384438,0.9671071253522786,0.9678513481000558
sep_k10_d50,sep,3,800,50,10,CDK knn+2ec,10,29.89154553413391,48,19,10,10,0.8125,0.005,0.986112673962375,0.9865930825626984,0.9868963372470476
sep_k10_d50,sep,4,800,50,10,CDK knn+2ec,10,31.255200386047363,41,16,10,10,0.8536585365853658,0.005,0.9161839439200041,0.9345376818606921,0.936020566223567
sep_k10_d50,sep,5,800,50,10,CDK knn+2ec,11,37.90132141113281,52,18,11,11,0.8653846153846154,0.005,0.9475353460002485,0.9610092350153054,0.9619829290637394
sep_k10_d50,sep,6,800,50,10,CDK knn+2ec,10,33.53320860862732,43,16,10,10,0.8372093023255814,0.005,0.9805842371673613,0.9816712696036,0.9820858658193174
sep_k10_d50,sep,7,800,50,10,CDK knn+2ec,10,32.300055503845215,39,14,10,10,0.8974358974358975,0.005,0.9944164284049487,0.9940212980624569,0.9941565274494993
sep_k10_d50,sep,8,800,50,10,CDK knn+2ec,10,34.22152400016785,51,18,10,10,0.8431372549019608,0.005,0.9806868468351589,0.979882973279767,0.9803379992679171
sep_k10_d50,sep,9,800,50,10,CDK knn+2ec,10,34.364548683166504,47,17,10,10,0.851063829787234,0.005,0.9833743017712335,0.9838978281614245,0.9842620509912415
sep_k10_d50,sep,10,800,50,10,CDK knn+2ec,10,33.466930627822876,42,16,10,10,0.8571428571428571,0.005,0.9572104637621898,0.9680453739708679,0.9687685444548193
sep_k10_d50,sep,11,800,50,10,CDK knn+2ec,10,30.557029962539673,43,17,10,10,0.813953488372093,0.005,0.9642059829334558,0.9656173004157379,0.9663950417383615
sep_k10_d50,sep,12,800,50,10,CDK knn+2ec,10,31.129324674606323,43,17,10,10,0.8372093023255814,0.005,0.944923621157856,0.9559864281142915,0.9569827618850688
sep_k10_d50,sep,13,800,50,10,CDK knn+2ec,11,33.09952187538147,43,16,11,11,0.8837209302325582,0.005,0.9406820435591217,0.9565747898969675,0.9576557127187536
sep_k10_d50,sep,14,800,50,10,CDK knn+2ec,10,30.724956512451172,47,18,10,10,0.8297872340425532,0.005,0.9806339018184044,0.9791094361036882,0.9795819565008894
sep_k10_d50,sep,15,800,50,10,CDK knn+2ec,10,35.568623065948486,49,18,10,10,0.8163265306122449,0.005,0.9754051837016242,0.9770024528280998,0.9775226550316239
sep_k10_d50,sep,16,800,50,10,CDK knn+2ec,10,32.25416374206543,45,16,10,10,0.8444444444444444,0.005,0.9451877037803565,0.9482911142522874,0.949460976255534
sep_k10_d50,sep,17,800,50,10,CDK knn+2ec,10,31.957719802856445,47,16,10,10,0.851063829787234,0.005,0.9751035898293231,0.9739040996749171,0.9744943614962699
sep_k10_d50,sep,18,800,50,10,CDK knn+2ec,10,35.969775438308716,46,16,10,10,0.8695652173913043,0.005,0.9806550018149846,0.9798756205884185,0.9803308397193298
sep_k20_d2,sep,0,800,2,20,CDK knn+2ec,19,9.182998895645142,46,19,19,19,1.0,0.005,0.8612442420915888,0.9221326272490205,0.9285850247494637
sep_k10_d50,sep,19,800,50,10,CDK knn+2ec,10,22.0666446685791,47,18,10,10,0.8085106382978723,0.005,0.9860953131382468,0.9858266630397869,0.9861472550997905
sep_k20_d2,sep,1,800,2,20,CDK knn+2ec,20,7.5863165855407715,48,20,20,20,1.0,0.005,0.8771597141195844,0.9422671460018097,0.9473071692320042
sep_k20_d2,sep,2,800,2,20,CDK knn+2ec,18,7.277904510498047,47,19,18,18,0.9787234042553191,0.005,0.767110406337196,0.8993574402609705,0.90735940932932
sep_k20_d2,sep,3,800,2,20,CDK knn+2ec,19,6.758619070053101,46,19,19,19,1.0,0.005,0.7996218644550459,0.8886380982874339,0.8978833740009592
sep_k20_d2,sep,4,800,2,20,CDK knn+2ec,20,6.828217029571533,47,20,20,20,1.0,0.005,0.9419494733174704,0.9661975069573947,0.969139812781553
sep_k20_d2,sep,5,800,2,20,CDK knn+2ec,18,6.466637372970581,43,18,18,18,1.0,0.005,0.8252562367835836,0.918767361592852,0.9251601728578875
sep_k20_d2,sep,6,800,2,20,CDK knn+2ec,20,6.89254093170166,49,20,20,20,1.0,0.005,0.9533891221390203,0.9662035564646713,0.9691439991309526
sep_k20_d2,sep,7,800,2,20,CDK knn+2ec,19,6.435168504714966,45,19,19,19,1.0,0.005,0.8855364813927687,0.9357002981478288,0.9410277416438895
sep_k20_d2,sep,8,800,2,20,CDK knn+2ec,19,6.785915851593018,46,19,19,19,1.0,0.005,0.8035783804950786,0.9020910385752534,0.9102238605271411
sep_k20_d2,sep,9,800,2,20,CDK knn+2ec,19,7.775061130523682,46,19,19,19,1.0,0.005,0.8582112764003852,0.9293536696400101,0.9352105015287093
sep_k20_d2,sep,10,800,2,20,CDK knn+2ec,20,10.144822597503662,49,20,20,20,1.0,0.005,0.928199586345498,0.9571210517290188,0.9608536193999451
sep_k20_d2,sep,11,800,2,20,CDK knn+2ec,19,13.35433578491211,46,19,19,19,1.0,0.005,0.8831415393155119,0.9402838038808307,0.9452349704238285
sep_k20_d2,sep,12,800,2,20,CDK knn+2ec,20,13.3937509059906,47,20,20,20,1.0,0.005,0.9373176360664811,0.9603398814473421,0.9637914899279038
sep_k20_d2,sep,13,800,2,20,CDK knn+2ec,20,13.492226123809814,48,20,20,20,1.0,0.005,0.9085412126466075,0.9481520808715107,0.9526675226673014
sep_k20_d2,sep,14,800,2,20,CDK knn+2ec,19,13.513031244277954,46,19,19,19,1.0,0.005,0.8593589007623094,0.918785649072486,0.9255072425863893
sep_k20_d2,sep,15,800,2,20,CDK knn+2ec,19,14.096722841262817,47,20,19,19,0.9787234042553191,0.005,0.758077507581664,0.8893268306592099,0.8986032779173463
sep_k20_d2,sep,16,800,2,20,CDK knn+2ec,19,13.76397442817688,44,19,19,19,1.0,0.005,0.8086946234248733,0.9016599589874931,0.9098197435475421
sep_k20_d2,sep,17,800,2,20,CDK knn+2ec,20,13.649626970291138,47,20,20,20,1.0,0.005,0.950667637477592,0.9651448808102323,0.968177468894688
sep_k20_d2,sep,18,800,2,20,CDK knn+2ec,20,13.622030019760132,47,20,20,20,1.0,0.005,0.9335593785239861,0.9551364328150354,0.9590409579942475
sep_k20_d2,sep,19,800,2,20,CDK knn+2ec,20,13.435961484909058,47,20,20,20,1.0,0.005,0.8898914600644175,0.9329970831152583,0.9388322425982171
sep_k20_d10,sep,0,800,10,20,CDK knn+2ec,20,19.664207220077515,53,20,20,20,1.0,0.005,0.9088436801594809,0.9308684118868938,0.9368843611520632
sep_k20_d10,sep,1,800,10,20,CDK knn+2ec,19,20.526004552841187,53,19,19,19,1.0,0.005,0.8431069759323546,0.9162535979789113,0.9232004066385734
sep_k20_d10,sep,2,800,10,20,CDK knn+2ec,20,20.030003786087036,55,20,20,20,1.0,0.005,0.8884165446827014,0.9272567090288231,0.9335895358274382
sep_k20_d10,sep,3,800,10,20,CDK knn+2ec,20,19.295317888259888,53,20,20,20,1.0,0.005,0.8995357712564676,0.9262059198688185,0.9326284820461359
sep_k20_d10,sep,4,800,10,20,CDK knn+2ec,20,18.680510759353638,53,20,20,20,1.0,0.005,0.9079098829052921,0.9406464799043163,0.9458135326912834
sep_k20_d10,sep,5,800,10,20,CDK knn+2ec,20,18.908869743347168,54,20,20,20,1.0,0.005,0.895114120722118,0.9320985946977435,0.9380094875096523
sep_k20_d10,sep,6,800,10,20,CDK knn+2ec,19,22.13718605041504,55,19,19,19,1.0,0.005,0.8304664525309785,0.8965085403855824,0.9050877192993002
sep_k20_d10,sep,7,800,10,20,CDK knn+2ec,20,16.49885368347168,50,20,20,20,1.0,0.005,0.9461296602649545,0.9636021062228224,0.966768974346694
sep_k20_d10,sep,8,800,10,20,CDK knn+2ec,20,17.045578479766846,50,20,20,20,1.0,0.005,0.911881736085006,0.9367486496034106,0.9422536525612375
sep_k20_d10,sep,9,800,10,20,CDK knn+2ec,20,19.10676860809326,54,20,20,20,1.0,0.005,0.8765330328579171,0.9203642830759773,0.9272989083005508
sep_k20_d10,sep,10,800,10,20,CDK knn+2ec,18,19.50133752822876,48,18,18,18,1.0,0.005,0.8084051978550034,0.8947430690638432,0.9030206564407938
sep_k20_d10,sep,11,800,10,20,CDK knn+2ec,19,20.327118158340454,52,19,19,19,1.0,0.005,0.8518350242478042,0.9145660858802902,0.9216592894157359
sep_k20_d10,sep,12,800,10,20,CDK knn+2ec,20,18.844850540161133,54,20,20,20,1.0,0.005,0.861159989785249,0.9169068789357574,0.9241489594213969
sep_k20_d10,sep,13,800,10,20,CDK knn+2ec,20,16.933842182159424,49,20,20,20,1.0,0.005,0.9333912510556427,0.9513628716486863,0.9555947279474952
sep_k20_d10,sep,14,800,10,20,CDK knn+2ec,20,18.638555765151978,53,20,20,20,1.0,0.005,0.909273364242082,0.9340475205890658,0.9397868019165316
sep_k20_d10,sep,15,800,10,20,CDK knn+2ec,19,18.881879806518555,51,19,19,19,1.0,0.005,0.8463787495363271,0.920189190303422,0.9268145276466025
sep_k20_d10,sep,16,800,10,20,CDK knn+2ec,19,19.304430723190308,51,19,19,19,1.0,0.005,0.8725762935405903,0.925954535409248,0.9320945407184433
sep_k20_d10,sep,17,800,10,20,CDK knn+2ec,19,19.588449478149414,53,19,19,19,1.0,0.005,0.8966524962855662,0.9444343095032277,0.9490404935360227
sep_k20_d10,sep,18,800,10,20,CDK knn+2ec,19,19.369458436965942,51,19,19,19,1.0,0.005,0.799302399403811,0.8774260108235519,0.8875919530539609
sep_k20_d10,sep,19,800,10,20,CDK knn+2ec,20,18.92882227897644,53,20,20,20,1.0,0.005,0.9205506183567302,0.9449068833797956,0.9497019949319593
sep_k20_d50,sep,0,800,50,20,CDK knn+2ec,20,38.173030853271484,54,20,20,20,1.0,0.005,0.886580150769292,0.917959862227661,0.925102479900868
sep_k20_d50,sep,1,800,50,20,CDK knn+2ec,19,45.20902705192566,58,19,19,19,1.0,0.005,0.8171833923307001,0.8897796452641583,0.898917176289058
sep_k20_d50,sep,2,800,50,20,CDK knn+2ec,20,40.45700144767761,55,20,20,20,1.0,0.005,0.8598903517968962,0.9121554883089625,0.9198084491059271
sep_k20_d50,sep,3,800,50,20,CDK knn+2ec,20,44.18673300743103,61,20,20,20,1.0,0.005,0.8918924659393194,0.917811256821916,0.924963660280205
sep_k20_d50,sep,4,800,50,20,CDK knn+2ec,19,46.30813789367676,60,19,19,19,1.0,0.005,0.8470883898108316,0.9016504391337544,0.9097956709072783
sep_k20_d50,sep,5,800,50,20,CDK knn+2ec,20,43.50516939163208,59,20,20,20,1.0,0.005,0.8667735111107172,0.9119671428082053,0.9196340244495836
sep_k20_d50,sep,6,800,50,20,CDK knn+2ec,20,45.31996417045593,58,20,20,20,1.0,0.005,0.853019391147012,0.9079929486252759,0.9160109297619665
sep_k20_d50,sep,7,800,50,20,CDK knn+2ec,18,44.395230770111084,53,18,18,18,1.0,0.005,0.8158315913782702,0.8861561156982316,0.8951038152285153
sep_k20_d50,sep,8,800,50,20,CDK knn+2ec,20,47.353750228881836,65,20,20,20,1.0,0.005,0.8160344905638403,0.884018226760977,0.8941337882501735
sep_k20_d50,sep,9,800,50,20,CDK knn+2ec,18,48.41976976394653,61,19,18,19,0.9836065573770492,0.005,0.7958407496077998,0.9059874038315804,0.9134369417104152
sep_k20_d50,sep,10,800,50,20,CDK knn+2ec,20,45.57185506820679,58,20,20,20,1.0,0.005,0.8666961624715507,0.9068241148626649,0.9149395011775968
sep_k20_d50,sep,11,800,50,20,CDK knn+2ec,20,45.969128370285034,61,20,20,20,1.0,0.005,0.8622528613914052,0.9128645248084497,0.9204592515557288
sep_k20_d50,sep,12,800,50,20,CDK knn+2ec,20,45.338868856430054,62,20,20,20,1.0,0.005,0.8863536313283632,0.9182417357330286,0.9253580816511557
sep_k20_d50,sep,13,800,50,20,CDK knn+2ec,20,41.51772356033325,58,20,20,20,1.0,0.005,0.8924160957742686,0.927199796551255,0.9335383003405258
sep_k20_d50,sep,14,800,50,20,CDK knn+2ec,19,42.67418146133423,62,19,19,19,1.0,0.005,0.8266618404777636,0.8899809773359523,0.8991077018379415
sep_k20_d50,sep,15,800,50,20,CDK knn+2ec,19,36.46992325782776,58,19,19,19,1.0,0.005,0.8094130751165075,0.8856325928383193,0.8951142918267422
sep_k20_d50,sep,16,800,50,20,CDK knn+2ec,19,23.129441738128662,59,19,19,19,1.0,0.005,0.8478821772825612,0.9093508962272266,0.9168621716159762
sep_k20_d50,sep,17,800,50,20,CDK knn+2ec,20,22.411818265914917,59,20,20,20,1.0,0.005,0.9009057371997322,0.9258988856471193,0.9323467459910065
sep_k20_d50,sep,18,800,50,20,CDK knn+2ec,20,23.55740785598755,60,20,20,20,1.0,0.005,0.9040114705792721,0.9329538836824444,0.9387902167186334
sep_k20_d50,sep,19,800,50,20,CDK knn+2ec,20,25.91659140586853,64,20,20,20,1.0,0.005,0.8169421731959456,0.8821539599294319,0.8924250484443063
overlap_s6.0,overlap,0,800,2,5,CDK knn+2ec,5,5.4572532176971436,42,18,5,5,0.5,0.0125,0.984444616051696,0.9784405911667833,0.9785755786589211
overlap_s6.0,overlap,1,800,2,5,CDK knn+2ec,5,4.737039089202881,37,15,5,5,0.5675675675675675,0.005,0.9404896074356037,0.9432421195646719,0.9435977824489933
overlap_s6.0,overlap,2,800,2,5,CDK knn+2ec,5,4.903528690338135,44,18,5,5,0.5681818181818182,0.005,0.9783828090746228,0.9737009594749086,0.9738656337408038
overlap_s6.0,overlap,3,800,2,5,CDK knn+2ec,5,4.236117124557495,41,17,5,5,0.5365853658536586,0.005,0.9722165478813642,0.9642301525517978,0.9644541153451637
overlap_s6.0,overlap,4,800,2,5,CDK knn+2ec,5,4.106599807739258,44,19,5,5,0.5,0.0275,0.9813429124706873,0.9726214138421163,0.9727928345196065
overlap_s6.0,overlap,5,800,2,5,CDK knn+2ec,5,4.385482311248779,45,19,5,5,0.4444444444444444,0.025,0.9783404878750162,0.9711310479477238,0.9713118027343506
overlap_s6.0,overlap,6,800,2,5,CDK knn+2ec,5,3.835094690322876,41,18,5,5,0.4878048780487805,0.045,0.9906466993024384,0.9868439181866433,0.9869262891785979
overlap_s6.0,overlap,7,800,2,5,CDK knn+2ec,5,4.012453079223633,43,19,5,5,0.4186046511627907,0.2692307692307692,0.969156764567439,0.9614337376217043,0.9616752169463846
overlap_s6.0,overlap,8,800,2,5,CDK knn+2ec,5,4.075095176696777,47,21,5,5,0.3617021276595745,0.075,0.984385177791463,0.9762689403034951,0.9764175226034119
overlap_s6.0,overlap,9,800,2,5,CDK knn+2ec,5,4.353922128677368,47,20,5,5,0.44680851063829785,0.045,0.9875953157730175,0.9853411519308972,0.9854329348806473
overlap_s6.0,overlap,10,800,2,5,CDK knn+2ec,5,4.7855141162872314,39,15,5,5,0.6410256410256411,0.005,0.9255842634435988,0.9218353223517167,0.9223251089237037
overlap_s6.0,overlap,12,800,2,5,CDK knn+2ec,5,3.837495803833008,46,20,5,5,0.45652173913043476,0.18107142857142855,1.0,1.0,1.0
overlap_s6.0,overlap,11,800,2,5,CDK knn+2ec,5,4.689707279205322,43,19,5,5,0.46511627906976744,0.03,0.990646920349587,0.986843850651261,0.9869262229118854
overlap_s6.0,overlap,13,800,2,5,CDK knn+2ec,5,4.572734355926514,46,20,5,5,0.45652173913043476,0.03,0.9725416274279405,0.972720590339078,0.9728914224124162
overlap_s6.0,overlap,14,800,2,5,CDK knn+2ec,5,4.360839605331421,45,20,5,5,0.4,0.03,0.9813618804655009,0.9726265925686137,0.9727979781817103
overlap_s6.0,overlap,15,800,2,5,CDK knn+2ec,5,4.309222459793091,44,19,5,5,0.5681818181818182,0.005,0.9755116186410642,0.9750153976053437,0.9751718520750207
overlap_s6.0,overlap,16,800,2,5,CDK knn+2ec,5,5.085131406784058,30,12,5,5,0.6666666666666666,0.005,0.9100042871923724,0.9186484237724893,0.9191587277919512
overlap_s6.0,overlap,17,800,2,5,CDK knn+2ec,5,4.614307641983032,41,16,5,5,0.5609756097560976,0.005,0.9605415645187662,0.9574284580501807,0.9576950762870559
overlap_s6.0,overlap,18,800,2,5,CDK knn+2ec,5,4.527364253997803,45,20,5,5,0.4666666666666667,0.045,0.9968691099886755,0.9952518682725184,0.9952815964482751
overlap_s6.0,overlap,19,800,2,5,CDK knn+2ec,5,4.828537940979004,47,21,5,5,0.3617021276595745,0.07,0.9429232158408346,0.9390370955624945,0.9394189748033323
overlap_s4.0,overlap,0,800,2,5,CDK knn+2ec,5,5.322550058364868,43,18,5,5,0.4883720930232558,0.03,0.8043797937712228,0.8033353560597074,0.8045700754158044
overlap_s4.0,overlap,1,800,2,5,CDK knn+2ec,5,4.735342025756836,45,19,4,5,0.5333333333333333,0.01,0.885279472123872,0.8671395326333303,0.8679716926010009
overlap_s4.0,overlap,2,800,2,5,CDK knn+2ec,5,4.025327682495117,46,20,5,5,0.41304347826086957,0.28076923076923077,0.8875472222959921,0.8609780640833911,0.8618486611227474
overlap_s4.0,overlap,3,800,2,5,CDK knn+2ec,4,4.499507665634155,46,20,3,5,0.41304347826086957,0.045,0.684592113149095,0.7790462845697108,0.7801814232091144
overlap_s4.0,overlap,4,800,2,5,CDK knn+2ec,3,4.468408584594727,44,18,3,3,0.4772727272727273,0.02,0.4646246670421142,0.6720367052582819,0.6733133332255362
overlap_s4.0,overlap,5,800,2,5,CDK knn+2ec,5,4.347407102584839,44,19,5,5,0.5,0.0125,0.8608292628054057,0.8575736903028034,0.8584663380692148
overlap_s4.0,overlap,6,800,2,5,CDK knn+2ec,4,4.791783332824707,46,19,4,5,0.4782608695652174,0.015,0.4033580828186124,0.6169610541337844,0.6191181841065886
overlap_s4.0,overlap,7,800,2,5,CDK knn+2ec,5,4.174507141113281,44,19,5,5,0.4772727272727273,0.08750000000000001,0.8262353727701115,0.8466350593921753,0.8475994765129061
overlap_s4.0,overlap,8,800,2,5,CDK knn+2ec,4,4.01734185218811,48,21,4,4,0.4791666666666667,0.155,0.6626392559370443,0.7369413913608523,0.7382933498033906
overlap_s4.0,overlap,9,800,2,5,CDK knn+2ec,5,3.9915714263916016,45,20,5,5,0.4666666666666667,0.04,0.9074034406511199,0.9009987821497049,0.9016188486841646
