dataset,family,rep,n,d,true_k,method,k_hat,runtime,ARI,AMI,NMI
sep_k20_d10,sep,9,800,10,20,UniForCE,16,0.1897733211517334,0.637312755333636,0.9223241093317857,0.9280100350340068
sep_k20_d10,sep,10,800,10,20,UniForCE,18,0.1833515167236328,0.8635438797085131,0.9420882067143587,0.9466482661354251
sep_k20_d10,sep,11,800,10,20,UniForCE,20,0.1997532844543457,1.0,1.0,1.0
sep_k20_d10,sep,12,800,10,20,UniForCE,17,0.20164251327514648,0.7926282969886036,0.9212563116390823,0.9271763318804795
sep_k20_d10,sep,13,800,10,20,UniForCE,15,0.18680405616760254,0.670209789487422,0.8818011373522462,0.889768841305461
sep_k20_d10,sep,14,800,10,20,UniForCE,16,0.18561053276062012,0.7372018670197092,0.906575808870664,0.913221476044675
sep_k20_d10,sep,15,800,10,20,UniForCE,20,0.19267582893371582,0.9973380954467436,0.9978571475190573,0.9980435502500206
sep_k20_d10,sep,16,800,10,20,UniForCE,19,0.1902470588684082,0.9288219631654021,0.9614073061254359,0.9646019276891068
sep_k20_d10,sep,17,800,10,20,UniForCE,19,0.2130732536315918,0.9390617904983899,0.9730525913758361,0.9752873864772365
sep_k20_d10,sep,18,800,10,20,UniForCE,15,0.18703103065490723,0.6662416970411748,0.8550016189054334,0.8647057808557133
sep_k20_d10,sep,19,800,10,20,UniForCE,18,0.21686196327209473,0.8755081525621057,0.9435923983817616,0.9480308609695219
sep_k20_d50,sep,0,800,50,20,UniForCE,20,0.23691487312316895,1.0,1.0,1.0
sep_k20_d50,sep,1,800,50,20,UniForCE,20,0.23731184005737305,1.0,1.0,1.0
sep_k20_d50,sep,2,800,50,20,UniForCE,20,0.26009249687194824,1.0,1.0,1.0
sep_k20_d50,sep,3,800,50,20,UniForCE,20,0.2645583152770996,1.0,1.0,1.0
sep_k20_d50,sep,4,800,50,20,UniForCE,20,0.25258779525756836,1.0,1.0,1.0
sep_k20_d50,sep,5,800,50,20,UniForCE,20,0.25978827476501465,1.0,1.0,1.0
sep_k20_d50,sep,6,800,50,20,UniForCE,20,0.21594858169555664,1.0,1.0,1.0
sep_k20_d50,sep,7,800,50,20,UniForCE,20,0.2359607219696045,1.0,1.0,1.0
sep_k20_d50,sep,8,800,50,20,UniForCE,20,0.23244976997375488,1.0,1.0,1.0
sep_k20_d50,sep,9,800,50,20,UniForCE,20,0.21970129013061523,1.0,1.0,1.0
sep_k20_d50,sep,10,800,50,20,UniForCE,20,0.2662360668182373,1.0,1.0,1.0
sep_k20_d50,sep,11,800,50,20,UniForCE,20,0.22715973854064941,1.0,1.0,1.0
sep_k20_d50,sep,12,800,50,20,UniForCE,20,0.2535586357116699,1.0,1.0,1.0
sep_k20_d50,sep,13,800,50,20,UniForCE,19,0.2306351661682129,0.9485876069750981,0.9872353354969795,0.9882956831460153
sep_k20_d50,sep,14,800,50,20,UniForCE,20,0.28182554244995117,1.0,1.0,1.0
sep_k20_d50,sep,15,800,50,20,UniForCE,20,0.2571887969970703,1.0,1.0,1.0
sep_k20_d50,sep,16,800,50,20,UniForCE,20,0.22849154472351074,1.0,1.0,1.0
sep_k20_d50,sep,17,800,50,20,UniForCE,19,0.27452540397644043,0.9460506843774759,0.9850765944992861,0.9863162725993072
sep_k20_d50,sep,18,800,50,20,UniForCE,20,0.24431729316711426,1.0,1.0,1.0
sep_k20_d50,sep,19,800,50,20,UniForCE,20,0.2445824146270752,1.0,1.0,1.0
overlap_s6.0,overlap,0,800,2,5,UniForCE,5,0.27600741386413574,0.9968691099886755,0.9952518682725183,0.995281596448275
overlap_s6.0,overlap,1,800,2,5,UniForCE,5,0.308765172958374,1.0,1.0,1.0
overlap_s6.0,overlap,2,800,2,5,UniForCE,5,0.264819860458374,1.0,1.0,1.0
overlap_s6.0,overlap,3,800,2,5,UniForCE,5,0.3116722106933594,0.9906465887749459,0.9857654051529341,0.9858545283200502
overlap_s6.0,overlap,4,800,2,5,UniForCE,5,0.2634601593017578,0.9906269593704863,0.9857604896240163,0.9858496435673862
overlap_s6.0,overlap,5,800,2,5,UniForCE,5,0.26618361473083496,0.9968691099886755,0.9952518682725183,0.995281596448275
overlap_s6.0,overlap,6,800,2,5,UniForCE,5,0.2844552993774414,0.9968691099886755,0.9952518682725183,0.995281596448275
overlap_s6.0,overlap,7,800,2,5,UniForCE,5,0.2794971466064453,0.9937579600246279,0.9915871831020886,0.9916398563708724
overlap_s6.0,overlap,8,800,2,5,UniForCE,5,0.3469386100769043,0.9906466993024384,0.9868439181866433,0.9869262891785979
overlap_s6.0,overlap,9,800,2,5,UniForCE,5,0.3099534511566162,1.0,1.0,1.0
overlap_s6.0,overlap,10,800,2,5,UniForCE,5,0.3335397243499756,0.9968691099886755,0.9952518682725183,0.995281596448275
overlap_s6.0,overlap,11,800,2,5,UniForCE,5,0.27530670166015625,1.0,1.0,1.0
overlap_s6.0,overlap,12,800,2,5,UniForCE,5,0.29490232467651367,0.9937579600246279,0.9915871831020887,0.9916398563708725
overlap_s6.0,overlap,13,800,2,5,UniForCE,5,0.3238687515258789,1.0,1.0,1.0
overlap_s6.0,overlap,14,800,2,5,UniForCE,5,0.27831268310546875,0.9937480346795808,0.9905061789482673,0.9905656200078305
overlap_s6.0,overlap,15,800,2,5,UniForCE,5,0.2789134979248047,1.0,1.0,1.0
overlap_s6.0,overlap,16,800,2,5,UniForCE,5,0.2801201343536377,0.9875359909576884,0.9835831414780365,0.9836859302211458
overlap_s6.0,overlap,17,800,2,5,UniForCE,5,0.27970147132873535,0.9968691099886755,0.9952518682725184,0.9952815964482751
overlap_s6.0,overlap,18,800,2,5,UniForCE,5,0.2559828758239746,0.9968691099886755,0.9952518682725183,0.995281596448275
overlap_s6.0,overlap,19,800,2,5,UniForCE,5,0.29946327209472656,1.0,1.0,1.0
overlap_s4.0,overlap,0,800,2,5,UniForCE,1,0.27632975578308105,0.0,0.0,0.0
overlap_s4.0,overlap,1,800,2,5,UniForCE,1,0.29249072074890137,0.0,0.0,0.0
overlap_s4.0,overlap,2,800,2,5,UniForCE,2,0.2969815731048584,0.3460933756916822,0.5248137724628482,0.5258608883451079
overlap_s4.0,overlap,3,800,2,5,UniForCE,2,0.27776503562927246,0.19077603307762483,0.40863694361987585,0.41004899254679034
overlap_s4.0,overlap,4,800,2,5,UniForCE,2,0.30295848846435547,0.20247468697297763,0.4356907493732615,0.43703474075564047
overlap_s4.0,overlap,5,800,2,5,UniForCE,2,0.2891049385070801,0.2031898079459281,0.44755358244954646,0.44887156939758915
overlap_s4.0,overlap,6,800,2,5,UniForCE,3,0.3147761821746826,0.4558038544904162,0.6694962376052558,0.6707914360702827
overlap_s4.0,overlap,7,800,2,5,UniForCE,1,0.2775442600250244,0.0,0.0,0.0
overlap_s4.0,overlap,8,800,2,5,UniForCE,1,0.2953832149505615,0.0,0.0,0.0
overlap_s4.0,overlap,9,800,2,5,UniForCE,2,0.29229187965393066,0.35858946714920303,0.5544831065888173,0.5554643553430139
overlap_s4.0,overlap,10,800,2,5,UniForCE,1,0.285214900970459,0.0,0.0,0.0
overlap_s4.0,overlap,11,800,2,5,UniForCE,3,0.31078100204467773,0.43983191057848375,0.6587323808930345,0.6600771287593189
overlap_s4.0,overlap,12,800,2,5,UniForCE,5,0.2938377857208252,0.9233449063618125,0.9014057274140668,0.9020231244377894
overlap_s4.0,overlap,13,800,2,5,UniForCE,1,0.29660558700561523,0.0,0.0,0.0
overlap_s4.0,overlap,14,800,2,5,UniForCE,1,0.2866196632385254,0.0,0.0,0.0
overlap_s4.0,overlap,15,800,2,5,UniForCE,3,0.29318857192993164,0.5791774891909904,0.7173717851897049,0.7184375646567802
overlap_s4.0,overlap,16,800,2,5,UniForCE,2,0.28919219970703125,0.19181843218639955,0.42468631535521445,0.42606365002200014
overlap_s4.0,overlap,17,800,2,5,UniForCE,4,0.26525354385375977,0.7226418388063112,0.8129683669910258,0.8139274119054262
overlap_s4.0,overlap,18,800,2,5,UniForCE,3,0.3019688129425049,0.4666867932689383,0.6940974940116901,0.6952987128868289
overlap_s4.0,overlap,19,800,2,5,UniForCE,2,0.3090500831604004,0.1994196671384192,0.4315356232949065,0.4328895107646451
overlap_s3.0,overlap,0,800,2,5,UniForCE,1,0.29306840896606445,0.0,0.0,0.0
overlap_s3.0,overlap,1,800,2,5,UniForCE,1,0.2701151371002197,0.0,0.0,0.0
overlap_s3.0,overlap,2,800,2,5,UniForCE,1,0.2509455680847168,0.0,0.0,0.0
overlap_s3.0,overlap,3,800,2,5,UniForCE,1,0.28542160987854004,0.0,0.0,0.0
overlap_s3.0,overlap,4,800,2,5,UniForCE,1,0.2982640266418457,0.0,0.0,0.0
overlap_s3.0,overlap,5,800,2,5,UniForCE,1,0.27941441535949707,0.0,0.0,0.0
overlap_s3.0,overlap,6,800,2,5,UniForCE,1,0.2764148712158203,0.0,0.0,0.0
overlap_s3.0,overlap,7,800,2,5,UniForCE,1,0.3477137088775635,0.0,0.0,0.0
overlap_s3.0,overlap,8,800,2,5,UniForCE,1,0.3215792179107666,0.0,0.0,0.0
overlap_s3.0,overlap,9,800,2,5,UniForCE,1,0.2808256149291992,0.0,0.0,0.0
overlap_s3.0,overlap,10,800,2,5,UniForCE,1,0.28408074378967285,0.0,0.0,0.0
overlap_s3.0,overlap,11,800,2,5,UniForCE,1,0.26040005683898926,0.0,0.0,0.0
overlap_s3.0,overlap,12,800,2,5,UniForCE,1,0.29500603675842285,0.0,0.0,0.0
overlap_s3.0,overlap,13,800,2,5,UniForCE,1,0.30212998390197754,0.0,0.0,0.0
overlap_s3.0,overlap,14,800,2,5,UniForCE,1,0.30090904235839844,0.0,0.0,0.0
overlap_s3.0,overlap,15,800,2,5,UniForCE,1,0.2727656364440918,0.0,0.0,0.0
overlap_s3.0,overlap,16,800,2,5,UniForCE,1,0.27237796783447266,0.0,0.0,0.0
overlap_s3.0,overlap,17,800,2,5,UniForCE,1,0.280153751373291,0.0,0.0,0.0
overlap_s3.0,overlap,18,800,2,5,UniForCE,1,0.3093292713165283,0.0,0.0,0.0
overlap_s3.0,overlap,19,800,2,5,UniForCE,1,0.29911351203918457,0.0,0.0,0.0
overlap_s2.0,overlap,0,800,2,5,UniForCE,1,0.2960703372955322,0.0,0.0,0.0
overlap_s2.0,overlap,1,800,2,5,UniForCE,1,0.3189730644226074,0.0,0.0,0.0
overlap_s2.0,overlap,2,800,2,5,UniForCE,1,0.318464994430542,0.0,0.0,0.0
overlap_s2.0,overlap,3,800,2,5,UniForCE,1,0.2820429801940918,0.0,0.0,0.0
overlap_s2.0,overlap,4,800,2,5,UniForCE,1,0.2991948127746582,0.0,0.0,0.0
overlap_s2.0,overlap,5,800,2,5,UniForCE,1,0.2856156826019287,0.0,0.0,0.0
overlap_s2.0,overlap,6,800,2,5,UniForCE,1,0.3128502368927002,0.0,0.0,0.0
overlap_s2.0,overlap,7,800,2,5,UniForCE,1,0.30102062225341797,0.0,0.0,0.0
overlap_s2.0,overlap,8,800,2,5,UniForCE,1,0.2908742427825928,0.0,0.0,0.0
overlap_s2.0,overlap,9,800,2,5,UniForCE,1,0.32878661155700684,0.0,0.0,0.0
overlap_s2.0,overlap,10,800,2,5,UniForCE,1,0.2936367988586426,0.0,0.0,0.0
overlap_s2.0,overlap,11,800,2,5,UniForCE,1,0.3305320739746094,0.0,0.0,0.0
overlap_s2.0,overlap,12,800,2,5,UniForCE,1,0.31583523750305176,0.0,0.0,0.0
overlap_s2.0,overlap,13,800,2,5,UniForCE,1,0.3168363571166992,0.0,0.0,0.0
overlap_s2.0,overlap,14,800,2,5,UniForCE,1,0.2850184440612793,0.0,0.0,0.0
overlap_s2.0,overlap,15,800,2,5,UniForCE,1,0.2890336513519287,0.0,0.0,0.0
overlap_s2.0,overlap,16,800,2,5,UniForCE,1,0.36394429206848145,0.0,0.0,0.0
overlap_s2.0,overlap,17,800,2,5,UniForCE,1,0.26601076126098633,0.0,0.0,0.0
overlap_s2.0,overlap,18,800,2,5,UniForCE,1,0.27857184410095215,0.0,0.0,0.0
overlap_s2.0,overlap,19,800,2,5,UniForCE,1,0.31574511528015137,0.0,0.0,0.0
unbal_r5,unbalanced,0,897,2,5,UniForCE,4,0.2996375560760498,0.8588994917361138,0.9238725793919871,0.9242515898990468
unbal_r5,unbalanced,1,897,2,5,UniForCE,5,0.3242499828338623,1.0,1.0,1.0
unbal_r5,unbalanced,2,897,2,5,UniForCE,5,0.3484034538269043,1.0,1.0,1.0
unbal_r5,unbalanced,3,897,2,5,UniForCE,5,0.3278341293334961,1.0,1.0,1.0
unbal_r5,unbalanced,4,897,2,5,UniForCE,5,0.324415922164917,0.9946849907031158,0.9918054303363761,0.9918560996143759
unbal_r5,unbalanced,5,897,2,5,UniForCE,3,0.3295712471008301,0.5557211877497831,0.7436310969200377,0.744614171544555
unbal_r5,unbalanced,6,897,2,5,UniForCE,5,0.3306281566619873,1.0,1.0,1.0
unbal_r5,unbalanced,7,897,2,5,UniForCE,5,0.37653613090515137,1.0,1.0,1.0
unbal_r5,unbalanced,8,897,2,5,UniForCE,3,0.3383336067199707,0.662921339606403,0.786067482039486,0.7868636288833462
unbal_r5,unbalanced,9,897,2,5,UniForCE,5,0.3437530994415283,0.9989065747947903,0.9958369234501876,0.9958627077114272
unbal_r5,unbalanced,10,897,2,5,UniForCE,5,0.3795957565307617,1.0,1.0,1.0
unbal_r5,unbalanced,11,897,2,5,UniForCE,5,0.3854501247406006,1.0,1.0,1.0
unbal_r5,unbalanced,12,897,2,5,UniForCE,5,0.3508169651031494,0.9876822053119008,0.9755985188117569,0.9757493344143173
unbal_r5,unbalanced,13,897,2,5,UniForCE,1,0.305081844329834,0.0,0.0,0.0
unbal_r5,unbalanced,14,897,2,5,UniForCE,5,0.3566722869873047,0.9980772469087975,0.9955245743728535,0.9955522711711086
unbal_r5,unbalanced,15,897,2,5,UniForCE,5,0.3451962471008301,1.0,1.0,1.0
unbal_r5,unbalanced,16,897,2,5,UniForCE,5,0.35828161239624023,1.0,1.0,1.0
unbal_r5,unbalanced,17,897,2,5,UniForCE,4,0.35009312629699707,0.8413855442025806,0.9011488203148712,0.9016428726014057
unbal_r5,unbalanced,18,897,2,5,UniForCE,5,0.35779643058776855,1.0,1.0,1.0
unbal_r5,unbalanced,19,897,2,5,UniForCE,2,0.3119778633117676,0.47960643467992464,0.6252951938045987,0.6260848690929373
unbal_r20,unbalanced,0,898,2,5,UniForCE,5,0.36469316482543945,1.0,0.9999999999999998,0.9999999999999998
unbal_r20,unbalanced,1,898,2,5,UniForCE,4,0.2913672924041748,0.9710213762967211,0.9511013080281501,0.9514004120461144
unbal_r20,unbalanced,2,898,2,5,UniForCE,4,0.3319880962371826,0.9815251727155158,0.9506838258877953,0.9509791487359776
unbal_r20,unbalanced,3,898,2,5,UniForCE,5,0.3089628219604492,0.9899048306154551,0.9764558455256049,0.9766405632503503
unbal_r20,unbalanced,4,898,2,5,UniForCE,5,0.32154107093811035,0.9812605735311539,0.9752123798467115,0.9754053847061552
unbal_r20,unbalanced,5,898,2,5,UniForCE,4,0.3379175662994385,0.9546881651018309,0.9343743628929797,0.9347716256206956
unbal_r20,unbalanced,6,898,2,5,UniForCE,5,0.2987678050994873,0.9529306209645471,0.9324866753458386,0.9330083011644402
unbal_r20,unbalanced,7,898,2,5,UniForCE,4,0.28980469703674316,0.9792567128024158,0.9505777401558984,0.9508742403222364
unbal_r20,unbalanced,8,898,2,5,UniForCE,5,0.3426699638366699,0.9925109319724443,0.9700115093436885,0.9702467091931337
unbal_r20,unbalanced,9,898,2,5,UniForCE,5,0.32491326332092285,0.9973007852552033,0.9946590569948872,0.994701000251034
unbal_r20,unbalanced,10,898,2,5,UniForCE,5,0.36107945442199707,1.0,1.0,1.0
unbal_r20,unbalanced,11,898,2,5,UniForCE,4,0.3328690528869629,0.9908360953867468,0.9720588609274873,0.9722240783270713
unbal_r20,unbalanced,12,898,2,5,UniForCE,5,0.31572747230529785,0.9971630060655634,0.9943284938336079,0.9943730376206154
unbal_r20,unbalanced,13,898,2,5,UniForCE,5,0.3017590045928955,0.9946946159368882,0.9851737148729601,0.9852898224871802
unbal_r20,unbalanced,14,898,2,5,UniForCE,5,0.304440975189209,1.0,1.0,1.0
unbal_r20,unbalanced,15,898,2,5,UniForCE,5,0.31426453590393066,0.9946946159368882,0.9851737148729601,0.9852898224871802
unbal_r20,unbalanced,16,898,2,5,UniForCE,3,0.31435370445251465,0.8317000192628592,0.8358647205002554,0.8366059975846383
unbal_r20,unbalanced,17,898,2,5,UniForCE,2,0.30878615379333496,0.5101151665355009,0.5956221507167833,0.5966623123235566
unbal_r20,unbalanced,18,898,2,5,UniForCE,4,0.32529568672180176,0.9874218958378841,0.9573645944631547,0.957618234883352
unbal_r20,unbalanced,19,898,2,5,UniForCE,4,0.3210330009460449,0.863099628721792,0.8626647274280476,0.863532653159357
unbal_r100,unbalanced,0,923,2,5,UniForCE,3,0.3501296043395996,0.8493733505211173,0.8438773566731606,0.8447133047156499
unbal_r100,unbalanced,1,923,2,5,UniForCE,3,0.3669559955596924,0.9728900069861122,0.9001264504395177,0.9006180373091006
unbal_r100,unbalanced,2,923,2,5,UniForCE,5,0.4006674289703369,0.9674899742491767,0.9407126451619852,0.9412761232912998
unbal_r100,unbalanced,3,923,2,5,UniForCE,4,0.400714635848999,0.9766474199854215,0.9107594449937202,0.9114090045860764
unbal_r100,unbalanced,4,923,2,5,UniForCE,5,0.3192923069000244,0.9969869163224724,0.9934533921777324,0.9935164749466896
unbal_r100,unbalanced,5,923,2,5,UniForCE,5,0.37894773483276367,0.983885849945909,0.9375514487300923,0.9381446735159272
unbal_r100,unbalanced,6,923,2,5,UniForCE,4,0.3700094223022461,0.9907262963850184,0.9576401096341667,0.9579514068712814
unbal_r100,unbalanced,7,923,2,5,UniForCE,4,0.39186859130859375,0.9400058970379249,0.8786826908969486,0.8795893135734394
unbal_r100,unbalanced,8,923,2,5,UniForCE,3,0.37866902351379395,0.8122093072871307,0.8055377853424202,0.8065906513679126
unbal_r100,unbalanced,9,923,2,5,UniForCE,5,0.34801197052001953,0.988003432773254,0.9800222372072236,0.9802140040148116
unbal_r100,unbalanced,10,923,2,5,UniForCE,3,0.4002344608306885,0.9470756615968237,0.8967721126953687,0.8972921604356733
unbal_r100,unbalanced,11,923,2,5,UniForCE,3,0.3583545684814453,0.852192176778711,0.8652115949716038,0.8659349582167426
unbal_r100,unbalanced,12,923,2,5,UniForCE,2,0.3372349739074707,0.11575295830760984,0.22388689407408485,0.2272538450083897
unbal_r100,unbalanced,13,923,2,5,UniForCE,5,0.3629946708679199,0.9572619424802025,0.9199654756902742,0.9207228845526509
unbal_r100,unbalanced,14,923,2,5,UniForCE,4,0.3332397937774658,0.8203509050137475,0.7539201816304432,0.7557875068800043
unbal_r100,unbalanced,15,923,2,5,UniForCE,4,0.3493332862854004,0.9518385086087257,0.8465492292246654,0.8476729599277799
uvar_r3,unequal_var,0,800,2,4,UniForCE,3,0.2358849048614502,0.71188605051044,0.8505992674418887,0.8510631604271492
uvar_r3,unequal_var,1,800,2,4,UniForCE,4,0.26973867416381836,0.9834797071256014,0.9757545634508217,0.9758534605985731
uvar_r3,unequal_var,2,800,2,4,UniForCE,1,0.2428295612335205,0.0,0.0,0.0
uvar_r3,unequal_var,3,800,2,4,UniForCE,3,0.24053168296813965,0.7055022745769336,0.834559652966754,0.8350726246755064
unbal_r100,unbalanced,16,923,2,5,UniForCE,2,0.2973933219909668,0.24437495030897788,0.3979374956233152,0.40029440374496106
unbal_r100,unbalanced,17,923,2,5,UniForCE,4,0.33194398880004883,0.9739061571100308,0.9470262103239823,0.9474232722972669
unbal_r100,unbalanced,18,923,2,5,UniForCE,4,0.32793235778808594,0.9852029059904405,0.9344142510446618,0.9348942377910138
unbal_r100,unbalanced,19,923,2,5,UniForCE,4,0.3373591899871826,0.9277352023712402,0.8655860244728717,0.8665846783388292
uvar_r3,unequal_var,8,800,2,4,UniForCE,2,0.25672173500061035,0.33175912788012873,0.5692549303131138,0.5700870542809433
uvar_r3,unequal_var,9,800,2,4,UniForCE,4,0.26326608657836914,0.9834299362664248,0.9740209025010177,0.9741268727358879
uvar_r3,unequal_var,10,800,2,4,UniForCE,4,0.24280500411987305,0.9543308396844637,0.9440472167859482,0.9442755242257951
uvar_r3,unequal_var,11,800,2,4,UniForCE,4,0.284071683883667,0.9704047626580886,0.9610266381623045,0.9611856329026984
uvar_r3,unequal_var,4,800,2,4,UniForCE,4,0.2741577625274658,0.9933417784734855,0.9898503491528622,0.989891749872685
uvar_r3,unequal_var,5,800,2,4,UniForCE,4,0.27813148498535156,0.960727795852679,0.9486754939665826,0.9488848969704954
uvar_r3,unequal_var,6,800,2,4,UniForCE,2,0.24081945419311523,0.33175912788012873,0.5692549303131138,0.5700870542809433
uvar_r3,unequal_var,7,800,2,4,UniForCE,4,0.25592684745788574,0.9737752201920958,0.9694401042087294,0.9695647763178207
uvar_r3,unequal_var,12,800,2,4,UniForCE,3,0.2566337585449219,0.7055022745769336,0.834559652966754,0.8350726246755064
uvar_r3,unequal_var,13,800,2,4,UniForCE,3,0.2425384521484375,0.7041996651469205,0.8292493252722245,0.829778940457827
uvar_r3,unequal_var,14,800,2,4,UniForCE,3,0.25669145584106445,0.7102688046351815,0.8459378731167114,0.8464160681265566
uvar_r3,unequal_var,15,800,2,4,UniForCE,4,0.24206113815307617,0.9260682932124115,0.9139749170536016,0.9143261162939735
uvar_r3,unequal_var,16,800,2,4,UniForCE,3,0.29141998291015625,0.7086657170756138,0.8418208258146032,0.842311625527446
uvar_r3,unequal_var,17,800,2,4,UniForCE,4,0.2859799861907959,0.9512769052693548,0.9422097898589125,0.9424456106855045
uvar_r3,unequal_var,18,800,2,4,UniForCE,3,0.27431535720825195,0.7070768523588381,0.8380581785917662,0.8385604767989252
uvar_r3,unequal_var,19,800,2,4,UniForCE,4,0.2352755069732666,0.9769087324574236,0.9686451425856348,0.968773050430264
uvar_r10,unequal_var,0,800,2,4,UniForCE,1,0.2227783203125,0.0,0.0,0.0
uvar_r10,unequal_var,1,800,2,4,UniForCE,1,0.24527597427368164,0.0,0.0,0.0
uvar_r10,unequal_var,2,800,2,4,UniForCE,1,0.23404312133789062,0.0,0.0,0.0
uvar_r10,unequal_var,3,800,2,4,UniForCE,2,0.22179341316223145,0.31683801730517863,0.48988566658787985,0.4908573817877467
uvar_r10,unequal_var,4,800,2,4,UniForCE,1,0.2719707489013672,0.0,0.0,0.0
uvar_r10,unequal_var,5,800,2,4,UniForCE,2,0.2145383358001709,0.3216109340065371,0.5095979160149029,0.5105362473662431
uvar_r10,unequal_var,6,800,2,4,UniForCE,2,0.24175739288330078,0.3136454722219405,0.4845681020987716,0.485539214019221
uvar_r10,unequal_var,7,800,2,4,UniForCE,2,0.24171948432922363,0.3288027538357636,0.5469732655639153,0.5478459556762855
uvar_r10,unequal_var,8,800,2,4,UniForCE,2,0.267117977142334,0.30842480632942415,0.45130042865873377,0.45232258247945517
uvar_r10,unequal_var,9,800,2,4,UniForCE,1,0.24200201034545898,0.0,0.0,0.0
uvar_r10,unequal_var,10,800,2,4,UniForCE,1,0.2525947093963623,0.0,0.0,0.0
uvar_r10,unequal_var,11,800,2,4,UniForCE,1,0.23633313179016113,0.0,0.0,0.0
uvar_r10,unequal_var,12,800,2,4,UniForCE,1,0.25604867935180664,0.0,0.0,0.0
uvar_r10,unequal_var,13,800,2,4,UniForCE,2,0.24763083457946777,0.3266024670004306,0.53401325043821,0.534909044956194
uvar_r10,unequal_var,14,800,2,4,UniForCE,1,0.24272894859313965,0.0,0.0,0.0
uvar_r10,unequal_var,15,800,2,4,UniForCE,2,0.23632407188415527,0.30832444369518475,0.45760594692029266,0.4586220747169591
uvar_r10,unequal_var,16,800,2,4,UniForCE,1,0.22869420051574707,0.0,0.0,0.0
uvar_r10,unequal_var,17,800,2,4,UniForCE,1,0.24231743812561035,0.0,0.0,0.0
uvar_r10,unequal_var,18,800,2,4,UniForCE,2,0.23285889625549316,0.3266922533381639,0.5353771709138183,0.5362703434849633
uvar_r10,unequal_var,19,800,2,4,UniForCE,1,0.22601985931396484,0.0,0.0,0.0
elong_c5,elongated,0,800,2,4,UniForCE,2,0.29478025436401367,0.4819132514617714,0.6294157132419334,0.6300861633157718
elong_c5,elongated,1,800,2,4,UniForCE,2,0.27202820777893066,0.33249791144527985,0.5763406062058584,0.5771596324111227
elong_c5,elongated,2,800,2,4,UniForCE,1,0.2447817325592041,0.0,0.0,0.0
elong_c5,elongated,3,800,2,4,UniForCE,1,0.2520730495452881,0.0,0.0,0.0
elong_c5,elongated,4,800,2,4,UniForCE,2,0.2914097309112549,0.477157534844128,0.6216869855637739,0.6223714517253919
elong_c5,elongated,5,800,2,4,UniForCE,2,0.2798945903778076,0.28628541064967267,0.5001900725916293,0.5011658707173828
elong_c5,elongated,6,800,2,4,UniForCE,2,0.28170299530029297,0.46026856373013375,0.5866376319349965,0.5873856430580692
elong_c5,elongated,7,800,2,4,UniForCE,3,0.26720261573791504,0.6707481757039709,0.8012673634442439,0.8018870173905643
elong_c5,elongated,8,800,2,4,UniForCE,1,0.2911403179168701,0.0,0.0,0.0
elong_c5,elongated,9,800,2,4,UniForCE,1,0.2589445114135742,0.0,0.0,0.0
elong_c5,elongated,10,800,2,4,UniForCE,2,0.27802062034606934,0.30997125862375413,0.5283321158140742,0.5292473163500997
elong_c5,elongated,11,800,2,4,UniForCE,1,0.24989652633666992,0.0,0.0,0.0
elong_c5,elongated,12,800,2,4,UniForCE,1,0.24435639381408691,0.0,0.0,0.0
elong_c5,elongated,13,800,2,4,UniForCE,3,0.276824951171875,0.6727723003597963,0.7983167856024541,0.7989446654497412
elong_c5,elongated,14,800,2,4,UniForCE,1,0.2579982280731201,0.0,0.0,0.0
elong_c5,elongated,15,800,2,4,UniForCE,2,0.2711946964263916,0.2728458923907384,0.4824003857654269,0.48341416246547314
elong_c5,elongated,16,800,2,4,UniForCE,1,0.2824733257293701,0.0,0.0,0.0
elong_c5,elongated,17,800,2,4,UniForCE,1,0.2577693462371826,0.0,0.0,0.0
elong_c5,elongated,18,800,2,4,UniForCE,4,0.26207804679870605,0.8932839802587004,0.8654872688281849,0.8660360200834584
elong_c5,elongated,19,800,2,4,UniForCE,2,0.2838466167449951,0.32076143991038103,0.5461594701742065,0.5470381228580419
elong_c20,elongated,0,800,2,4,UniForCE,1,0.26856112480163574,0.0,0.0,0.0
elong_c20,elongated,1,800,2,4,UniForCE,1,0.22202086448669434,0.0,0.0,0.0
elong_c20,elongated,2,800,2,4,UniForCE,1,0.25777101516723633,0.0,0.0,0.0
elong_c20,elongated,3,800,2,4,UniForCE,1,0.23771452903747559,0.0,0.0,0.0
elong_c20,elongated,4,800,2,4,UniForCE,1,0.23897981643676758,0.0,0.0,0.0
elong_c20,elongated,5,800,2,4,UniForCE,1,0.26726531982421875,0.0,0.0,0.0
elong_c20,elongated,6,800,2,4,UniForCE,1,0.2296743392944336,0.0,0.0,0.0
elong_c20,elongated,7,800,2,4,UniForCE,1,0.3003263473510742,0.0,0.0,0.0
elong_c20,elongated,8,800,2,4,UniForCE,1,0.2453904151916504,0.0,0.0,0.0
elong_c20,elongated,9,800,2,4,UniForCE,1,0.27213525772094727,0.0,0.0,0.0
elong_c20,elongated,10,800,2,4,UniForCE,1,0.261197566986084,0.0,0.0,0.0
elong_c20,elongated,11,800,2,4,UniForCE,2,0.25951719284057617,0.10066320883422726,0.2181368152141918,0.2197009723280325
elong_c20,elongated,12,800,2,4,UniForCE,1,0.22834300994873047,0.0,0.0,0.0
elong_c20,elongated,13,800,2,4,UniForCE,1,0.2472372055053711,0.0,0.0,0.0
