dataset,family,rep,true_k,method,k_hat,ARI,runtime
sep_k10_d10,sep,1,10,CDK 2ec / n_min=40,10,0.9861647593691866,5.835326671600342
sep_k10_d10,sep,0,10,CDK 2ec (default),10,0.9646751971144224,7.440083503723144
sep_k10_d10,sep,0,10,CDK 2ec / Gaussian null,10,0.9646751971144224,8.12999415397644
sep_k10_d10,sep,0,10,CDK 2ec / AD statistic,10,0.9646751971144224,11.38426160812378
sep_k10_d10,sep,0,10,CDK 2ec / no multiplicity corr.,10,0.9646751971144224,7.616814136505127
sep_k10_d10,sep,0,10,CDK 2ec / n_min=15,10,0.9646751971144224,6.988129854202271
sep_k10_d10,sep,0,10,CDK 2ec / n_min=40,10,0.9646751971144224,5.737293243408203
sep_k10_d10,sep,2,10,CDK 2ec (default),10,0.9452503589318512,6.782441139221191
sep_k10_d10,sep,2,10,CDK 2ec / Gaussian null,10,0.9452503589318512,6.58526086807251
sep_k10_d10,sep,2,10,CDK 2ec / AD statistic,10,0.9452503589318512,9.524972438812256
sep_k10_d10,sep,2,10,CDK 2ec / no multiplicity corr.,10,0.9452503589318512,6.914819240570068
sep_k10_d10,sep,2,10,CDK 2ec / n_min=15,11,0.9317007356963216,7.470823526382446
sep_k10_d10,sep,2,10,CDK 2ec / n_min=40,11,0.9194378867733852,6.2421181201934814
sep_k10_d10,sep,3,10,CDK 2ec (default),10,0.9888334859883282,7.4356818199157715
sep_k10_d10,sep,3,10,CDK 2ec / Gaussian null,10,0.9888334859883282,7.685858011245727
sep_k10_d10,sep,3,10,CDK 2ec / AD statistic,10,0.9888334859883282,10.15953493118286
sep_k10_d10,sep,3,10,CDK 2ec / no multiplicity corr.,10,0.9888334859883282,7.38597846031189
sep_k10_d10,sep,3,10,CDK 2ec / n_min=15,11,0.96385194324907,6.992779970169067
sep_k10_d10,sep,3,10,CDK 2ec / n_min=40,10,0.9155491391100724,6.655910491943359
sep_k10_d10,sep,4,10,CDK 2ec (default),10,0.9645639758359328,7.752787828445435
sep_k10_d10,sep,4,10,CDK 2ec / Gaussian null,10,0.9645639758359328,7.72979211807251
sep_k10_d10,sep,4,10,CDK 2ec / AD statistic,11,0.940406641527352,10.739925146102903
sep_k10_d10,sep,4,10,CDK 2ec / no multiplicity corr.,10,0.9645639758359328,7.345574617385864
sep_k10_d10,sep,4,10,CDK 2ec / n_min=15,11,0.940406641527352,7.022977352142334
sep_k10_d10,sep,4,10,CDK 2ec / n_min=40,9,0.834613167220464,6.611656427383423
sep_k10_d10,sep,5,10,CDK 2ec (default),10,0.9750698796165536,7.863856315612793
sep_k10_d10,sep,5,10,CDK 2ec / Gaussian null,10,0.9750698796165536,7.82061767578125
sep_k10_d10,sep,5,10,CDK 2ec / AD statistic,10,0.9750698796165536,10.710448026657104
sep_k10_d10,sep,5,10,CDK 2ec / no multiplicity corr.,10,0.9750698796165536,7.483886003494263
sep_k10_d10,sep,5,10,CDK 2ec / n_min=15,10,0.9750182659280509,6.579488754272461
sep_k10_d10,sep,5,10,CDK 2ec / n_min=40,11,0.9471691310593598,6.8933045864105225
sep_k10_d10,sep,6,10,CDK 2ec (default),10,0.9645730424865624,7.095911741256714
sep_k10_d10,sep,6,10,CDK 2ec / Gaussian null,10,0.9645730424865624,6.9175426959991455
sep_k10_d10,sep,6,10,CDK 2ec / AD statistic,10,0.9645730424865624,9.889665603637695
sep_k10_d10,sep,6,10,CDK 2ec / no multiplicity corr.,10,0.9645730424865624,6.888369083404541
sep_k10_d10,sep,6,10,CDK 2ec / n_min=15,10,0.9645730424865624,7.127952337265015
sep_k10_d10,sep,6,10,CDK 2ec / n_min=40,10,0.9645730424865624,6.102359294891357
sep_k10_d10,sep,7,10,CDK 2ec (default),10,0.9944339084006838,6.667042255401611
sep_k10_d10,sep,7,10,CDK 2ec / Gaussian null,10,0.9944339084006838,7.3765997886657715
sep_k10_d10,sep,7,10,CDK 2ec / AD statistic,10,0.9944339084006838,9.8142352104187
sep_k10_d10,sep,7,10,CDK 2ec / no multiplicity corr.,10,0.9944339084006838,6.694368839263916
sep_k10_d10,sep,7,10,CDK 2ec / n_min=15,10,0.9944339084006838,6.913488864898682
sep_k10_d10,sep,7,10,CDK 2ec / n_min=40,10,0.9944339084006838,6.478927373886108
sep_k10_d10,sep,8,10,CDK 2ec (default),10,0.9377773797224233,7.5836780071258545
sep_k10_d10,sep,8,10,CDK 2ec / Gaussian null,10,0.9377773797224233,7.711199283599853
sep_k10_d10,sep,8,10,CDK 2ec / AD statistic,10,0.9377773797224233,10.181148290634155
sep_k10_d10,sep,8,10,CDK 2ec / no multiplicity corr.,10,0.9377773797224233,7.226297855377197
sep_k10_d10,sep,8,10,CDK 2ec / n_min=15,10,0.9377773797224233,8.161505460739136
sep_k10_d10,sep,8,10,CDK 2ec / n_min=40,10,0.9378107327489386,7.190000772476196
sep_k10_d10,sep,9,10,CDK 2ec (default),11,0.9478471026221912,8.488970279693604
sep_k10_d10,sep,9,10,CDK 2ec / Gaussian null,10,0.9749157581526792,8.166443824768066
sep_k10_d10,sep,9,10,CDK 2ec / AD statistic,10,0.9749157581526792,11.146657466888428
sep_k10_d10,sep,9,10,CDK 2ec / no multiplicity corr.,11,0.9478471026221912,7.569591999053955
sep_k10_d10,sep,9,10,CDK 2ec / n_min=15,10,0.9749501600299094,6.577986717224121
sep_k10_d10,sep,9,10,CDK 2ec / n_min=40,10,0.9696171069956318,7.203186988830566
sep_k10_d50,sep,0,10,CDK 2ec (default),10,0.9722647583904148,17.428283214569092
sep_k10_d50,sep,0,10,CDK 2ec / Gaussian null,9,0.8749489504668821,12.00200057029724
sep_k10_d50,sep,0,10,CDK 2ec / AD statistic,11,0.9442050256320212,19.922870874404907
sep_k10_d50,sep,0,10,CDK 2ec / no multiplicity corr.,10,0.9722647583904148,16.434083700180054
sep_k10_d50,sep,0,10,CDK 2ec / n_min=15,10,0.9695794323852992,14.050874948501589
sep_k10_d50,sep,0,10,CDK 2ec / n_min=40,10,0.9695794323852992,14.55587887763977
sep_k10_d50,sep,1,10,CDK 2ec (default),10,0.983373833429038,18.139790534973145
sep_k10_d50,sep,1,10,CDK 2ec / Gaussian null,10,0.983373833429038,12.449962615966797
sep_k10_d50,sep,1,10,CDK 2ec / AD statistic,11,0.9557587116426252,20.929121494293213
sep_k10_d50,sep,1,10,CDK 2ec / no multiplicity corr.,10,0.983373833429038,16.876790523529053
sep_k10_d50,sep,1,10,CDK 2ec / n_min=15,10,0.9834258031021728,17.164239645004272
sep_k10_d50,sep,1,10,CDK 2ec / n_min=40,10,0.983373833429038,15.400505781173706
sep_k10_d50,sep,2,10,CDK 2ec (default),10,0.9617582384384438,14.63554310798645
sep_k10_d50,sep,2,10,CDK 2ec / Gaussian null,10,0.9617582384384438,11.569101572036743
sep_k10_d50,sep,2,10,CDK 2ec / AD statistic,11,0.936538894622202,17.607365608215332
sep_k10_d50,sep,2,10,CDK 2ec / no multiplicity corr.,10,0.9617582384384438,15.180778980255129
sep_k10_d50,sep,2,10,CDK 2ec / n_min=15,9,0.864482024305375,14.86219882965088
sep_k10_d50,sep,2,10,CDK 2ec / n_min=40,10,0.9617582384384438,13.355814218521118
sep_k10_d50,sep,3,10,CDK 2ec (default),10,0.986112673962375,14.069318294525146
sep_k10_d50,sep,3,10,CDK 2ec / Gaussian null,7,0.5552624220504137,11.331841945648192
sep_k10_d50,sep,3,10,CDK 2ec / AD statistic,10,0.986112673962375,19.74966549873352
sep_k10_d50,sep,3,10,CDK 2ec / no multiplicity corr.,10,0.986112673962375,14.966317176818848
sep_k10_d50,sep,3,10,CDK 2ec / n_min=15,10,0.986112673962375,15.366308212280272
sep_k10_d50,sep,3,10,CDK 2ec / n_min=40,10,0.986112673962375,14.063806533813477
sep_k10_d50,sep,4,10,CDK 2ec (default),10,0.916183943920004,15.080749034881592
sep_k10_d50,sep,4,10,CDK 2ec / Gaussian null,9,0.8217856263543095,13.29432463645935
sep_k10_d50,sep,4,10,CDK 2ec / AD statistic,10,0.916183943920004,15.826303482055664
sep_k10_d50,sep,4,10,CDK 2ec / no multiplicity corr.,10,0.916183943920004,15.946901559829712
sep_k10_d50,sep,4,10,CDK 2ec / n_min=15,10,0.9159719797283126,15.683127641677856
sep_k10_d50,sep,4,10,CDK 2ec / n_min=40,10,0.9170370886584605,15.783430576324465
sep_k10_d50,sep,5,10,CDK 2ec (default),11,0.9475353460002484,18.01973605155945
sep_k10_d50,sep,5,10,CDK 2ec / Gaussian null,9,0.8718796390946231,14.972967863082886
sep_k10_d50,sep,5,10,CDK 2ec / AD statistic,10,0.9726704236212524,23.340801239013672
sep_k10_d50,sep,5,10,CDK 2ec / no multiplicity corr.,11,0.9475353460002484,18.678189039230347
sep_k10_d50,sep,5,10,CDK 2ec / n_min=15,11,0.9441980792418422,15.654048919677734
sep_k10_d50,sep,5,10,CDK 2ec / n_min=40,10,0.8920924057621855,18.110685110092163
sep_k10_d50,sep,6,10,CDK 2ec (default),10,0.9805842371673612,18.40723562240601
sep_k10_d50,sep,6,10,CDK 2ec / Gaussian null,9,0.8837561442521156,14.40170407295227
sep_k10_d50,sep,6,10,CDK 2ec / AD statistic,11,0.954547084292806,19.87608766555786
sep_k10_d50,sep,6,10,CDK 2ec / no multiplicity corr.,10,0.9805842371673612,17.12044620513916
sep_k10_d50,sep,6,10,CDK 2ec / n_min=15,10,0.9806015189081332,16.603628873825073
sep_k10_d50,sep,6,10,CDK 2ec / n_min=40,10,0.9805842371673612,16.95151948928833
sep_k10_d50,sep,7,10,CDK 2ec (default),10,0.9944164284049488,16.042935132980347
sep_k10_d50,sep,7,10,CDK 2ec / Gaussian null,10,0.9944164284049488,14.398286819458008
sep_k10_d50,sep,7,10,CDK 2ec / AD statistic,10,0.9944164284049488,19.32534646987915
sep_k10_d50,sep,7,10,CDK 2ec / no multiplicity corr.,10,0.9944164284049488,16.505751371383667
sep_k10_d50,sep,7,10,CDK 2ec / n_min=15,10,0.9944164284049488,15.562451362609863
sep_k10_d50,sep,7,10,CDK 2ec / n_min=40,10,0.9944164284049488,15.65756130218506
sep_k10_d50,sep,8,10,CDK 2ec (default),10,0.9806868468351588,17.80755925178528
sep_k10_d50,sep,8,10,CDK 2ec / Gaussian null,8,0.7177831573184127,15.120515823364258
sep_k10_d50,sep,8,10,CDK 2ec / AD statistic,11,0.9530339457829036,20.81721591949463
sep_k10_d50,sep,8,10,CDK 2ec / no multiplicity corr.,10,0.9806868468351588,17.02065134048462
sep_k10_d50,sep,8,10,CDK 2ec / n_min=15,10,0.9806868468351588,17.029367685317993
sep_k10_d50,sep,8,10,CDK 2ec / n_min=40,10,0.9806522770552756,15.370004415512083
sep_k10_d50,sep,9,10,CDK 2ec (default),10,0.9833743017712336,17.256867170333862
sep_k10_d50,sep,9,10,CDK 2ec / Gaussian null,10,0.9833743017712336,14.258905410766602
sep_k10_d50,sep,9,10,CDK 2ec / AD statistic,12,0.9291403834068238,22.101410388946533
sep_k10_d50,sep,9,10,CDK 2ec / no multiplicity corr.,10,0.9833743017712336,17.95559787750244
sep_k10_d50,sep,9,10,CDK 2ec / n_min=15,10,0.9833743017712336,13.98147463798523
sep_k10_d50,sep,9,10,CDK 2ec / n_min=40,10,0.9833743017712336,15.625157594680786
sep_k20_d2,sep,0,20,CDK 2ec (default),19,0.8612442420915888,7.579027414321899
sep_k20_d2,sep,0,20,CDK 2ec / Gaussian null,19,0.8612442420915888,8.287534713745117
sep_k20_d2,sep,0,20,CDK 2ec / AD statistic,19,0.8612442420915888,11.117863178253174
sep_k20_d2,sep,0,20,CDK 2ec / no multiplicity corr.,19,0.8612442420915888,6.718686103820801
sep_k20_d2,sep,0,20,CDK 2ec / n_min=15,20,0.9120192960198644,7.309844017028809
sep_k20_d2,sep,0,20,CDK 2ec / n_min=40,16,0.7527281778250382,6.45653510093689
sep_k20_d2,sep,1,20,CDK 2ec (default),20,0.8771597141195844,7.399732828140259
sep_k20_d2,sep,1,20,CDK 2ec / Gaussian null,20,0.8771597141195844,7.638857364654541
sep_k20_d2,sep,1,20,CDK 2ec / AD statistic,20,0.8771597141195844,10.110374212265016
sep_k20_d2,sep,1,20,CDK 2ec / no multiplicity corr.,20,0.8771597141195844,7.168423414230347
sep_k20_d2,sep,1,20,CDK 2ec / n_min=15,20,0.9129194817094246,8.101582527160645
sep_k20_d2,sep,1,20,CDK 2ec / n_min=40,10,0.4059815115416334,5.652759790420532
sep_k20_d2,sep,2,20,CDK 2ec (default),18,0.767110406337196,6.6444993019104
sep_k20_d2,sep,2,20,CDK 2ec / Gaussian null,19,0.8438648944301996,7.929393529891968
sep_k20_d2,sep,2,20,CDK 2ec / AD statistic,18,0.767110406337196,9.752849578857422
sep_k20_d2,sep,2,20,CDK 2ec / no multiplicity corr.,18,0.767110406337196,6.59125566482544
sep_k20_d2,sep,2,20,CDK 2ec / n_min=15,20,0.9055053814848568,7.455389499664307
sep_k20_d2,sep,2,20,CDK 2ec / n_min=40,10,0.5212883459273739,5.370063066482544
sep_k20_d2,sep,3,20,CDK 2ec (default),19,0.7996218644550459,6.761546611785889
sep_k20_d2,sep,3,20,CDK 2ec / Gaussian null,19,0.7996218644550459,7.495184898376465
sep_k20_d2,sep,3,20,CDK 2ec / AD statistic,19,0.7996218644550459,9.534401655197144
sep_k20_d2,sep,3,20,CDK 2ec / no multiplicity corr.,19,0.7996218644550459,6.460765361785889
sep_k20_d2,sep,3,20,CDK 2ec / n_min=15,20,0.8244728825156847,8.074833631515503
sep_k20_d2,sep,3,20,CDK 2ec / n_min=40,14,0.6072043880979455,6.383014440536499
sep_k20_d2,sep,4,20,CDK 2ec (default),20,0.9419494733174704,6.613986492156982
sep_k20_d2,sep,4,20,CDK 2ec / Gaussian null,20,0.9419494733174704,7.743723630905151
sep_k20_d2,sep,4,20,CDK 2ec / AD statistic,20,0.9419494733174704,9.99417781829834
sep_k20_d2,sep,4,20,CDK 2ec / no multiplicity corr.,20,0.9419494733174704,7.255724668502808
sep_k20_d2,sep,4,20,CDK 2ec / n_min=15,20,0.8864080644394766,8.193138360977173
sep_k20_d2,sep,4,20,CDK 2ec / n_min=40,14,0.6945386562429686,6.147338151931763
sep_k20_d2,sep,5,20,CDK 2ec (default),18,0.8252562367835836,6.280413389205933
sep_k20_d2,sep,5,20,CDK 2ec / Gaussian null,18,0.8252562367835836,7.901899099349976
sep_k20_d2,sep,5,20,CDK 2ec / AD statistic,17,0.7574029530268128,9.679085493087769
sep_k20_d2,sep,5,20,CDK 2ec / no multiplicity corr.,18,0.8252562367835836,6.646780490875244
sep_k20_d2,sep,5,20,CDK 2ec / n_min=15,21,0.939996104092497,7.660626173019409
sep_k20_d2,sep,5,20,CDK 2ec / n_min=40,14,0.6366808293114438,5.237707853317261
sep_k20_d2,sep,6,20,CDK 2ec (default),20,0.9533891221390204,6.756444215774536
sep_k20_d2,sep,6,20,CDK 2ec / Gaussian null,20,0.9533891221390204,7.41701865196228
sep_k20_d2,sep,6,20,CDK 2ec / AD statistic,20,0.9533891221390204,10.29076886177063
sep_k20_d2,sep,6,20,CDK 2ec / no multiplicity corr.,20,0.9533891221390204,6.861978769302368
sep_k20_d2,sep,6,20,CDK 2ec / n_min=15,20,0.9210750526507304,7.654062747955322
sep_k20_d2,sep,6,20,CDK 2ec / n_min=40,10,0.331928263629411,5.352561473846436
sep_k20_d2,sep,7,20,CDK 2ec (default),19,0.8855364813927687,6.4466612339019775
sep_k20_d2,sep,7,20,CDK 2ec / Gaussian null,19,0.8855364813927687,7.164586544036865
sep_k20_d2,sep,7,20,CDK 2ec / AD statistic,19,0.8855364813927687,9.712362051010132
sep_k20_d2,sep,7,20,CDK 2ec / no multiplicity corr.,19,0.8855364813927687,6.893303155899048
sep_k20_d2,sep,7,20,CDK 2ec / n_min=15,19,0.8942592244521315,8.20559048652649
sep_k20_d2,sep,7,20,CDK 2ec / n_min=40,14,0.5939219648668701,6.459964036941528
sep_k20_d2,sep,8,20,CDK 2ec (default),19,0.8035783804950786,6.902208089828491
sep_k20_d2,sep,8,20,CDK 2ec / Gaussian null,19,0.8035783804950786,7.53943943977356
sep_k20_d2,sep,8,20,CDK 2ec / AD statistic,18,0.7324484530320069,9.562113761901855
sep_k20_d2,sep,8,20,CDK 2ec / no multiplicity corr.,19,0.8035783804950786,6.469717502593994
sep_k20_d2,sep,8,20,CDK 2ec / n_min=15,22,0.8667534127980054,8.09675669670105
sep_k20_d2,sep,8,20,CDK 2ec / n_min=40,12,0.5153093260877967,6.089613437652588
sep_k20_d2,sep,9,20,CDK 2ec (default),19,0.8582112764003852,6.54163932800293
sep_k20_d2,sep,9,20,CDK 2ec / Gaussian null,19,0.8582112764003852,7.431979656219482
sep_k20_d2,sep,9,20,CDK 2ec / AD statistic,19,0.8582112764003852,10.164770603179932
sep_k20_d2,sep,9,20,CDK 2ec / no multiplicity corr.,19,0.8582112764003852,7.070547580718994
sep_k20_d2,sep,9,20,CDK 2ec / n_min=15,20,0.9168770325248404,7.978281736373901
sep_k20_d2,sep,9,20,CDK 2ec / n_min=40,11,0.339669039959636,5.35741138458252
sep_k20_d10,sep,0,20,CDK 2ec (default),20,0.9088436801594809,15.45848298072815
sep_k20_d10,sep,0,20,CDK 2ec / Gaussian null,20,0.9088436801594809,14.236563205718994
sep_k20_d10,sep,0,20,CDK 2ec / AD statistic,20,0.9088436801594809,20.122570991516113
sep_k20_d10,sep,0,20,CDK 2ec / no multiplicity corr.,20,0.9088436801594809,15.041608572006226
sep_k20_d10,sep,0,20,CDK 2ec / n_min=15,20,0.9091776030459711,15.61733102798462
sep_k20_d10,sep,0,20,CDK 2ec / n_min=40,10,0.49194829031168974,13.185878038406372
sep_k20_d10,sep,1,20,CDK 2ec (default),19,0.8431069759323546,15.552233457565308
sep_k20_d10,sep,1,20,CDK 2ec / Gaussian null,19,0.8431069759323546,16.024177074432373
sep_k20_d10,sep,1,20,CDK 2ec / AD statistic,18,0.7821561990562153,21.127214431762695
sep_k20_d10,sep,1,20,CDK 2ec / no multiplicity corr.,19,0.8431069759323546,15.857942342758179
sep_k20_d10,sep,1,20,CDK 2ec / n_min=15,21,0.8906955369894719,17.92324137687683
sep_k20_d10,sep,1,20,CDK 2ec / n_min=40,11,0.447610532619045,14.272170305252075
sep_k20_d10,sep,2,20,CDK 2ec (default),20,0.8884165446827014,14.770560026168823
sep_k20_d10,sep,2,20,CDK 2ec / Gaussian null,20,0.8884165446827014,14.792654991149902
sep_k20_d10,sep,2,20,CDK 2ec / AD statistic,20,0.8884165446827014,20.929835557937622
sep_k20_d10,sep,2,20,CDK 2ec / no multiplicity corr.,20,0.8884165446827014,15.79441213607788
sep_k20_d10,sep,2,20,CDK 2ec / n_min=15,20,0.8881251161842202,16.881535530090332
sep_k20_d10,sep,2,20,CDK 2ec / n_min=40,13,0.5624612863795124,14.2759850025177
sep_k20_d10,sep,3,20,CDK 2ec (default),20,0.8995357712564676,14.811723470687866
sep_k20_d10,sep,3,20,CDK 2ec / Gaussian null,20,0.8995357712564676,13.984631061553955
sep_k20_d10,sep,3,20,CDK 2ec / AD statistic,20,0.8995357712564676,20.815155506134033
sep_k20_d10,sep,3,20,CDK 2ec / no multiplicity corr.,20,0.8995357712564676,17.30432939529419
sep_k20_d10,sep,3,20,CDK 2ec / n_min=15,21,0.8895105947009183,19.316203594207764
sep_k20_d10,sep,3,20,CDK 2ec / n_min=40,12,0.5447967103772142,13.987927436828613
sep_k20_d10,sep,4,20,CDK 2ec (default),20,0.9079098829052921,13.82743215560913
sep_k20_d10,sep,4,20,CDK 2ec / Gaussian null,20,0.9079098829052921,14.457243919372559
sep_k20_d10,sep,4,20,CDK 2ec / AD statistic,20,0.9079098829052921,20.384212255477905
sep_k20_d10,sep,4,20,CDK 2ec / no multiplicity corr.,20,0.9079098829052921,14.871151447296143
sep_k20_d10,sep,4,20,CDK 2ec / n_min=15,20,0.9108849588716543,17.708264350891113
sep_k20_d10,sep,4,20,CDK 2ec / n_min=40,11,0.30923547649796185,13.253812789916992
sep_k20_d10,sep,5,20,CDK 2ec (default),20,0.895114120722118,14.433970928192139
sep_k20_d10,sep,5,20,CDK 2ec / Gaussian null,20,0.895114120722118,14.70982313156128
sep_k20_d10,sep,5,20,CDK 2ec / AD statistic,20,0.895114120722118,21.05788278579712
sep_k20_d10,sep,5,20,CDK 2ec / no multiplicity corr.,20,0.895114120722118,14.38559627532959
sep_k20_d10,sep,5,20,CDK 2ec / n_min=15,20,0.8934492700820839,17.329172134399414
sep_k20_d10,sep,5,20,CDK 2ec / n_min=40,8,0.44409741449785906,10.294823408126831
sep_k20_d10,sep,7,20,CDK 2ec (default),20,0.9461296602649545,13.061082601547241
sep_k20_d10,sep,7,20,CDK 2ec / Gaussian null,20,0.9461296602649545,12.988456010818481
sep_k20_d10,sep,7,20,CDK 2ec / AD statistic,20,0.9461296602649545,17.623798847198486
sep_k20_d10,sep,7,20,CDK 2ec / no multiplicity corr.,20,0.9461296602649545,12.962162971496582
sep_k20_d10,sep,7,20,CDK 2ec / n_min=15,20,0.9462257057907176,13.998555183410645
sep_k20_d10,sep,7,20,CDK 2ec / n_min=40,11,0.49468920229587415,11.971912384033203
sep_k20_d10,sep,6,20,CDK 2ec (default),19,0.8304664525309785,16.533661603927612
sep_k20_d10,sep,6,20,CDK 2ec / Gaussian null,19,0.8304664525309785,15.80548095703125
sep_k20_d10,sep,6,20,CDK 2ec / AD statistic,19,0.8304664525309785,21.289110898971558
sep_k20_d10,sep,6,20,CDK 2ec / no multiplicity corr.,19,0.8304664525309785,16.54410219192505
sep_k20_d10,sep,6,20,CDK 2ec / n_min=15,22,0.8633647404939959,16.38975477218628
sep_k20_d10,sep,6,20,CDK 2ec / n_min=40,12,0.5145086629038494,14.391434907913208
sep_k20_d10,sep,8,20,CDK 2ec (default),20,0.911881736085006,13.706693649291992
sep_k20_d10,sep,8,20,CDK 2ec / Gaussian null,20,0.911881736085006,13.556443929672241
sep_k20_d10,sep,8,20,CDK 2ec / AD statistic,20,0.911881736085006,18.470725059509277
sep_k20_d10,sep,8,20,CDK 2ec / no multiplicity corr.,20,0.911881736085006,13.04953908920288
sep_k20_d10,sep,8,20,CDK 2ec / n_min=15,20,0.911881736085006,16.17868447303772
sep_k20_d10,sep,8,20,CDK 2ec / n_min=40,12,0.5156729591625999,13.677396774291992
sep_k20_d10,sep,9,20,CDK 2ec (default),20,0.8765330328579171,15.484987020492554
sep_k20_d10,sep,9,20,CDK 2ec / Gaussian null,20,0.8765330328579171,15.56215763092041
sep_k20_d10,sep,9,20,CDK 2ec / AD statistic,20,0.8765330328579171,19.3710196018219
sep_k20_d10,sep,9,20,CDK 2ec / no multiplicity corr.,20,0.8765330328579171,15.007914304733276
sep_k20_d10,sep,9,20,CDK 2ec / n_min=15,20,0.876206443489963,16.75233483314514
sep_k20_d10,sep,9,20,CDK 2ec / n_min=40,17,0.7820512490502397,15.998692035675049
sep_k20_d50,sep,0,20,CDK 2ec (default),20,0.886580150769292,23.053095817565918
sep_k20_d50,sep,0,20,CDK 2ec / Gaussian null,15,0.6303220656098041,21.234875202178955
sep_k20_d50,sep,0,20,CDK 2ec / AD statistic,20,0.886580150769292,27.325562000274658
sep_k20_d50,sep,0,20,CDK 2ec / no multiplicity corr.,20,0.886580150769292,24.5740807056427
sep_k20_d50,sep,0,20,CDK 2ec / n_min=15,20,0.8871128392559787,26.96253490447998
sep_k20_d50,sep,0,20,CDK 2ec / n_min=40,9,0.3993434193782983,26.06412410736084
sep_k20_d50,sep,1,20,CDK 2ec (default),19,0.8171833923307001,26.857096672058105
sep_k20_d50,sep,1,20,CDK 2ec / Gaussian null,13,0.3435958502714045,24.639439344406128
sep_k20_d50,sep,1,20,CDK 2ec / AD statistic,19,0.8171833923307001,33.49929451942444
sep_k20_d50,sep,1,20,CDK 2ec / no multiplicity corr.,19,0.8171833923307001,28.27060866355896
sep_k20_d50,sep,1,20,CDK 2ec / n_min=15,20,0.7909882044681679,28.855981826782227
sep_k20_d50,sep,1,20,CDK 2ec / n_min=40,7,0.2604551857951859,19.477030754089355
sep_k20_d50,sep,2,20,CDK 2ec (default),20,0.8598903517968962,24.328566551208496
sep_k20_d50,sep,2,20,CDK 2ec / Gaussian null,13,0.3692833798467344,21.893001079559326
sep_k20_d50,sep,2,20,CDK 2ec / AD statistic,20,0.8598903517968962,29.443953275680542
sep_k20_d50,sep,2,20,CDK 2ec / no multiplicity corr.,20,0.8598903517968962,24.122103691101074
sep_k20_d50,sep,2,20,CDK 2ec / n_min=15,20,0.8829707629340801,27.991796731948853
sep_k20_d50,sep,2,20,CDK 2ec / n_min=40,12,0.5655545589022857,28.576874017715454
sep_k20_d50,sep,3,20,CDK 2ec (default),20,0.8918924659393194,27.703887939453125
sep_k20_d50,sep,3,20,CDK 2ec / Gaussian null,15,0.6313200812047307,23.76596999168396
sep_k20_d50,sep,3,20,CDK 2ec / AD statistic,20,0.8918924659393194,33.3729031085968
sep_k20_d50,sep,3,20,CDK 2ec / no multiplicity corr.,20,0.8918924659393194,27.630730867385864
sep_k20_d50,sep,3,20,CDK 2ec / n_min=15,21,0.8828931535966283,29.628071069717407
sep_k20_d50,sep,3,20,CDK 2ec / n_min=40,12,0.5040289476878526,27.480758666992188
sep_k20_d50,sep,4,20,CDK 2ec (default),19,0.8470883898108316,29.7042338848114
sep_k20_d50,sep,4,20,CDK 2ec / Gaussian null,12,0.4401842756640507,24.795132875442505
sep_k20_d50,sep,4,20,CDK 2ec / AD statistic,19,0.8470883898108316,32.14281988143921
sep_k20_d50,sep,4,20,CDK 2ec / no multiplicity corr.,19,0.8470883898108316,28.275636434555054
sep_k20_d50,sep,4,20,CDK 2ec / n_min=15,19,0.8170350104360539,28.051626682281494
sep_k20_d50,sep,4,20,CDK 2ec / n_min=40,16,0.7023137088901751,29.166640758514404
sep_k20_d50,sep,5,20,CDK 2ec (default),20,0.8667735111107172,26.117091417312622
sep_k20_d50,sep,5,20,CDK 2ec / Gaussian null,14,0.5660176804744482,22.46378755569458
sep_k20_d50,sep,5,20,CDK 2ec / AD statistic,20,0.8667735111107172,32.20553660392761
sep_k20_d50,sep,5,20,CDK 2ec / no multiplicity corr.,20,0.8667735111107172,26.81730604171753
sep_k20_d50,sep,5,20,CDK 2ec / n_min=15,22,0.8499008513673091,28.577086210250854
sep_k20_d50,sep,5,20,CDK 2ec / n_min=40,10,0.3856714764981044,27.230663299560547
sep_k20_d50,sep,6,20,CDK 2ec (default),20,0.853019391147012,26.82366418838501
sep_k20_d50,sep,6,20,CDK 2ec / Gaussian null,14,0.5881314179782783,23.307793378829956
sep_k20_d50,sep,6,20,CDK 2ec / AD statistic,20,0.853019391147012,31.44221544265747
sep_k20_d50,sep,6,20,CDK 2ec / no multiplicity corr.,20,0.853019391147012,27.21001434326172
sep_k20_d50,sep,6,20,CDK 2ec / n_min=15,18,0.7022539600183635,28.17436957359314
sep_k20_d50,sep,6,20,CDK 2ec / n_min=40,13,0.5856023891153459,28.75674080848694
sep_k20_d50,sep,7,20,CDK 2ec (default),18,0.8158315913782702,25.782533645629883
sep_k20_d50,sep,7,20,CDK 2ec / Gaussian null,15,0.5487142183775003,24.608560800552368
sep_k20_d50,sep,7,20,CDK 2ec / AD statistic,18,0.8158315913782702,30.894583702087402
sep_k20_d50,sep,7,20,CDK 2ec / no multiplicity corr.,18,0.8158315913782702,26.80938982963562
sep_k20_d50,sep,7,20,CDK 2ec / n_min=15,19,0.7582826814138345,28.162700653076172
sep_k20_d50,sep,7,20,CDK 2ec / n_min=40,11,0.4880652553625422,26.565796375274658
sep_k20_d50,sep,8,20,CDK 2ec (default),20,0.8160344905638403,28.92068600654602
