dataset,family,rep,true_k,method,k_hat,ARI,runtime
sep_k3_d2,sep,1,3,CDK 2ec / Gaussian null,3,1.0,8.730768918991089
sep_k3_d2,sep,1,3,CDK 2ec / AD statistic,3,1.0,6.036736011505127
sep_k3_d2,sep,1,3,CDK 2ec / no multiplicity corr.,3,1.0,6.068536758422852
sep_k3_d2,sep,1,3,CDK 2ec / n_min=15,3,1.0,10.012110233306885
sep_k3_d2,sep,1,3,CDK 2ec / n_min=40,3,1.0,7.051834583282471
sep_k3_d2,sep,0,3,CDK 2ec (default),3,1.0,6.9177539348602295
sep_k3_d2,sep,0,3,CDK 2ec / Gaussian null,3,1.0,9.39570140838623
sep_k3_d2,sep,0,3,CDK 2ec / AD statistic,3,1.0,6.769929885864258
sep_k3_d2,sep,0,3,CDK 2ec / no multiplicity corr.,3,1.0,6.680693864822388
sep_k3_d2,sep,0,3,CDK 2ec / n_min=15,3,1.0,14.318092823028564
sep_k3_d2,sep,0,3,CDK 2ec / n_min=40,3,1.0,6.53297758102417
sep_k3_d2,sep,2,3,CDK 2ec (default),3,0.9962429541292188,5.992371559143066
sep_k3_d2,sep,2,3,CDK 2ec / Gaussian null,3,0.9962429541292188,7.384573698043823
sep_k3_d2,sep,2,3,CDK 2ec / AD statistic,3,0.9962429541292188,5.679677248001099
sep_k3_d2,sep,2,3,CDK 2ec / no multiplicity corr.,3,0.9962429541292188,6.2721264362335205
sep_k3_d2,sep,2,3,CDK 2ec / n_min=15,3,0.9962429541292188,15.850334882736206
sep_k3_d2,sep,2,3,CDK 2ec / n_min=40,3,0.9962429541292188,7.029809236526489
sep_k3_d2,sep,3,3,CDK 2ec (default),3,1.0,6.065034627914429
sep_k3_d2,sep,3,3,CDK 2ec / Gaussian null,3,1.0,8.300138711929321
sep_k3_d2,sep,3,3,CDK 2ec / AD statistic,3,1.0,7.334995746612549
sep_k3_d2,sep,3,3,CDK 2ec / no multiplicity corr.,3,1.0,7.152305364608765
sep_k3_d2,sep,3,3,CDK 2ec / n_min=15,3,1.0,9.512147665023804
sep_k3_d2,sep,3,3,CDK 2ec / n_min=40,3,1.0,6.291698455810547
sep_k3_d2,sep,5,3,CDK 2ec (default),3,1.0,6.686671733856201
sep_k3_d2,sep,5,3,CDK 2ec / Gaussian null,3,1.0,8.835859775543213
sep_k3_d2,sep,5,3,CDK 2ec / AD statistic,3,1.0,7.236509561538696
sep_k3_d2,sep,5,3,CDK 2ec / no multiplicity corr.,3,1.0,6.519138813018799
sep_k3_d2,sep,5,3,CDK 2ec / n_min=15,3,1.0,9.345413446426392
sep_k3_d2,sep,5,3,CDK 2ec / n_min=40,3,1.0,5.709523677825928
sep_k3_d2,sep,4,3,CDK 2ec (default),3,1.0,6.398610591888428
sep_k3_d2,sep,4,3,CDK 2ec / Gaussian null,3,1.0,8.958918333053589
sep_k3_d2,sep,4,3,CDK 2ec / AD statistic,3,1.0,6.171786785125732
sep_k3_d2,sep,4,3,CDK 2ec / no multiplicity corr.,3,1.0,6.40842080116272
sep_k3_d2,sep,4,3,CDK 2ec / n_min=15,3,1.0,13.7931809425354
sep_k3_d2,sep,4,3,CDK 2ec / n_min=40,3,1.0,6.3223936557769775
sep_k3_d2,sep,7,3,CDK 2ec (default),3,1.0,7.553738594055176
sep_k3_d2,sep,7,3,CDK 2ec / Gaussian null,3,1.0,9.172774076461792
sep_k3_d2,sep,7,3,CDK 2ec / AD statistic,3,1.0,6.9420037269592285
sep_k3_d2,sep,7,3,CDK 2ec / no multiplicity corr.,4,0.8692857920917905,6.816842794418335
sep_k3_d2,sep,7,3,CDK 2ec / n_min=15,3,1.0,10.850374460220335
sep_k3_d2,sep,7,3,CDK 2ec / n_min=40,3,1.0,6.643924951553345
sep_k3_d2,sep,6,3,CDK 2ec (default),3,1.0,7.68697452545166
sep_k3_d2,sep,6,3,CDK 2ec / Gaussian null,3,1.0,10.239386320114136
sep_k3_d2,sep,6,3,CDK 2ec / AD statistic,3,1.0,7.282894134521484
sep_k3_d2,sep,6,3,CDK 2ec / no multiplicity corr.,3,1.0,7.095066070556641
sep_k3_d2,sep,6,3,CDK 2ec / n_min=15,3,1.0,13.536019802093506
sep_k3_d2,sep,6,3,CDK 2ec / n_min=40,3,1.0,6.709829330444336
sep_k3_d2,sep,9,3,CDK 2ec (default),3,1.0,6.324036598205566
sep_k3_d2,sep,9,3,CDK 2ec / Gaussian null,3,1.0,9.116207361221312
sep_k3_d2,sep,9,3,CDK 2ec / AD statistic,3,1.0,5.890376567840576
sep_k3_d2,sep,9,3,CDK 2ec / no multiplicity corr.,3,1.0,5.870725631713867
sep_k3_d2,sep,9,3,CDK 2ec / n_min=15,3,1.0,9.208043336868286
sep_k3_d2,sep,9,3,CDK 2ec / n_min=40,3,1.0,6.877641439437866
sep_k3_d2,sep,8,3,CDK 2ec (default),3,1.0,8.523898839950562
sep_k3_d2,sep,8,3,CDK 2ec / Gaussian null,3,1.0,9.919352293014526
sep_k3_d2,sep,8,3,CDK 2ec / AD statistic,3,1.0,8.039990186691284
sep_k3_d2,sep,8,3,CDK 2ec / no multiplicity corr.,3,1.0,7.665412187576294
sep_k3_d2,sep,8,3,CDK 2ec / n_min=15,3,1.0,14.295135498046877
sep_k3_d2,sep,8,3,CDK 2ec / n_min=40,3,1.0,6.812888860702515
sep_k3_d10,sep,0,3,CDK 2ec (default),3,1.0,8.603212356567383
sep_k3_d10,sep,0,3,CDK 2ec / Gaussian null,3,1.0,5.406121969223023
sep_k3_d10,sep,0,3,CDK 2ec / AD statistic,3,1.0,8.277255058288574
sep_k3_d10,sep,0,3,CDK 2ec / no multiplicity corr.,3,1.0,8.582553625106812
sep_k3_d10,sep,0,3,CDK 2ec / n_min=15,3,1.0,6.374537944793701
sep_k3_d10,sep,0,3,CDK 2ec / n_min=40,3,1.0,8.691400289535522
sep_k3_d10,sep,1,3,CDK 2ec (default),3,1.0,6.588016033172607
sep_k3_d10,sep,1,3,CDK 2ec / Gaussian null,3,1.0,4.716063022613525
sep_k3_d10,sep,1,3,CDK 2ec / AD statistic,3,1.0,6.535867929458618
sep_k3_d10,sep,1,3,CDK 2ec / no multiplicity corr.,3,1.0,6.39589262008667
sep_k3_d10,sep,1,3,CDK 2ec / n_min=15,3,1.0,6.136087417602539
sep_k3_d10,sep,1,3,CDK 2ec / n_min=40,3,1.0,8.65685510635376
sep_k3_d10,sep,2,3,CDK 2ec (default),3,1.0,6.263109445571899
sep_k3_d10,sep,2,3,CDK 2ec / Gaussian null,3,1.0,4.765424966812134
sep_k3_d10,sep,2,3,CDK 2ec / AD statistic,3,1.0,7.124146938323975
sep_k3_d10,sep,2,3,CDK 2ec / no multiplicity corr.,3,1.0,6.244665145874023
sep_k3_d10,sep,2,3,CDK 2ec / n_min=15,3,1.0,5.086325645446777
sep_k3_d10,sep,2,3,CDK 2ec / n_min=40,3,1.0,7.458746194839477
sep_k3_d10,sep,3,3,CDK 2ec (default),3,1.0,7.03436541557312
sep_k3_d10,sep,3,3,CDK 2ec / Gaussian null,3,1.0,5.666427373886108
sep_k3_d10,sep,3,3,CDK 2ec / AD statistic,3,1.0,5.489959716796875
sep_k3_d10,sep,3,3,CDK 2ec / no multiplicity corr.,3,1.0,7.065202713012695
sep_k3_d10,sep,3,3,CDK 2ec / n_min=15,3,1.0,3.887895584106445
sep_k3_d10,sep,3,3,CDK 2ec / n_min=40,3,1.0,8.34290075302124
sep_k3_d10,sep,5,3,CDK 2ec (default),3,1.0,4.427869319915772
sep_k3_d10,sep,5,3,CDK 2ec / Gaussian null,3,1.0,3.649271488189697
sep_k3_d10,sep,5,3,CDK 2ec / AD statistic,3,1.0,4.785162448883057
sep_k3_d10,sep,5,3,CDK 2ec / no multiplicity corr.,3,1.0,4.606242656707764
sep_k3_d10,sep,5,3,CDK 2ec / n_min=15,3,1.0,4.466506004333496
sep_k3_d10,sep,5,3,CDK 2ec / n_min=40,3,1.0,8.142717599868774
sep_k3_d10,sep,4,3,CDK 2ec (default),3,1.0,5.141167163848877
sep_k3_d10,sep,4,3,CDK 2ec / Gaussian null,3,1.0,5.436421155929565
sep_k3_d10,sep,4,3,CDK 2ec / AD statistic,3,1.0,5.4739274978637695
sep_k3_d10,sep,4,3,CDK 2ec / no multiplicity corr.,3,1.0,4.93449330329895
sep_k3_d10,sep,4,3,CDK 2ec / n_min=15,3,1.0,6.332109212875366
sep_k3_d10,sep,4,3,CDK 2ec / n_min=40,3,1.0,7.33513879776001
sep_k3_d10,sep,6,3,CDK 2ec (default),3,1.0,4.364372491836548
sep_k3_d10,sep,6,3,CDK 2ec / Gaussian null,3,1.0,4.304419279098511
sep_k3_d10,sep,6,3,CDK 2ec / AD statistic,3,1.0,4.180727958679199
sep_k3_d10,sep,6,3,CDK 2ec / no multiplicity corr.,3,1.0,4.221573352813721
sep_k3_d10,sep,6,3,CDK 2ec / n_min=15,3,1.0,5.7965898513793945
sep_k3_d10,sep,6,3,CDK 2ec / n_min=40,3,1.0,6.995171546936035
sep_k3_d10,sep,7,3,CDK 2ec (default),3,1.0,4.313452243804932
sep_k3_d10,sep,7,3,CDK 2ec / Gaussian null,3,1.0,3.8325037956237793
sep_k3_d10,sep,7,3,CDK 2ec / AD statistic,3,1.0,5.418819427490234
sep_k3_d10,sep,7,3,CDK 2ec / no multiplicity corr.,3,1.0,4.415032863616943
sep_k3_d10,sep,7,3,CDK 2ec / n_min=15,3,1.0,6.682729721069336
sep_k3_d10,sep,7,3,CDK 2ec / n_min=40,3,1.0,6.938029527664185
sep_k3_d10,sep,8,3,CDK 2ec (default),3,1.0,5.451420068740845
sep_k3_d10,sep,8,3,CDK 2ec / Gaussian null,3,1.0,3.967263221740722
sep_k3_d10,sep,8,3,CDK 2ec / AD statistic,3,1.0,4.951414585113525
sep_k3_d10,sep,8,3,CDK 2ec / no multiplicity corr.,3,1.0,5.661766529083252
sep_k3_d10,sep,8,3,CDK 2ec / n_min=15,3,1.0,6.357638359069824
sep_k3_d10,sep,8,3,CDK 2ec / n_min=40,3,1.0,6.832944631576538
sep_k3_d10,sep,9,3,CDK 2ec (default),3,0.9962500118508788,5.711145639419556
sep_k3_d10,sep,9,3,CDK 2ec / Gaussian null,3,0.9962500118508788,4.205710411071777
sep_k3_d10,sep,9,3,CDK 2ec / AD statistic,3,0.9962500118508788,6.5640504360198975
sep_k3_d10,sep,9,3,CDK 2ec / no multiplicity corr.,3,0.9962500118508788,6.099642276763916
sep_k3_d10,sep,9,3,CDK 2ec / n_min=15,3,0.9962500118508788,7.557396650314331
sep_k3_d10,sep,9,3,CDK 2ec / n_min=40,3,0.9962500118508788,9.448061227798462
sep_k3_d50,sep,0,3,CDK 2ec (default),3,1.0,5.983254671096802
sep_k3_d50,sep,0,3,CDK 2ec / Gaussian null,3,1.0,4.7226643562316895
sep_k3_d50,sep,0,3,CDK 2ec / AD statistic,3,1.0,12.044472217559814
sep_k3_d50,sep,0,3,CDK 2ec / no multiplicity corr.,3,1.0,6.950282573699951
sep_k3_d50,sep,0,3,CDK 2ec / n_min=15,3,1.0,7.145534992218018
sep_k3_d50,sep,0,3,CDK 2ec / n_min=40,3,1.0,14.47147297859192
sep_k3_d50,sep,1,3,CDK 2ec (default),3,1.0,5.905624866485596
sep_k3_d50,sep,1,3,CDK 2ec / Gaussian null,3,1.0,3.309170722961426
sep_k3_d50,sep,1,3,CDK 2ec / AD statistic,3,1.0,15.351676940917969
sep_k3_d50,sep,1,3,CDK 2ec / no multiplicity corr.,3,1.0,6.2035956382751465
sep_k3_d50,sep,1,3,CDK 2ec / n_min=15,3,1.0,6.156956672668457
sep_k3_d50,sep,1,3,CDK 2ec / n_min=40,3,1.0,13.482163906097412
sep_k3_d50,sep,2,3,CDK 2ec (default),3,1.0,4.782425165176392
sep_k3_d50,sep,2,3,CDK 2ec / Gaussian null,3,1.0,3.054128170013428
sep_k3_d50,sep,2,3,CDK 2ec / AD statistic,3,1.0,18.975229263305664
sep_k3_d50,sep,2,3,CDK 2ec / no multiplicity corr.,3,1.0,5.567133903503418
sep_k3_d50,sep,2,3,CDK 2ec / n_min=15,3,1.0,6.90586256980896
sep_k3_d50,sep,2,3,CDK 2ec / n_min=40,3,1.0,13.200568914413452
sep_k3_d50,sep,3,3,CDK 2ec (default),3,1.0,10.302017211914062
sep_k3_d50,sep,3,3,CDK 2ec / Gaussian null,3,1.0,10.493319749832152
sep_k3_d50,sep,3,3,CDK 2ec / AD statistic,3,1.0,17.708837747573853
sep_k3_d50,sep,3,3,CDK 2ec / no multiplicity corr.,3,1.0,11.447056531906128
sep_k3_d50,sep,3,3,CDK 2ec / n_min=15,3,1.0,7.962123394012451
sep_k3_d50,sep,3,3,CDK 2ec / n_min=40,3,1.0,15.11040210723877
sep_k3_d50,sep,4,3,CDK 2ec (default),3,1.0,4.408261299133301
sep_k3_d50,sep,4,3,CDK 2ec / Gaussian null,3,1.0,3.835612535476685
sep_k3_d50,sep,4,3,CDK 2ec / AD statistic,3,1.0,12.104753732681274
sep_k3_d50,sep,4,3,CDK 2ec / no multiplicity corr.,3,1.0,4.817452907562256
sep_k3_d50,sep,4,3,CDK 2ec / n_min=15,3,1.0,8.697845697402954
sep_k3_d50,sep,4,3,CDK 2ec / n_min=40,3,1.0,11.282461166381836
sep_k3_d50,sep,5,3,CDK 2ec (default),3,1.0,7.241570472717285
sep_k3_d50,sep,5,3,CDK 2ec / Gaussian null,3,1.0,3.485949993133545
sep_k3_d50,sep,5,3,CDK 2ec / AD statistic,3,1.0,15.701698303222656
sep_k3_d50,sep,5,3,CDK 2ec / no multiplicity corr.,3,1.0,4.920028924942017
sep_k3_d50,sep,5,3,CDK 2ec / n_min=15,3,1.0,6.883031845092773
sep_k3_d50,sep,5,3,CDK 2ec / n_min=40,3,1.0,16.053386688232422
sep_k3_d50,sep,6,3,CDK 2ec (default),3,1.0,10.146561861038208
sep_k3_d50,sep,6,3,CDK 2ec / Gaussian null,3,1.0,11.068082094192505
sep_k3_d50,sep,6,3,CDK 2ec / AD statistic,3,1.0,14.643089294433594
sep_k3_d50,sep,6,3,CDK 2ec / no multiplicity corr.,3,1.0,9.839782953262327
sep_k3_d50,sep,6,3,CDK 2ec / n_min=15,3,1.0,6.3935301303863525
sep_k3_d50,sep,6,3,CDK 2ec / n_min=40,3,1.0,10.942018032073976
sep_k3_d50,sep,8,3,CDK 2ec (default),3,1.0,4.019775629043579
sep_k3_d50,sep,8,3,CDK 2ec / Gaussian null,3,1.0,2.878265619277954
sep_k3_d50,sep,8,3,CDK 2ec / AD statistic,3,1.0,12.575175285339355
sep_k3_d50,sep,8,3,CDK 2ec / no multiplicity corr.,3,1.0,4.112699508666992
sep_k3_d50,sep,8,3,CDK 2ec / n_min=15,3,1.0,8.382731437683105
sep_k3_d50,sep,8,3,CDK 2ec / n_min=40,3,1.0,13.4040846824646
sep_k3_d50,sep,7,3,CDK 2ec (default),3,1.0,10.258801221847534
sep_k3_d50,sep,7,3,CDK 2ec / Gaussian null,3,1.0,9.5552499294281
sep_k3_d50,sep,7,3,CDK 2ec / AD statistic,3,1.0,19.346882820129395
sep_k3_d50,sep,7,3,CDK 2ec / no multiplicity corr.,3,1.0,10.210647344589232
sep_k3_d50,sep,7,3,CDK 2ec / n_min=15,3,1.0,7.768571615219116
sep_k3_d50,sep,7,3,CDK 2ec / n_min=40,3,1.0,15.230375051498411
sep_k3_d50,sep,9,3,CDK 2ec (default),3,1.0,7.650479078292847
sep_k3_d50,sep,9,3,CDK 2ec / Gaussian null,3,1.0,6.068327903747559
sep_k3_d50,sep,9,3,CDK 2ec / AD statistic,3,1.0,14.033206224441528
sep_k3_d50,sep,9,3,CDK 2ec / no multiplicity corr.,3,1.0,8.55297327041626
sep_k3_d50,sep,9,3,CDK 2ec / n_min=15,3,1.0,5.406518936157227
sep_k3_d50,sep,9,3,CDK 2ec / n_min=40,3,1.0,11.68252158164978
sep_k5_d50,sep,1,5,CDK 2ec (default),5,1.0,11.358673572540283
sep_k5_d50,sep,1,5,CDK 2ec / Gaussian null,5,1.0,7.847413301467895
sep_k5_d50,sep,1,5,CDK 2ec / AD statistic,5,1.0,17.71993136405945
sep_k5_d50,sep,1,5,CDK 2ec / no multiplicity corr.,5,1.0,10.177098989486694
sep_k5_d50,sep,1,5,CDK 2ec / n_min=15,5,1.0,4.666682958602905
sep_k5_d50,sep,1,5,CDK 2ec / n_min=40,5,1.0,11.618019104003906
sep_k5_d50,sep,0,5,CDK 2ec (default),5,0.9844251718430678,11.229778051376345
sep_k5_d50,sep,0,5,CDK 2ec / Gaussian null,4,0.7736565619957738,7.267746210098267
sep_k5_d50,sep,0,5,CDK 2ec / AD statistic,5,0.9844251718430678,14.903481721878052
sep_k5_d50,sep,0,5,CDK 2ec / no multiplicity corr.,5,0.9844251718430678,10.64777445793152
sep_k5_d50,sep,0,5,CDK 2ec / n_min=15,5,0.9844251718430678,9.789663314819336
sep_k5_d50,sep,0,5,CDK 2ec / n_min=40,5,0.9054948725837636,13.139068603515623
sep_k5_d50,sep,3,5,CDK 2ec (default),5,1.0,9.683927059173584
sep_k5_d50,sep,3,5,CDK 2ec / Gaussian null,5,1.0,7.096822261810303
sep_k5_d50,sep,3,5,CDK 2ec / AD statistic,5,1.0,13.332702159881592
sep_k5_d50,sep,3,5,CDK 2ec / no multiplicity corr.,5,1.0,10.290521383285522
sep_k5_d50,sep,3,5,CDK 2ec / n_min=15,5,1.0,5.80933952331543
sep_k5_d50,sep,3,5,CDK 2ec / n_min=40,5,1.0,12.770501136779783
sep_k5_d50,sep,2,5,CDK 2ec (default),5,0.9968691099886756,11.315014600753784
sep_k5_d50,sep,2,5,CDK 2ec / Gaussian null,5,0.9968691099886756,8.146621465682983
sep_k5_d50,sep,2,5,CDK 2ec / AD statistic,5,0.9968691099886756,15.169416427612305
sep_k5_d50,sep,2,5,CDK 2ec / no multiplicity corr.,5,0.9968691099886756,11.829018354415894
sep_k5_d50,sep,2,5,CDK 2ec / n_min=15,5,0.9968691099886756,6.313367605209351
sep_k5_d50,sep,2,5,CDK 2ec / n_min=40,5,0.9968691099886756,11.376889944076538
sep_k5_d50,sep,4,5,CDK 2ec (default),5,0.9968691099886756,10.832226991653442
sep_k5_d50,sep,4,5,CDK 2ec / Gaussian null,5,0.9968691099886756,10.594349145889282
sep_k5_d50,sep,4,5,CDK 2ec / AD statistic,5,0.9968691099886756,13.512072801589966
sep_k5_d50,sep,4,5,CDK 2ec / no multiplicity corr.,5,0.9968691099886756,11.470802307128906
sep_k5_d50,sep,4,5,CDK 2ec / n_min=15,5,0.9968691099886756,3.216986894607544
sep_k5_d50,sep,4,5,CDK 2ec / n_min=40,5,0.9968691099886756,11.14547610282898
sep_k5_d50,sep,5,5,CDK 2ec (default),5,0.9968691099886756,11.146604537963867
sep_k5_d50,sep,5,5,CDK 2ec / Gaussian null,4,0.7802187580066238,11.413715839385986
sep_k5_d50,sep,5,5,CDK 2ec / AD statistic,5,0.9968691099886756,15.570566415786743
sep_k5_d50,sep,5,5,CDK 2ec / no multiplicity corr.,5,0.9968691099886756,12.804919004440308
sep_k5_d50,sep,5,5,CDK 2ec / n_min=15,5,0.9968691099886756,5.80100679397583
sep_k5_d50,sep,5,5,CDK 2ec / n_min=40,5,0.9968691099886756,12.615400075912476
sep_k5_d50,sep,6,5,CDK 2ec (default),5,1.0,11.389353275299072
sep_k5_d50,sep,6,5,CDK 2ec / Gaussian null,5,1.0,9.4538094997406
sep_k5_d50,sep,6,5,CDK 2ec / AD statistic,5,1.0,14.168571710586548
sep_k5_d50,sep,6,5,CDK 2ec / no multiplicity corr.,5,1.0,11.71351933479309
sep_k5_d50,sep,6,5,CDK 2ec / n_min=15,5,1.0,5.755712270736694
sep_k5_d50,sep,6,5,CDK 2ec / n_min=40,5,1.0,13.1584792137146
sep_k5_d50,sep,7,5,CDK 2ec (default),5,1.0,10.87536597251892
sep_k5_d50,sep,7,5,CDK 2ec / Gaussian null,4,0.7817536192297186,11.098324060440063
sep_k5_d50,sep,7,5,CDK 2ec / AD statistic,5,1.0,16.66955852508545
sep_k5_d50,sep,7,5,CDK 2ec / no multiplicity corr.,5,1.0,11.826316118240356
sep_k5_d50,sep,7,5,CDK 2ec / n_min=15,5,1.0,4.720848798751831
sep_k5_d50,sep,7,5,CDK 2ec / n_min=40,5,1.0,14.022659301757812
sep_k5_d50,sep,8,5,CDK 2ec (default),5,1.0,9.579001665115356
sep_k5_d50,sep,8,5,CDK 2ec / Gaussian null,4,0.7817536192297186,8.212710618972778
sep_k5_d50,sep,8,5,CDK 2ec / AD statistic,5,1.0,14.592712163925173
sep_k5_d50,sep,8,5,CDK 2ec / no multiplicity corr.,5,1.0,9.63855481147766
sep_k5_d50,sep,8,5,CDK 2ec / n_min=15,5,1.0,3.670397520065308
sep_k5_d50,sep,8,5,CDK 2ec / n_min=40,5,1.0,15.7048921585083
sep_k5_d50,sep,9,5,CDK 2ec (default),5,0.9968691099886756,9.943955183029177
sep_k5_d50,sep,9,5,CDK 2ec / Gaussian null,5,0.9968691099886756,10.677638053894045
sep_k5_d50,sep,9,5,CDK 2ec / AD statistic,5,0.9968691099886756,14.53120732307434
sep_k5_d50,sep,9,5,CDK 2ec / no multiplicity corr.,5,0.9968691099886756,11.432228326797484
sep_k5_d50,sep,9,5,CDK 2ec / n_min=15,5,0.9968691099886756,6.767935276031494
sep_k5_d50,sep,9,5,CDK 2ec / n_min=40,5,0.9968691099886756,10.380711793899536
sep_k10_d2,sep,0,10,CDK 2ec (default),10,0.980889937821814,6.745075702667236
sep_k10_d2,sep,0,10,CDK 2ec / Gaussian null,10,0.980889937821814,7.326810598373413
sep_k10_d2,sep,0,10,CDK 2ec / AD statistic,10,0.980889937821814,8.344343900680542
sep_k10_d2,sep,0,10,CDK 2ec / no multiplicity corr.,10,0.980889937821814,5.779699087142944
sep_k10_d2,sep,0,10,CDK 2ec / n_min=15,10,0.980889937821814,6.159137487411499
sep_k10_d2,sep,0,10,CDK 2ec / n_min=40,10,0.980889937821814,4.568863153457642
sep_k10_d2,sep,1,10,CDK 2ec (default),10,0.9809936219731816,5.867074489593506
sep_k10_d2,sep,1,10,CDK 2ec / Gaussian null,10,0.9809936219731816,7.164668083190918
sep_k10_d2,sep,1,10,CDK 2ec / AD statistic,10,0.9809936219731816,8.751306533813477
sep_k10_d2,sep,1,10,CDK 2ec / no multiplicity corr.,10,0.9809936219731816,5.977815866470337
sep_k10_d2,sep,1,10,CDK 2ec / n_min=15,10,0.9809936219731816,6.185420513153076
sep_k10_d2,sep,1,10,CDK 2ec / n_min=40,10,0.9079494419881812,5.005847692489624
sep_k10_d2,sep,2,10,CDK 2ec (default),10,0.978234940587205,5.808137655258179
sep_k10_d2,sep,2,10,CDK 2ec / Gaussian null,10,0.978234940587205,6.816544771194458
sep_k10_d2,sep,2,10,CDK 2ec / AD statistic,10,0.978234940587205,9.202439308166504
sep_k10_d2,sep,2,10,CDK 2ec / no multiplicity corr.,10,0.978234940587205,6.602714538574219
sep_k10_d2,sep,2,10,CDK 2ec / n_min=15,10,0.978234940587205,6.161935091018677
sep_k10_d2,sep,2,10,CDK 2ec / n_min=40,10,0.978234940587205,5.026917219161987
sep_k10_d2,sep,3,10,CDK 2ec (default),10,0.9944164284049488,6.696043968200684
sep_k10_d2,sep,3,10,CDK 2ec / Gaussian null,11,0.9656203061329232,7.204336404800415
sep_k10_d2,sep,3,10,CDK 2ec / AD statistic,10,0.9944164284049488,9.17746925354004
sep_k10_d2,sep,3,10,CDK 2ec / no multiplicity corr.,10,0.9944164284049488,6.023169755935669
sep_k10_d2,sep,3,10,CDK 2ec / n_min=15,10,0.9944164284049488,7.189721584320068
sep_k10_d2,sep,3,10,CDK 2ec / n_min=40,10,0.9944164284049488,4.650300979614258
sep_k10_d2,sep,4,10,CDK 2ec (default),10,0.99445170151717,5.796045780181885
sep_k10_d2,sep,4,10,CDK 2ec / Gaussian null,11,0.9681313954909552,7.169808387756348
sep_k10_d2,sep,4,10,CDK 2ec / AD statistic,11,0.9681313954909552,8.5742826461792
sep_k10_d2,sep,4,10,CDK 2ec / no multiplicity corr.,10,0.99445170151717,5.877197265625
sep_k10_d2,sep,4,10,CDK 2ec / n_min=15,11,0.9681313954909552,6.178892374038696
sep_k10_d2,sep,4,10,CDK 2ec / n_min=40,10,0.9252494955560256,5.186369180679321
sep_k10_d2,sep,5,10,CDK 2ec (default),10,0.9888338005509576,5.319540977478027
sep_k10_d2,sep,5,10,CDK 2ec / Gaussian null,10,0.9888338005509576,6.393728971481323
sep_k10_d2,sep,5,10,CDK 2ec / AD statistic,10,0.9888338005509576,8.08809494972229
sep_k10_d2,sep,5,10,CDK 2ec / no multiplicity corr.,10,0.9888338005509576,5.602876424789429
sep_k10_d2,sep,5,10,CDK 2ec / n_min=15,10,0.9888338005509576,6.135927438735962
sep_k10_d2,sep,5,10,CDK 2ec / n_min=40,10,0.9888338005509576,4.601764917373657
sep_k10_d2,sep,6,10,CDK 2ec (default),10,0.9916252324538936,6.377249956130981
sep_k10_d2,sep,6,10,CDK 2ec / Gaussian null,10,0.9916252324538936,6.648813247680664
sep_k10_d2,sep,6,10,CDK 2ec / AD statistic,10,0.9916252324538936,8.996550559997559
sep_k10_d2,sep,6,10,CDK 2ec / no multiplicity corr.,10,0.9916252324538936,6.410558223724365
sep_k10_d2,sep,6,10,CDK 2ec / n_min=15,10,0.9916252324538936,5.893846750259399
sep_k10_d2,sep,6,10,CDK 2ec / n_min=40,10,0.9916252324538936,4.887884378433228
sep_k10_d2,sep,7,10,CDK 2ec (default),10,0.959886315293953,5.25717306137085
sep_k10_d2,sep,7,10,CDK 2ec / Gaussian null,10,0.959886315293953,6.49705696105957
sep_k10_d2,sep,7,10,CDK 2ec / AD statistic,10,0.959886315293953,7.590588092803955
sep_k10_d2,sep,7,10,CDK 2ec / no multiplicity corr.,10,0.959886315293953,5.599692344665527
sep_k10_d2,sep,7,10,CDK 2ec / n_min=15,10,0.959886315293953,5.435358047485352
sep_k10_d2,sep,7,10,CDK 2ec / n_min=40,10,0.959886315293953,4.990465402603149
sep_k10_d2,sep,8,10,CDK 2ec (default),10,0.986254676133838,5.660891771316528
sep_k10_d2,sep,8,10,CDK 2ec / Gaussian null,10,0.986254676133838,6.375691652297974
sep_k10_d2,sep,8,10,CDK 2ec / AD statistic,10,0.986254676133838,8.44064211845398
sep_k10_d2,sep,8,10,CDK 2ec / no multiplicity corr.,10,0.986254676133838,5.80137038230896
sep_k10_d2,sep,8,10,CDK 2ec / n_min=15,10,0.986254676133838,6.268707275390625
sep_k10_d2,sep,8,10,CDK 2ec / n_min=40,10,0.986254676133838,5.057493448257446
sep_k10_d2,sep,9,10,CDK 2ec (default),10,0.9482438441230044,5.970974445343018
sep_k10_d2,sep,9,10,CDK 2ec / Gaussian null,10,0.9482438441230044,6.468288660049439
sep_k10_d2,sep,9,10,CDK 2ec / AD statistic,10,0.9482438441230044,8.263948202133179
sep_k10_d2,sep,9,10,CDK 2ec / no multiplicity corr.,10,0.9482438441230044,5.774396657943726
sep_k10_d2,sep,9,10,CDK 2ec / n_min=15,10,0.9482438441230044,6.381483554840088
sep_k10_d2,sep,9,10,CDK 2ec / n_min=40,10,0.9482438441230044,5.017505407333374
sep_k10_d10,sep,1,10,CDK 2ec (default),10,0.9861647593691866,7.013440132141113
sep_k10_d10,sep,1,10,CDK 2ec / Gaussian null,10,0.9861647593691866,7.74251914024353
sep_k10_d10,sep,1,10,CDK 2ec / AD statistic,10,0.9861647593691866,10.809378623962402
sep_k10_d10,sep,1,10,CDK 2ec / no multiplicity corr.,10,0.9861647593691866,6.923562526702881
sep_k10_d10,sep,1,10,CDK 2ec / n_min=15,10,0.9861647593691866,7.150564193725586
