dataset,family,rep,n,d,true_k,method,k_hat,runtime,n_tests,k_init,sep_evidence,p_median,ARI,AMI,NMI
overlap_s2.0,overlap,14,800,2,5,CDK repaired,1,7.762344121932983,49,19,0.2857142857142857,0.075,0.0,0.0,0.0
overlap_s2.0,overlap,15,800,2,5,CDK repaired,1,8.196975708007812,53,22,0.16981132075471697,0.15,0.0,0.0,0.0
overlap_s2.0,overlap,16,800,2,5,CDK repaired,1,8.16532278060913,55,21,0.2,0.13,0.0,0.0,0.0
overlap_s2.0,overlap,17,800,2,5,CDK repaired,1,7.699763536453247,51,20,0.27450980392156865,0.135,0.0,0.0,0.0
overlap_s2.0,overlap,18,800,2,5,CDK repaired,1,7.195764064788818,50,20,0.3,0.135,0.0,0.0,0.0
overlap_s2.0,overlap,19,800,2,5,CDK repaired,1,6.784472465515137,50,20,0.18,0.21908227848101267,0.0,0.0,0.0
unbal_r5,unbalanced,0,897,2,5,CDK repaired,5,9.450437068939209,60,23,0.43333333333333335,0.055,0.9975276177224729,0.995213461800537,0.9952430958132771
unbal_r5,unbalanced,1,897,2,5,CDK repaired,5,8.560352325439453,51,21,0.4117647058823529,0.03,0.9967924595287926,0.9950577416593008,0.9950883546671669
unbal_r5,unbalanced,2,897,2,5,CDK repaired,5,8.567003965377808,35,13,0.6,0.005,0.9747586127532313,0.9567282649299349,0.9569986462093102
unbal_r5,unbalanced,3,897,2,5,CDK repaired,5,9.185708045959473,43,16,0.5581395348837209,0.005,0.9863870804197234,0.9745740552826166,0.9747322401651508
unbal_r5,unbalanced,4,897,2,5,CDK repaired,5,8.720366716384888,58,22,0.41379310344827586,0.0275,1.0,1.0,1.0
unbal_r5,unbalanced,5,897,2,5,CDK repaired,5,8.108074188232422,47,19,0.46808510638297873,0.025,0.9936017094518451,0.9911788771901188,0.9912335343526539
unbal_r5,unbalanced,6,897,2,5,CDK repaired,5,7.394163370132446,46,19,0.5,0.0125,0.9936017094518451,0.9911788771901188,0.9912335343526539
unbal_r5,unbalanced,7,897,2,5,CDK repaired,5,7.725252866744995,47,19,0.44680851063829785,0.02,0.9936376024788942,0.9832941870133199,0.9833977987846552
unbal_r5,unbalanced,8,897,2,5,CDK repaired,5,7.1524882316589355,36,15,0.5277777777777778,0.0075,0.9792334623681296,0.9757591187916419,0.9759101543054847
unbal_r5,unbalanced,9,897,2,5,CDK repaired,5,7.99812126159668,43,18,0.4883720930232558,0.015,1.0,1.0,1.0
unbal_r5,unbalanced,10,897,2,5,CDK repaired,5,9.000277042388916,56,22,0.44642857142857145,0.030000000000000002,1.0,1.0,1.0
unbal_r5,unbalanced,11,897,2,5,CDK repaired,5,8.227186441421509,48,19,0.4791666666666667,0.035,1.0,1.0,1.0
unbal_r5,unbalanced,12,897,2,5,CDK repaired,5,8.278200387954712,52,21,0.46153846153846156,0.015,0.9930029688737623,0.9845690421416482,0.9846644143744849
unbal_r5,unbalanced,13,897,2,5,CDK repaired,5,7.8446364402771,44,18,0.5227272727272727,0.01,0.9946515281515963,0.9904252906538686,0.9904845987002159
unbal_r5,unbalanced,14,897,2,5,CDK repaired,5,8.533313989639282,52,21,0.4423076923076923,0.05,1.0,1.0,1.0
unbal_r5,unbalanced,15,897,2,5,CDK repaired,5,7.571877956390381,49,20,0.46938775510204084,0.065,0.9989065747947903,0.9958369234501876,0.9958627077114272
unbal_r5,unbalanced,16,897,2,5,CDK repaired,5,8.330639839172363,54,22,0.3888888888888889,0.052500000000000005,1.0,1.0,1.0
unbal_r5,unbalanced,17,897,2,5,CDK repaired,5,8.460561990737915,39,15,0.5641025641025641,0.005,0.9635852911569085,0.9537437282202222,0.9540342954404203
unbal_r5,unbalanced,19,897,2,5,CDK repaired,5,6.476381301879883,23,9,0.7391304347826086,0.005,0.957011331730589,0.9438232897624649,0.9441740886312755
unbal_r5,unbalanced,18,897,2,5,CDK repaired,5,7.59100866317749,43,17,0.4418604651162791,0.02,0.9797671071559324,0.9578889938455435,0.9581518542583668
unbal_r20,unbalanced,1,898,2,5,CDK repaired,4,5.921762943267822,37,15,0.3783783783783784,0.2549019607843137,0.9829385199576768,0.9578100614557843,0.9580604799471484
unbal_r20,unbalanced,0,898,2,5,CDK repaired,5,7.59422492980957,39,16,0.46153846153846156,0.025,0.9861928474741584,0.9731131617918772,0.9733250470467455
unbal_r20,unbalanced,2,898,2,5,CDK repaired,4,7.841989278793335,51,20,0.3333333333333333,0.13,0.9821551585060867,0.9588893084221052,0.9591350632225549
unbal_r20,unbalanced,3,898,2,5,CDK repaired,4,8.393564462661743,53,20,0.33962264150943394,0.135,0.9798701633148513,0.9577617687908464,0.9580146216427743
unbal_r20,unbalanced,4,898,2,5,CDK repaired,4,6.399694442749023,19,8,0.6842105263157895,0.005,0.9391467308943922,0.9450903081277795,0.945424969245946
unbal_r20,unbalanced,5,898,2,5,CDK repaired,4,8.703040361404419,45,16,0.37777777777777777,0.055,0.9779344006303461,0.9491181555917944,0.949423659646351
unbal_r20,unbalanced,6,898,2,5,CDK repaired,4,7.5341527462005615,40,14,0.45,0.08,0.965533697387525,0.9503959730355023,0.9506960789104237
unbal_r20,unbalanced,7,898,2,5,CDK repaired,5,9.764343023300171,53,20,0.4339622641509434,0.025,0.9949111684626611,0.9723591062294036,0.9725762966479838
unbal_r20,unbalanced,8,898,2,5,CDK repaired,4,8.872318983078003,48,18,0.4375,0.02,0.9851560883897568,0.9611791546062061,0.961411210823618
unbal_r20,unbalanced,10,898,2,5,CDK repaired,4,7.574291229248047,51,20,0.39215686274509803,0.07,0.9877182422516623,0.9635740843123639,0.9637897843853866
unbal_r20,unbalanced,9,898,2,5,CDK repaired,5,10.031432390213013,55,21,0.4909090909090909,0.015,1.0,1.0,1.0
unbal_r20,unbalanced,11,898,2,5,CDK repaired,5,8.832247018814087,57,22,0.3508771929824561,0.065,1.0,1.0,1.0
unbal_r20,unbalanced,12,898,2,5,CDK repaired,5,9.393626928329468,50,18,0.48,0.0175,0.9983356387454547,0.9913546219416293,0.9914225444527544
unbal_r20,unbalanced,13,898,2,5,CDK repaired,5,8.62166452407837,54,21,0.42592592592592593,0.052500000000000005,1.0,1.0,1.0
unbal_r20,unbalanced,14,898,2,5,CDK repaired,5,8.746185064315796,55,21,0.4,0.065,0.9934360783840961,0.9716439356576092,0.9718670525690778
unbal_r20,unbalanced,15,898,2,5,CDK repaired,5,7.868955135345459,52,21,0.40384615384615385,0.0875,0.9986111693637285,0.9920086569015222,0.9920714263411293
unbal_r20,unbalanced,16,898,2,5,CDK repaired,5,9.346588850021362,56,21,0.375,0.0375,0.9937420200623376,0.9892403578720863,0.9893251092455763
unbal_r20,unbalanced,17,898,2,5,CDK repaired,5,8.733208417892456,62,25,0.3709677419354839,0.1,0.9971662800165679,0.9943247203870014,0.9943694096827815
unbal_r20,unbalanced,18,898,2,5,CDK repaired,5,8.241090059280396,53,20,0.4716981132075472,0.015,0.9964503372246284,0.9899490438449347,0.9900281558368957
unbal_r20,unbalanced,19,898,2,5,CDK repaired,5,6.799773931503296,42,17,0.42857142857142855,0.037500000000000006,0.9859701626681331,0.9791632204273145,0.9793281767506089
unbal_r100,unbalanced,0,923,2,5,CDK repaired,5,10.051144123077393,58,22,0.4482758620689655,0.0225,1.0,1.0,1.0
unbal_r100,unbalanced,1,923,2,5,CDK repaired,5,11.240854263305664,66,23,0.4090909090909091,0.052500000000000005,1.0,1.0,1.0
unbal_r100,unbalanced,2,923,2,5,CDK repaired,4,8.772454023361206,52,19,0.3076923076923077,0.16,0.9800252111704576,0.9405574216334979,0.9410020617621672
unbal_r100,unbalanced,3,923,2,5,CDK repaired,4,9.054006099700928,57,23,0.3157894736842105,0.08,0.9961503685440247,0.974563942003253,0.9747509861253522
unbal_r100,unbalanced,4,923,2,5,CDK repaired,5,11.08275818824768,65,24,0.46153846153846156,0.015,1.0,1.0,1.0
unbal_r100,unbalanced,5,923,2,5,CDK repaired,4,8.485469579696655,50,19,0.32,0.07,0.987389509104404,0.9596152034858989,0.9599127135988615
unbal_r100,unbalanced,7,923,2,5,CDK repaired,4,4.891937017440796,17,7,0.7058823529411765,0.005,0.9633677945991127,0.9364072232366424,0.936882030333528
unbal_r100,unbalanced,6,923,2,5,CDK repaired,5,9.20443081855774,63,24,0.3333333333333333,0.065,0.9933816139412952,0.9594738217664095,0.9598655851674768
unbal_r100,unbalanced,9,923,2,5,CDK repaired,4,3.6374666690826416,10,4,0.7,0.005,0.9224308702354466,0.8949876420405974,0.8957953400892567
unbal_r100,unbalanced,8,923,2,5,CDK repaired,5,11.065145254135132,59,22,0.4067796610169492,0.035,1.0,1.0,1.0
unbal_r100,unbalanced,10,923,2,5,CDK repaired,4,9.11073923110962,56,22,0.26785714285714285,0.0975,0.9961503685440247,0.974563942003253,0.9747509861253522
unbal_r100,unbalanced,12,923,2,5,CDK repaired,4,5.367454290390015,18,7,0.7222222222222222,0.005,0.9793344041917101,0.9473316021462392,0.9477225380416293
unbal_r100,unbalanced,11,923,2,5,CDK repaired,3,9.441150188446045,55,21,0.2909090909090909,0.1,0.8720482869329931,0.8516062796968251,0.8523919909596146
unbal_r100,unbalanced,13,923,2,5,CDK repaired,3,3.7575953006744385,10,5,0.8,0.005,0.858173589772462,0.8562202363936883,0.8569899028230159
unbal_r100,unbalanced,14,923,2,5,CDK repaired,3,3.728032112121582,10,5,0.8,0.005,0.8683317652728236,0.8523262251896633,0.8531134998162222
unbal_r100,unbalanced,15,923,2,5,CDK repaired,4,7.745156526565552,44,17,0.4090909090909091,0.1175,0.9818156967945894,0.942687695047688,0.9431113141914265
unbal_r100,unbalanced,16,923,2,5,CDK repaired,4,6.644644260406494,46,17,0.3695652173913043,0.125,0.9798325736561067,0.9551566205862791,0.955489439019111
unbal_r100,unbalanced,17,923,2,5,CDK repaired,3,3.9155707359313965,20,8,0.6,0.005,0.7481460579103077,0.7802951707225423,0.7815546340921741
unbal_r100,unbalanced,18,923,2,5,CDK repaired,5,10.140717029571533,63,23,0.36507936507936506,0.045,1.0,1.0,1.0
unbal_r100,unbalanced,19,923,2,5,CDK repaired,4,8.299067258834839,41,15,0.43902439024390244,0.045,0.9545542091193705,0.926816297595538,0.9273697597488607
uvar_r3,unequal_var,0,800,2,4,CDK repaired,4,5.636314630508423,40,18,0.35,0.1564367816091954,0.9769414116552734,0.9698292909504862,0.9699523658562559
uvar_r3,unequal_var,1,800,2,4,CDK repaired,4,5.4723169803619385,41,18,0.24390243902439024,0.38461538461538464,0.9834813714326988,0.978773242140614,0.9788598309318988
uvar_r3,unequal_var,3,800,2,4,CDK repaired,4,6.038093328475952,37,16,0.35135135135135137,0.07,0.9575882841441937,0.9480204598932317,0.9482325473906914
uvar_r3,unequal_var,2,800,2,4,CDK repaired,4,7.052048683166504,29,12,0.5517241379310345,0.005,0.9153699636034507,0.9164696115103741,0.9168108109467032
uvar_r3,unequal_var,4,800,2,4,CDK repaired,4,6.470971584320068,34,15,0.2647058823529412,0.065,0.9539051178488012,0.9424970072438664,0.9427316176092929
uvar_r3,unequal_var,5,800,2,4,CDK repaired,4,6.481477737426758,32,14,0.375,0.037500000000000006,0.8991600529395977,0.8916376969871755,0.8920804688747312
uvar_r3,unequal_var,7,800,2,4,CDK repaired,4,5.460965156555176,38,16,0.42105263157894735,0.21462962962962961,0.970352596183018,0.9589907499538789,0.9591580439797198
uvar_r3,unequal_var,6,800,2,4,CDK repaired,4,6.778355836868286,31,13,0.4838709677419355,0.025,0.9444194742792902,0.9282770123099178,0.9285696777957752
uvar_r3,unequal_var,8,800,2,4,CDK repaired,4,6.776636838912964,44,19,0.3409090909090909,0.07,0.9358132365008365,0.9279101296609902,0.9282043021303638
uvar_r3,unequal_var,9,800,2,4,CDK repaired,4,5.769344329833984,40,18,0.3,0.11750000000000001,0.9477892275589217,0.9319751395397753,0.9322526429016205
uvar_r3,unequal_var,10,800,2,4,CDK repaired,4,5.982514381408691,30,13,0.4666666666666667,0.1025,0.9671762484557062,0.9580551275443696,0.9582262429406073
uvar_r3,unequal_var,11,800,2,4,CDK repaired,4,6.599834442138672,38,16,0.39473684210526316,0.0825,0.9801856768887659,0.9730822484341566,0.9731920510522937
uvar_r3,unequal_var,12,800,2,4,CDK repaired,4,5.8619325160980225,40,18,0.35,0.07,0.9834813714326988,0.978773242140614,0.9788598309318988
uvar_r3,unequal_var,13,800,2,4,CDK repaired,4,5.6342363357543945,39,17,0.38461538461538464,0.16,0.954411759151077,0.9423507054892992,0.942585927789952
uvar_r3,unequal_var,14,800,2,4,CDK repaired,4,6.4335949420928955,37,16,0.4864864864864865,0.025,0.9768894836172729,0.9681146121075885,0.9682446762424162
uvar_r3,unequal_var,15,800,2,4,CDK repaired,4,6.436174392700195,27,12,0.48148148148148145,0.02,0.9134720102475722,0.9055384882436315,0.9059242275629896
uvar_r3,unequal_var,16,800,2,4,CDK repaired,4,6.553928375244141,36,15,0.4166666666666667,0.057499999999999996,0.9352917371663527,0.918816014310853,0.9191472853751993
uvar_r3,unequal_var,17,800,2,4,CDK repaired,4,6.12634801864624,32,14,0.375,0.1,0.9094489680087616,0.9126651186023818,0.9130219806796019
uvar_r3,unequal_var,18,800,2,4,CDK repaired,4,6.595216751098633,34,15,0.35294117647058826,0.05,0.9419717623817395,0.9349727311491487,0.935238055617104
uvar_r3,unequal_var,19,800,2,4,CDK repaired,4,6.583733797073364,33,13,0.45454545454545453,0.02,0.9508730307101211,0.9376046504100777,0.9378592060350427
uvar_r10,unequal_var,0,800,2,4,CDK repaired,3,7.075573444366455,35,14,0.42857142857142855,0.03,0.6361725227981844,0.7029757451320939,0.7038845455378796
uvar_r10,unequal_var,1,800,2,4,CDK repaired,3,7.984229326248169,41,15,0.36585365853658536,0.025,0.6139949714729505,0.6804568527288444,0.6814379887229178
uvar_r10,unequal_var,2,800,2,4,CDK repaired,2,7.578012704849243,34,13,0.4117647058823529,0.02,0.31484211036112647,0.4838045562492541,0.4847848670907811
uvar_r10,unequal_var,3,800,2,4,CDK repaired,2,6.995992660522461,35,14,0.34285714285714286,0.14,0.3069637873556881,0.4481940451248023,0.4492371295677415
uvar_r10,unequal_var,5,800,2,4,CDK repaired,2,7.012126922607422,43,17,0.3488372093023256,0.045,0.3209395211614055,0.5067297894986508,0.5076729960178527
uvar_r10,unequal_var,4,800,2,4,CDK repaired,3,7.702965497970581,26,11,0.5769230769230769,0.0075,0.5996338178570548,0.6564106001147082,0.6574634960807845
uvar_r10,unequal_var,7,800,2,4,CDK repaired,3,6.337825536727905,35,14,0.42857142857142855,0.17,0.6240848124533974,0.68012844787656,0.6811092607873052
uvar_r10,unequal_var,6,800,2,4,CDK repaired,2,8.060823202133179,37,14,0.5135135135135135,0.01,0.30590598911743044,0.45189602540102786,0.45292704679822826
uvar_r10,unequal_var,8,800,2,4,CDK repaired,3,6.731960773468018,29,11,0.5862068965517241,0.005,0.45432825285237444,0.58529716521194,0.5866281985516281
uvar_r10,unequal_var,9,800,2,4,CDK repaired,2,6.858698844909668,33,13,0.45454545454545453,0.015,0.3129087749228234,0.4793473622856668,0.48032884064460407
uvar_r10,unequal_var,10,800,2,4,CDK repaired,2,7.851191282272339,41,16,0.36585365853658536,0.045,0.3115634886510167,0.46867094818277405,0.46967646564258686
uvar_r10,unequal_var,11,800,2,4,CDK repaired,4,7.739940404891968,37,14,0.5135135135135135,0.01,0.6921844966765227,0.6998380704564992,0.7010764501727679
uvar_r10,unequal_var,12,800,2,4,CDK repaired,4,7.33706259727478,23,9,0.6086956521739131,0.005,0.7106328839413941,0.727721831133844,0.7288477252434716
uvar_r10,unequal_var,13,800,2,4,CDK repaired,2,6.830502986907959,36,14,0.3333333333333333,0.1175,0.30353838881174494,0.44603035943030533,0.44707079060616556
uvar_r10,unequal_var,14,800,2,4,CDK repaired,2,8.187043905258179,35,13,0.45714285714285713,0.03,0.3110791034077212,0.46579134800545163,0.4668017392290505
uvar_r10,unequal_var,15,800,2,4,CDK repaired,3,7.403339147567749,27,10,0.48148148148148145,0.02,0.6248283044089132,0.6985132048238873,0.6994320369672419
uvar_r10,unequal_var,16,800,2,4,CDK repaired,3,7.086219549179077,30,12,0.4,0.1075,0.6324115934012259,0.6994211408685662,0.7003414732629869
uvar_r10,unequal_var,17,800,2,4,CDK repaired,2,7.5567238330841064,39,15,0.4358974358974359,0.025,0.31799683638175114,0.4983064343645746,0.49926151883384023
uvar_r10,unequal_var,18,800,2,4,CDK repaired,4,7.935648202896118,43,18,0.3953488372093023,0.05,0.6890091979024207,0.7215332089738407,0.7226988334807867
uvar_r10,unequal_var,19,800,2,4,CDK repaired,4,7.6211748123168945,20,8,0.7,0.005,0.6606781109537787,0.6860880366049523,0.6873968270850481
elong_c5,elongated,1,800,2,4,CDK repaired,3,10.603693962097168,47,18,0.6808510638297872,0.005,0.6054467205699201,0.71371886858303,0.7146144956539965
elong_c5,elongated,0,800,2,4,CDK repaired,3,11.418310165405273,50,19,0.68,0.005,0.4833586390028692,0.6257445275450004,0.6269506090571662
elong_c5,elongated,2,800,2,4,CDK repaired,5,9.597050428390503,45,19,0.6,0.005,0.5799529923859112,0.6594436621431321,0.6612801401529075
elong_c5,elongated,3,800,2,4,CDK repaired,3,11.079890251159668,48,19,0.6458333333333334,0.005,0.5590214096461055,0.6904450815130848,0.6914212162200569
elong_c5,elongated,4,800,2,4,CDK repaired,5,8.961215257644653,44,18,0.6590909090909091,0.005,0.5315937120870603,0.6555274142203781,0.6574038228771558
elong_c5,elongated,5,800,2,4,CDK repaired,4,10.490688562393188,43,16,0.6744186046511628,0.005,0.4022426547413335,0.5697711001031102,0.5717515156023725
elong_c5,elongated,6,800,2,4,CDK repaired,2,8.067124366760254,43,19,0.5348837209302325,0.01,0.4081942381298953,0.5193149906156913,0.5201862008117623
elong_c5,elongated,7,800,2,4,CDK repaired,4,9.642980813980103,43,18,0.5813953488372093,0.005,0.588454103038244,0.7433848853729328,0.7445079593724309
elong_c5,elongated,8,800,2,4,CDK repaired,3,8.358012676239014,42,16,0.6428571428571429,0.005,0.43100194590663204,0.5901156721087413,0.5914378589165482
elong_c5,elongated,9,800,2,4,CDK repaired,1,8.961913585662842,44,19,0.5454545454545454,0.0075,0.0,0.0,0.0
elong_c5,elongated,10,800,2,4,CDK repaired,3,10.201977491378784,49,19,0.5714285714285714,0.005,0.3722815129318109,0.5885184194002789,0.5899137557119294
elong_c5,elongated,11,800,2,4,CDK repaired,5,8.794178247451782,38,15,0.6842105263157895,0.005,0.7166129358675257,0.7559151187343801,0.7571717554465843
elong_c5,elongated,12,800,2,4,CDK repaired,4,8.964008569717407,44,19,0.6363636363636364,0.005,0.5102498019152066,0.6457550348170183,0.6473433011635836
elong_c5,elongated,13,800,2,4,CDK repaired,4,7.576189041137695,32,14,0.625,0.0075,0.4220335503769574,0.5569875529066564,0.5589346728004215
elong_c5,elongated,14,800,2,4,CDK repaired,2,8.840900421142578,43,18,0.5581395348837209,0.005,0.20821978787319717,0.40332188600600805,0.4045121851104742
elong_c5,elongated,15,800,2,4,CDK repaired,2,10.055244207382202,48,19,0.5833333333333334,0.005,0.09454773660573887,0.26167836910086323,0.2632340386831868
elong_c5,elongated,16,800,2,4,CDK repaired,3,10.628508806228638,48,19,0.6458333333333334,0.005,0.4609296027768712,0.578753476352966,0.5801120488460965
elong_c5,elongated,17,800,2,4,CDK repaired,3,8.221230030059814,40,18,0.6,0.005,0.24300657778243193,0.39000053015740066,0.39219063634116647
elong_c5,elongated,18,800,2,4,CDK repaired,3,8.567403554916382,45,19,0.6444444444444445,0.005,0.6024754032111196,0.6960965348969202,0.697039875994777
elong_c5,elongated,19,800,2,4,CDK repaired,2,9.277331829071045,41,17,0.5609756097560976,0.005,0.2532061078946695,0.4127318690803119,0.4138688427207261
elong_c20,elongated,0,800,2,4,CDK repaired,1,10.735178232192993,54,20,0.5,0.0125,0.0,0.0,0.0
elong_c20,elongated,1,800,2,4,CDK repaired,1,9.85385775566101,48,19,0.5208333333333334,0.01,0.0,0.0,0.0
elong_c20,elongated,2,800,2,4,CDK repaired,1,9.203821659088135,47,18,0.44680851063829785,0.025,0.0,0.0,0.0
elong_c20,elongated,3,800,2,4,CDK repaired,3,11.646738290786743,52,18,0.6346153846153846,0.005,0.12268065597477268,0.24610804816638232,0.2485844137558767
elong_c20,elongated,4,800,2,4,CDK repaired,5,10.006253957748413,43,17,0.6976744186046512,0.005,0.18503709078600056,0.26483356819750564,0.2692377776200173
elong_c20,elongated,5,800,2,4,CDK repaired,2,11.019381523132324,51,19,0.6470588235294118,0.005,0.022658138876979927,0.08507873042395771,0.08703603814978243
elong_c20,elongated,6,800,2,4,CDK repaired,3,10.21552062034607,45,16,0.6888888888888889,0.005,0.17049319302615076,0.2672879360633917,0.2695310260432741
elong_c20,elongated,7,800,2,4,CDK repaired,3,9.572871923446655,42,16,0.6190476190476191,0.0075,0.08257234259609297,0.12904162278221679,0.13196055366223503
elong_c20,elongated,8,800,2,4,CDK repaired,4,9.54611325263977,40,15,0.675,0.0075,0.16580896463548542,0.2832235855544113,0.2863654452152997
elong_c20,elongated,9,800,2,4,CDK repaired,2,8.748980283737183,42,16,0.5952380952380952,0.005,0.004231703104719016,0.03380655210533903,0.03601256237443466
elong_c20,elongated,10,800,2,4,CDK repaired,4,11.875254154205322,57,19,0.6491228070175439,0.005,0.1753352819924529,0.2514950092206194,0.25484103545841447
elong_c20,elongated,11,800,2,4,CDK repaired,2,11.331515550613403,53,19,0.5849056603773585,0.005,0.01757725177968849,0.09041090884155607,0.09247512605896871
elong_c20,elongated,12,800,2,4,CDK repaired,2,10.551698684692383,48,18,0.5416666666666666,0.01,0.11227474531720033,0.2258474307440514,0.22736246707756178
elong_c20,elongated,13,800,2,4,CDK repaired,5,11.75022578239441,54,20,0.6666666666666666,0.005,0.10322066772082046,0.252265759156909,0.25687269565750215
elong_c20,elongated,14,800,2,4,CDK repaired,1,10.255683422088623,42,15,0.6428571428571429,0.005,0.0,0.0,0.0
elong_c20,elongated,15,800,2,4,CDK repaired,2,11.970499753952026,59,20,0.6949152542372882,0.005,0.06618066251641148,0.17128161420917257,0.17293950753850285
elong_c20,elongated,16,800,2,4,CDK repaired,3,10.435746192932129,46,17,0.6739130434782609,0.005,0.11365663171208114,0.250013291306816,0.25257194523637
elong_c20,elongated,17,800,2,4,CDK repaired,3,8.923446893692017,40,16,0.625,0.01,0.20100687161403452,0.27511247537032907,0.2773612604896999
elong_c20,elongated,18,800,2,4,CDK repaired,2,11.232109546661377,51,19,0.6078431372549019,0.005,0.036386442304397,0.08905327402767765,0.09085728606723222
elong_c20,elongated,19,800,2,4,CDK repaired,4,10.433665752410889,50,18,0.64,0.0075,0.17852383887393602,0.265900713336892,0.2689671216665908
nongauss_t3,nongauss,0,800,2,5,CDK repaired,5,6.8622987270355225,25,10,0.72,0.005,0.9906666593459081,0.9883314061298463,0.9884044649935746
nongauss_t3,nongauss,1,800,2,5,CDK repaired,5,6.047363042831421,38,16,0.39473684210526316,0.24384615384615385,0.9844438807915686,0.9784409227578476,0.9785759053872045
nongauss_t3,nongauss,2,800,2,5,CDK repaired,5,7.2679219245910645,27,10,0.7037037037037037,0.005,0.9844145291180962,0.9773549263375825,0.9774967088185426
nongauss_t3,nongauss,3,800,2,5,CDK repaired,5,7.498018264770508,35,13,0.6857142857142857,0.005,0.9968691099886755,0.9952518682725183,0.995281596448275
nongauss_t3,nongauss,4,800,2,5,CDK repaired,5,7.272830486297607,38,15,0.5789473684210527,0.005,0.9968691099886755,0.9952518682725183,0.995281596448275
nongauss_t3,nongauss,5,800,2,5,CDK repaired,5,6.510772943496704,31,13,0.5806451612903226,0.005,0.9515019001770266,0.9539130037082585,0.9542017223998488
nongauss_t3,nongauss,6,800,2,5,CDK repaired,5,6.594546318054199,27,11,0.6296296296296297,0.005,0.984385177791463,0.9762689403034948,0.9764175226034115
nongauss_t3,nongauss,7,800,2,5,CDK repaired,5,7.312472105026245,31,13,0.5483870967741935,0.005,0.9874967342362952,0.9820906790845182,0.9822028123884863
nongauss_t3,nongauss,8,800,2,5,CDK repaired,5,8.512423276901245,35,12,0.6571428571428571,0.005,1.0,1.0,1.0
nongauss_t3,nongauss,9,800,2,5,CDK repaired,5,7.275465250015259,30,11,0.6666666666666666,0.005,0.9875359909576884,0.9835831414780363,0.9836859302211457
nongauss_t3,nongauss,10,800,2,5,CDK repaired,5,6.211262941360474,16,7,0.8125,0.005,0.9906662181794057,0.9868488828432564,0.9869312223284835
nongauss_t3,nongauss,11,800,2,5,CDK repaired,5,7.354956150054932,29,12,0.6206896551724138,0.005,0.990646920349587,0.9868438506512609,0.9869262229118853
nongauss_t3,nongauss,12,800,2,5,CDK repaired,5,7.448750257492065,33,13,0.5454545454545454,0.005,0.9937579600246279,0.9915871831020886,0.9916398563708724
nongauss_t3,nongauss,13,800,2,5,CDK repaired,5,6.731228590011597,28,12,0.6428571428571429,0.005,0.9844251718430678,0.9799182901852591,0.980044026150531
nongauss_t3,nongauss,14,800,2,5,CDK repaired,5,7.570607900619507,35,14,0.5714285714285714,0.005,0.9844647950001386,0.9805927987493821,0.9807143127131974
nongauss_t3,nongauss,15,800,2,5,CDK repaired,5,7.348542928695679,24,9,0.75,0.005,0.978392749328417,0.9730780630540756,0.9732466380666448
nongauss_t3,nongauss,16,800,2,5,CDK repaired,5,7.1319005489349365,35,13,0.6571428571428571,0.005,0.9634304524815348,0.9610401366455705,0.9612841220016194
nongauss_t3,nongauss,17,800,2,5,CDK repaired,5,6.4312567710876465,32,13,0.53125,0.0075,0.9634347710546107,0.9610383330721247,0.9612823426632611
nongauss_t3,nongauss,18,800,2,5,CDK repaired,5,7.044418811798096,28,11,0.7142857142857143,0.005,0.9875162150845661,0.9820956053521009,0.9822077072442185
nongauss_t3,nongauss,19,800,2,5,CDK repaired,5,7.567886829376221,23,9,0.782608695652174,0.005,0.99063671875,0.9857629668115665,0.9858521050171825
nongauss_uniform,nongauss,0,800,2,5,CDK repaired,5,7.473395347595215,46,20,0.5,0.0125,1.0,1.0,1.0
nongauss_uniform,nongauss,1,800,2,5,CDK repaired,5,8.189178943634033,47,20,0.574468085106383,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,2,800,2,5,CDK repaired,5,7.592756748199463,47,20,0.5531914893617021,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,3,800,2,5,CDK repaired,5,8.718588590621948,42,17,0.6190476190476191,0.005,0.9551570868253528,0.9605212443855387,0.9607685638729626
nongauss_uniform,nongauss,4,800,2,5,CDK repaired,5,7.69384765625,46,19,0.5217391304347826,0.0075,1.0,1.0,1.0
nongauss_uniform,nongauss,5,800,2,5,CDK repaired,5,7.20790958404541,47,20,0.574468085106383,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,6,800,2,5,CDK repaired,5,6.857049465179443,48,20,0.5,0.0125,1.0,1.0,1.0
nongauss_uniform,nongauss,7,800,2,5,CDK repaired,5,7.375481605529785,47,20,0.5106382978723404,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,8,800,2,5,CDK repaired,5,7.934697151184082,47,20,0.574468085106383,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,9,800,2,5,CDK repaired,5,8.408354997634888,46,19,0.5434782608695652,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,10,800,2,5,CDK repaired,5,8.013904571533203,46,19,0.5652173913043478,0.005,1.0,1.0,1.0
nongauss_uniform,nongauss,11,800,2,5,CDK repaired,5,7.602590560913086,40,17,0.55,0.0075,0.9695922097915319,0.970512764001192,0.9706974311541055
nongauss_uniform,nongauss,12,800,2,5,CDK repaired,5,7.901496410369873,46,19,0.5869565217391305,0.0075,1.0,1.0,1.0
