dataset,family,rep,n,d,true_k,method,k_hat,runtime,n_tests,k_init,sep_evidence,p_median,ARI,AMI,NMI
sep_k10_d2,sep,13,800,2,10,CDK repaired,10,9.223993301391602,39,17,0.8205128205128205,0.005,0.9497753825304734,0.9618121892613508,0.9626766324127141
sep_k10_d2,sep,14,800,2,10,CDK repaired,10,9.20555329322815,47,19,0.8085106382978723,0.005,0.97566398047625,0.9798804341504667,0.9803356218586545
sep_k10_d2,sep,15,800,2,10,CDK repaired,10,10.387518644332886,49,20,0.7959183673469388,0.005,0.9944517015171701,0.9947913446469435,0.9949091578370607
sep_k10_d2,sep,16,800,2,10,CDK repaired,10,9.370551347732544,48,19,0.8125,0.005,1.0,1.0,1.0
sep_k10_d2,sep,18,800,2,10,CDK repaired,10,9.215493202209473,47,20,0.7872340425531915,0.005,0.9944164284049487,0.9940212980624569,0.9941565274494993
sep_k10_d2,sep,17,800,2,10,CDK repaired,10,10.43578839302063,47,20,0.7659574468085106,0.005,0.9834262700001635,0.9836246773270622,0.9839950735398645
sep_k10_d2,sep,19,800,2,10,CDK repaired,10,10.151489973068237,52,21,0.7692307692307693,0.005,0.9916601118438279,0.9918019440178278,0.991987374544139
sep_k10_d10,sep,0,800,10,10,CDK repaired,10,14.779781341552734,50,18,0.84,0.005,0.9646751971144223,0.9680122488237677,0.9687360373086565
sep_k10_d10,sep,1,800,10,10,CDK repaired,10,11.672677040100098,50,19,0.82,0.005,0.9861647593691866,0.9858407535611322,0.9861610208248738
sep_k10_d10,sep,2,800,10,10,CDK repaired,10,12.597095966339111,44,18,0.8181818181818182,0.005,0.9452503589318512,0.9480157155907185,0.9491918872971222
sep_k10_d10,sep,3,800,10,10,CDK repaired,10,12.111247777938843,52,19,0.8269230769230769,0.005,0.9888334859883282,0.9880425153854764,0.988312981112255
sep_k10_d10,sep,4,800,10,10,CDK repaired,10,14.088651180267334,51,19,0.8235294117647058,0.005,0.9645639758359328,0.9675109699497509,0.9682460553010561
sep_k10_d10,sep,5,800,10,10,CDK repaired,10,12.68524432182312,49,17,0.8571428571428571,0.005,0.9750698796165537,0.9746597727946119,0.9752329530799493
sep_k10_d10,sep,6,800,10,10,CDK repaired,10,13.857264518737793,43,17,0.8372093023255814,0.005,0.9645730424865625,0.9672328254017554,0.9679741376612655
sep_k10_d10,sep,7,800,10,10,CDK repaired,10,12.060917615890503,52,20,0.8076923076923077,0.005,0.9944339084006838,0.9940247905501669,0.9941599403020662
sep_k10_d10,sep,8,800,10,10,CDK repaired,10,13.577782392501831,36,14,0.8888888888888888,0.005,0.9377773797224231,0.9427067921661783,0.9440028352044817
sep_k10_d10,sep,9,800,10,10,CDK repaired,10,12.812427759170532,53,19,0.8113207547169812,0.005,0.9749157581526791,0.9746278537419384,0.9752017856317066
sep_k10_d10,sep,10,800,10,10,CDK repaired,10,12.295974969863892,42,17,0.8333333333333334,0.005,0.9468930931084713,0.959562900905756,0.9604783067575977
sep_k10_d10,sep,11,800,10,10,CDK repaired,10,11.681467533111572,45,17,0.8444444444444444,0.005,0.9326779828829709,0.9482120316187805,0.9493854172060017
sep_k10_d10,sep,12,800,10,10,CDK repaired,10,12.541185855865479,46,18,0.8260869565217391,0.005,0.9860945297213144,0.9858266892802633,0.9861472745935543
sep_k10_d10,sep,13,800,10,10,CDK repaired,10,12.09693431854248,51,19,0.8235294117647058,0.005,0.9861134563240254,0.9865931551488436,0.9868964139459577
sep_k10_d10,sep,14,800,10,10,CDK repaired,10,13.56293797492981,56,21,0.7857142857142857,0.005,0.9751134049413833,0.9754295670075556,0.9759853996197081
sep_k10_d10,sep,15,800,10,10,CDK repaired,10,13.164868354797363,42,15,0.8809523809523809,0.005,0.9107797932317596,0.937230275768612,0.9386546423134112
sep_k10_d10,sep,17,800,10,10,CDK repaired,10,11.885893106460571,35,14,0.8857142857142857,0.005,0.9093586746779182,0.9301550315536149,0.9317382009225971
sep_k10_d10,sep,16,800,10,10,CDK repaired,10,13.413225412368774,46,17,0.8478260869565217,0.005,0.9723380906282834,0.9727268906003408,0.9733438448084194
sep_k10_d10,sep,18,800,10,10,CDK repaired,10,12.967632293701172,50,18,0.84,0.005,0.9752703147761753,0.9775720185394035,0.9780793762250535
sep_k10_d10,sep,19,800,10,10,CDK repaired,10,14.538930892944336,51,19,0.8235294117647058,0.005,0.9694758295936788,0.9697234398408606,0.9704083249729105
sep_k10_d50,sep,0,800,50,10,CDK repaired,10,22.66502046585083,43,15,0.8837209302325582,0.005,0.9722647583904148,0.9734764376749288,0.974076411876276
sep_k10_d50,sep,1,800,50,10,CDK repaired,10,23.714739084243774,50,18,0.84,0.005,0.9833738334290381,0.9828512672919903,0.9832391591059496
sep_k10_d50,sep,2,800,50,10,CDK repaired,10,21.153459072113037,41,16,0.8536585365853658,0.005,0.9617582384384438,0.9671071253522786,0.9678513481000558
sep_k10_d50,sep,3,800,50,10,CDK repaired,10,20.536572694778442,48,19,0.8125,0.005,0.986112673962375,0.9865930825626984,0.9868963372470476
sep_k10_d50,sep,4,800,50,10,CDK repaired,10,21.96897792816162,41,16,0.8536585365853658,0.005,0.9161839439200041,0.9345376818606921,0.936020566223567
sep_k10_d50,sep,5,800,50,10,CDK repaired,10,26.633216857910156,52,18,0.8461538461538461,0.005,0.9726704236212524,0.9747856494182928,0.9753560235786174
sep_k10_d50,sep,6,800,50,10,CDK repaired,10,25.239973306655884,43,16,0.8372093023255814,0.005,0.9805842371673613,0.9816712696036,0.9820858658193174
sep_k10_d50,sep,7,800,50,10,CDK repaired,10,21.948161125183105,39,14,0.8974358974358975,0.005,0.9944164284049487,0.9940212980624569,0.9941565274494993
sep_k10_d50,sep,8,800,50,10,CDK repaired,10,24.6310715675354,51,18,0.8431372549019608,0.005,0.9806868468351589,0.979882973279767,0.9803379992679171
sep_k10_d50,sep,9,800,50,10,CDK repaired,10,23.450318813323975,47,17,0.851063829787234,0.005,0.9833743017712335,0.9838978281614245,0.9842620509912415
sep_k10_d50,sep,10,800,50,10,CDK repaired,10,22.653251886367798,42,16,0.8571428571428571,0.005,0.9572104637621898,0.9680453739708679,0.9687685444548193
sep_k10_d50,sep,11,800,50,10,CDK repaired,9,19.845518589019775,43,17,0.7906976744186046,0.005,0.8675587717211112,0.9335668633158855,0.9349411975299325
sep_k10_d50,sep,12,800,50,10,CDK repaired,10,20.697855710983276,43,17,0.8372093023255814,0.005,0.944923621157856,0.9559864281142915,0.9569827618850688
sep_k10_d50,sep,13,800,50,10,CDK repaired,10,21.905301094055176,43,16,0.8604651162790697,0.005,0.9624939506619922,0.9690315573576601,0.9697322292578778
sep_k10_d50,sep,14,800,50,10,CDK repaired,11,20.65942406654358,47,18,0.851063829787234,0.005,0.9527524467184972,0.9645480339454438,0.9654334730081171
sep_k10_d50,sep,15,800,50,10,CDK repaired,10,23.138922452926636,49,18,0.8163265306122449,0.005,0.9754051837016242,0.9770024528280998,0.9775226550316239
sep_k10_d50,sep,16,800,50,10,CDK repaired,10,22.583638668060303,45,16,0.8444444444444444,0.005,0.9451877037803565,0.9482911142522874,0.949460976255534
sep_k10_d50,sep,17,800,50,10,CDK repaired,10,22.249937295913696,47,16,0.851063829787234,0.005,0.9751035898293231,0.9739040996749171,0.9744943614962699
sep_k10_d50,sep,18,800,50,10,CDK repaired,10,25.096636295318604,46,16,0.8695652173913043,0.005,0.9806550018149846,0.9798756205884185,0.9803308397193298
sep_k10_d50,sep,19,800,50,10,CDK repaired,10,22.591994524002075,47,18,0.8085106382978723,0.005,0.9860953131382468,0.9858266630397869,0.9861472550997905
sep_k20_d2,sep,0,800,2,20,CDK repaired,19,11.696012735366821,46,19,1.0,0.005,0.8612442420915888,0.9221326272490205,0.9285850247494637
sep_k20_d2,sep,1,800,2,20,CDK repaired,20,12.716049432754517,48,20,1.0,0.005,0.8771597141195844,0.9422671460018097,0.9473071692320042
sep_k20_d2,sep,2,800,2,20,CDK repaired,18,11.886206150054932,47,19,0.9787234042553191,0.005,0.767110406337196,0.8993574402609705,0.90735940932932
sep_k20_d2,sep,3,800,2,20,CDK repaired,19,12.941823244094849,46,19,1.0,0.005,0.7996218644550459,0.8886380982874339,0.8978833740009592
sep_k20_d2,sep,4,800,2,20,CDK repaired,20,11.590134143829346,47,20,1.0,0.005,0.9419494733174704,0.9661975069573947,0.969139812781553
sep_k20_d2,sep,5,800,2,20,CDK repaired,17,11.973106145858765,43,18,0.9767441860465116,0.005,0.7473970054689599,0.9042302799788268,0.9114464542609028
sep_k20_d2,sep,6,800,2,20,CDK repaired,20,11.520145654678345,49,20,1.0,0.005,0.9533891221390203,0.9662035564646713,0.9691439991309526
sep_k20_d2,sep,7,800,2,20,CDK repaired,18,12.333577632904053,45,19,0.9777777777777777,0.005,0.8202210136489904,0.9239754641311754,0.9300008066396116
sep_k20_d2,sep,8,800,2,20,CDK repaired,19,11.28700041770935,46,19,1.0,0.005,0.8035783804950786,0.9020910385752534,0.9102238605271411
sep_k20_d2,sep,9,800,2,20,CDK repaired,18,12.476778984069824,46,19,0.9782608695652174,0.005,0.7978143709410471,0.9133806758909063,0.920239706056515
sep_k20_d2,sep,10,800,2,20,CDK repaired,20,11.78300166130066,49,20,1.0,0.005,0.928199586345498,0.9571210517290188,0.9608536193999451
sep_k20_d2,sep,11,800,2,20,CDK repaired,19,12.591902494430542,46,19,1.0,0.005,0.8831415393155119,0.9402838038808307,0.9452349704238285
sep_k20_d2,sep,12,800,2,20,CDK repaired,20,11.065200567245483,47,20,1.0,0.005,0.9373176360664811,0.9603398814473421,0.9637914899279038
sep_k20_d2,sep,13,800,2,20,CDK repaired,20,12.656555891036987,48,20,1.0,0.005,0.9085412126466075,0.9481520808715107,0.9526675226673014
sep_k20_d2,sep,14,800,2,20,CDK repaired,18,11.1563138961792,46,19,0.9782608695652174,0.005,0.8056404502420803,0.9073831238019158,0.914700510128361
sep_k20_d2,sep,15,800,2,20,CDK repaired,18,12.86099123954773,47,20,0.9574468085106383,0.005,0.7330388916250233,0.8829741738761088,0.892298310088317
sep_k20_d2,sep,16,800,2,20,CDK repaired,19,10.80959177017212,44,19,1.0,0.005,0.8086946234248733,0.9016599589874931,0.9098197435475421
sep_k20_d2,sep,18,800,2,20,CDK repaired,20,10.913416385650635,47,20,1.0,0.005,0.9335593785239861,0.9551364328150354,0.9590409579942475
sep_k20_d2,sep,17,800,2,20,CDK repaired,20,12.50497317314148,47,20,1.0,0.005,0.950667637477592,0.9651448808102323,0.968177468894688
sep_k20_d2,sep,19,800,2,20,CDK repaired,20,10.768760442733765,47,20,1.0,0.005,0.8898914600644175,0.9329970831152583,0.9388322425982171
sep_k20_d10,sep,0,800,10,20,CDK repaired,20,17.43510675430298,53,20,1.0,0.005,0.9088436801594809,0.9308684118868938,0.9368843611520632
sep_k20_d10,sep,1,800,10,20,CDK repaired,19,16.079498052597046,53,19,1.0,0.005,0.8431069759323546,0.9162535979789113,0.9232004066385734
sep_k20_d10,sep,2,800,10,20,CDK repaired,20,17.543426513671875,55,20,1.0,0.005,0.8884165446827014,0.9272567090288231,0.9335895358274382
sep_k20_d10,sep,3,800,10,20,CDK repaired,20,15.577683448791504,53,20,1.0,0.005,0.8995357712564676,0.9262059198688185,0.9326284820461359
sep_k20_d10,sep,4,800,10,20,CDK repaired,20,17.115124940872192,53,20,1.0,0.005,0.9079098829052921,0.9406464799043163,0.9458135326912834
sep_k20_d10,sep,5,800,10,20,CDK repaired,20,15.812891483306885,54,20,1.0,0.005,0.895114120722118,0.9320985946977435,0.9380094875096523
sep_k20_d10,sep,6,800,10,20,CDK repaired,19,17.96034812927246,55,19,1.0,0.005,0.8304664525309785,0.8965085403855824,0.9050877192993002
sep_k20_d10,sep,7,800,10,20,CDK repaired,20,13.47282862663269,50,20,1.0,0.005,0.9461296602649545,0.9636021062228224,0.966768974346694
sep_k20_d10,sep,8,800,10,20,CDK repaired,20,14.063814163208008,50,20,1.0,0.005,0.911881736085006,0.9367486496034106,0.9422536525612375
sep_k20_d10,sep,9,800,10,20,CDK repaired,20,15.865395545959473,54,20,1.0,0.005,0.8765330328579171,0.9203642830759773,0.9272989083005508
sep_k20_d10,sep,10,800,10,20,CDK repaired,18,15.101838827133179,48,18,1.0,0.005,0.8084051978550034,0.8947430690638432,0.9030206564407938
sep_k20_d10,sep,11,800,10,20,CDK repaired,19,15.842320442199707,52,19,1.0,0.005,0.8518350242478042,0.9145660858802902,0.9216592894157359
sep_k20_d10,sep,12,800,10,20,CDK repaired,20,15.73444128036499,54,20,1.0,0.005,0.861159989785249,0.9169068789357574,0.9241489594213969
sep_k20_d10,sep,13,800,10,20,CDK repaired,20,13.726335287094116,49,20,1.0,0.005,0.9333912510556427,0.9513628716486863,0.9555947279474952
sep_k20_d10,sep,14,800,10,20,CDK repaired,20,15.791485786437988,53,20,1.0,0.005,0.909273364242082,0.9340475205890658,0.9397868019165316
sep_k20_d10,sep,15,800,10,20,CDK repaired,19,15.485793590545654,51,19,1.0,0.005,0.8463787495363271,0.920189190303422,0.9268145276466025
sep_k20_d10,sep,16,800,10,20,CDK repaired,19,15.41566514968872,51,19,1.0,0.005,0.8725762935405903,0.925954535409248,0.9320945407184433
sep_k20_d10,sep,17,800,10,20,CDK repaired,19,15.66145634651184,53,19,1.0,0.005,0.8966524962855662,0.9444343095032277,0.9490404935360227
sep_k20_d10,sep,18,800,10,20,CDK repaired,19,16.361948251724243,51,19,1.0,0.005,0.799302399403811,0.8774260108235519,0.8875919530539609
sep_k20_d10,sep,19,800,10,20,CDK repaired,20,15.357160806655884,53,20,1.0,0.005,0.9205506183567302,0.9449068833797956,0.9497019949319593
sep_k20_d50,sep,0,800,50,20,CDK repaired,20,26.323877573013306,54,20,1.0,0.005,0.886580150769292,0.917959862227661,0.925102479900868
sep_k20_d50,sep,1,800,50,20,CDK repaired,19,30.962265014648438,58,19,1.0,0.005,0.8171833923307001,0.8897796452641583,0.898917176289058
sep_k20_d50,sep,2,800,50,20,CDK repaired,20,26.026856899261475,55,20,1.0,0.005,0.8598903517968962,0.9121554883089625,0.9198084491059271
sep_k20_d50,sep,3,800,50,20,CDK repaired,20,28.623758792877197,61,20,1.0,0.005,0.8918924659393194,0.917811256821916,0.924963660280205
sep_k20_d50,sep,4,800,50,20,CDK repaired,19,30.76784372329712,60,19,1.0,0.005,0.8470883898108316,0.9016504391337544,0.9097956709072783
sep_k20_d50,sep,5,800,50,20,CDK repaired,20,28.547691583633423,59,20,1.0,0.005,0.8667735111107172,0.9119671428082053,0.9196340244495836
sep_k20_d50,sep,6,800,50,20,CDK repaired,20,28.06195831298828,58,20,1.0,0.005,0.853019391147012,0.9079929486252759,0.9160109297619665
sep_k20_d50,sep,7,800,50,20,CDK repaired,18,28.68932271003723,53,18,1.0,0.005,0.8158315913782702,0.8861561156982316,0.8951038152285153
sep_k20_d50,sep,8,800,50,20,CDK repaired,20,30.948588371276855,65,20,1.0,0.005,0.8160344905638403,0.884018226760977,0.8941337882501735
sep_k20_d50,sep,9,800,50,20,CDK repaired,19,31.992494344711304,61,19,1.0,0.005,0.8499841383979803,0.9168914214246159,0.9237874439003526
sep_k20_d50,sep,10,800,50,20,CDK repaired,20,29.358513593673706,58,20,1.0,0.005,0.8666961624715507,0.9068241148626649,0.9149395011775968
sep_k20_d50,sep,11,800,50,20,CDK repaired,20,29.032819747924805,61,20,1.0,0.005,0.8622528613914052,0.9128645248084497,0.9204592515557288
sep_k20_d50,sep,12,800,50,20,CDK repaired,20,29.599363803863525,62,20,1.0,0.005,0.8863536313283632,0.9182417357330286,0.9253580816511557
sep_k20_d50,sep,13,800,50,20,CDK repaired,20,27.03185200691223,58,20,1.0,0.005,0.8924160957742686,0.927199796551255,0.9335383003405258
sep_k20_d50,sep,14,800,50,20,CDK repaired,19,32.469820737838745,62,19,1.0,0.005,0.8266618404777636,0.8899809773359523,0.8991077018379415
sep_k20_d50,sep,15,800,50,20,CDK repaired,19,29.662802696228027,58,19,1.0,0.005,0.8094130751165075,0.8856325928383193,0.8951142918267422
sep_k20_d50,sep,17,800,50,20,CDK repaired,20,28.487398386001587,59,20,1.0,0.005,0.9009057371997322,0.9258988856471193,0.9323467459910065
sep_k20_d50,sep,16,800,50,20,CDK repaired,19,30.13444757461548,59,19,1.0,0.005,0.8478821772825612,0.9093508962272266,0.9168621716159762
sep_k20_d50,sep,18,800,50,20,CDK repaired,20,28.145443439483643,60,20,1.0,0.005,0.9040114705792721,0.9329538836824444,0.9387902167186334
sep_k20_d50,sep,19,800,50,20,CDK repaired,20,30.588057041168213,64,20,1.0,0.005,0.8169421731959456,0.8821539599294319,0.8924250484443063
overlap_s6.0,overlap,0,800,2,5,CDK repaired,5,7.004397869110107,42,18,0.47619047619047616,0.0175,0.984444616051696,0.9784405911667833,0.9785755786589211
overlap_s6.0,overlap,1,800,2,5,CDK repaired,5,7.124924659729004,37,15,0.4864864864864865,0.015,0.9404896074356037,0.9432421195646719,0.9435977824489933
overlap_s6.0,overlap,2,800,2,5,CDK repaired,5,7.7631142139434814,44,18,0.5227272727272727,0.0075,0.9783828090746228,0.9737009594749086,0.9738656337408038
overlap_s6.0,overlap,3,800,2,5,CDK repaired,5,6.8251659870147705,41,17,0.5365853658536586,0.01,0.9722165478813642,0.9642301525517978,0.9644541153451637
overlap_s6.0,overlap,4,800,2,5,CDK repaired,5,6.8350510597229,44,19,0.4318181818181818,0.0375,0.9813429124706873,0.9726214138421163,0.9727928345196065
overlap_s6.0,overlap,5,800,2,5,CDK repaired,5,6.947156667709351,45,19,0.4,0.09,0.9783404878750162,0.9711310479477238,0.9713118027343506
overlap_s6.0,overlap,6,800,2,5,CDK repaired,5,6.615168333053589,41,18,0.43902439024390244,0.05,0.9906466993024384,0.9868439181866433,0.9869262891785979
overlap_s6.0,overlap,7,800,2,5,CDK repaired,5,6.631529092788696,43,19,0.4186046511627907,0.18,0.969156764567439,0.9614337376217043,0.9616752169463846
overlap_s6.0,overlap,8,800,2,5,CDK repaired,5,6.581734895706177,47,21,0.3191489361702128,0.12,0.984385177791463,0.9762689403034951,0.9764175226034119
overlap_s6.0,overlap,9,800,2,5,CDK repaired,5,6.804171085357666,47,20,0.40425531914893614,0.08,0.9875953157730175,0.9853411519308972,0.9854329348806473
overlap_s6.0,overlap,10,800,2,5,CDK repaired,5,7.941431522369385,39,15,0.5384615384615384,0.005,0.9255842634435988,0.9218353223517167,0.9223251089237037
overlap_s6.0,overlap,11,800,2,5,CDK repaired,5,6.786645174026489,43,19,0.4418604651162791,0.035,0.990646920349587,0.986843850651261,0.9869262229118854
overlap_s6.0,overlap,12,800,2,5,CDK repaired,5,6.20063853263855,46,20,0.34782608695652173,0.1775,1.0,1.0,1.0
overlap_s6.0,overlap,13,800,2,5,CDK repaired,5,6.573078155517578,46,20,0.391304347826087,0.0875,0.9725416274279405,0.972720590339078,0.9728914224124162
overlap_s6.0,overlap,14,800,2,5,CDK repaired,5,6.592519760131836,45,20,0.3333333333333333,0.045,0.9813618804655009,0.9726265925686137,0.9727979781817103
overlap_s6.0,overlap,15,800,2,5,CDK repaired,5,6.578070402145386,44,19,0.45454545454545453,0.030000000000000002,0.9755116186410642,0.9750153976053437,0.9751718520750207
overlap_s6.0,overlap,16,800,2,5,CDK repaired,5,7.327301025390625,30,12,0.6,0.005,0.9100042871923724,0.9186484237724893,0.9191587277919512
overlap_s6.0,overlap,17,800,2,5,CDK repaired,5,7.64665150642395,41,16,0.5121951219512195,0.01,0.9605415645187662,0.9574284580501807,0.9576950762870559
overlap_s6.0,overlap,18,800,2,5,CDK repaired,5,6.056498050689697,45,20,0.37777777777777777,0.2558139534883721,0.9968691099886755,0.9952518682725184,0.9952815964482751
overlap_s6.0,overlap,19,800,2,5,CDK repaired,6,7.600343465805054,47,21,0.3617021276595745,0.085,0.9160680070652124,0.9183615952692246,0.9189809323714998
overlap_s4.0,overlap,0,800,2,5,CDK repaired,5,7.8158838748931885,43,18,0.4883720930232558,0.02,0.8043797937712228,0.8033353560597074,0.8045700754158044
overlap_s4.0,overlap,1,800,2,5,CDK repaired,5,8.500265121459961,45,19,0.4666666666666667,0.065,0.885279472123872,0.8671395326333303,0.8679716926010009
overlap_s4.0,overlap,2,800,2,5,CDK repaired,4,6.329124450683594,46,20,0.32608695652173914,0.21735294117647058,0.6997321613537314,0.7701277442345177,0.7713058904650054
overlap_s4.0,overlap,3,800,2,5,CDK repaired,3,7.650860548019409,46,20,0.3695652173913043,0.0325,0.4166531630086475,0.6458147869952767,0.647220016319709
overlap_s4.0,overlap,4,800,2,5,CDK repaired,3,8.056017398834229,44,18,0.4090909090909091,0.030000000000000002,0.4646246670421142,0.6720367052582819,0.6733133332255362
overlap_s4.0,overlap,5,800,2,5,CDK repaired,4,6.840081691741943,44,19,0.4318181818181818,0.03,0.6890359616871223,0.7852747272460457,0.7863791272649217
overlap_s4.0,overlap,6,800,2,5,CDK repaired,3,7.81956148147583,46,19,0.4782608695652174,0.0175,0.1762770543028942,0.40927087377115096,0.41192135107809785
overlap_s4.0,overlap,7,800,2,5,CDK repaired,5,6.975119113922119,44,19,0.4318181818181818,0.057499999999999996,0.8262353727701115,0.8466350593921753,0.8475994765129061
overlap_s4.0,overlap,8,800,2,5,CDK repaired,4,6.408870697021484,48,21,0.3333333333333333,0.1,0.6626392559370443,0.7369413913608523,0.7382933498033906
overlap_s4.0,overlap,9,800,2,5,CDK repaired,5,6.422348260879517,45,20,0.4222222222222222,0.04,0.9074034406511199,0.9009987821497049,0.9016188486841646
overlap_s4.0,overlap,10,800,2,5,CDK repaired,5,6.059281826019287,44,19,0.4090909090909091,0.17227272727272724,0.8759394697349042,0.8554763459823226,0.8563815751560793
overlap_s4.0,overlap,11,800,2,5,CDK repaired,4,6.211019039154053,40,18,0.4,0.045,0.6708926006868594,0.7543760560334409,0.7556365818197133
overlap_s4.0,overlap,12,800,2,5,CDK repaired,5,6.877236843109131,43,18,0.46511627906976744,0.02,0.8944164288765066,0.8759500965965406,0.8767268788775485
overlap_s4.0,overlap,13,800,2,5,CDK repaired,2,6.34564995765686,45,19,0.37777777777777777,0.115,0.1924751887452008,0.43483953337683096,0.4361949695131635
overlap_s4.0,overlap,14,800,2,5,CDK repaired,3,7.39160418510437,46,20,0.34782608695652173,0.07500000000000001,0.3351628784217216,0.5669020417375497,0.5686492841590247
overlap_s4.0,overlap,15,800,2,5,CDK repaired,2,6.9826929569244385,44,19,0.3409090909090909,0.057499999999999996,0.1862542024747678,0.412969965177399,0.41437785155534274
overlap_s4.0,overlap,16,800,2,5,CDK repaired,4,7.291179418563843,45,19,0.4666666666666667,0.05,0.6750015356203818,0.7671633538468452,0.7683619623837583
overlap_s4.0,overlap,17,800,2,5,CDK repaired,4,8.0356605052948,44,18,0.5454545454545454,0.005,0.6723569480113903,0.7562658338405267,0.7575106300464329
overlap_s4.0,overlap,18,800,2,5,CDK repaired,4,7.341590642929077,39,16,0.5384615384615384,0.005,0.7131546184620883,0.8015632933057951,0.8025802798455604
overlap_s4.0,overlap,19,800,2,5,CDK repaired,2,6.5976526737213135,41,18,0.4634146341463415,0.035,0.15433164095245297,0.3532548420566939,0.35482038818504497
overlap_s3.0,overlap,0,800,2,5,CDK repaired,1,6.945955038070679,46,19,0.32608695652173914,0.08249999999999999,0.0,0.0,0.0
overlap_s3.0,overlap,1,800,2,5,CDK repaired,1,6.539703130722046,49,22,0.32653061224489793,0.12,0.0,0.0,0.0
overlap_s3.0,overlap,2,800,2,5,CDK repaired,1,7.2107789516448975,52,22,0.25,0.10750000000000001,0.0,0.0,0.0
overlap_s3.0,overlap,3,800,2,5,CDK repaired,1,6.67118239402771,46,20,0.30434782608695654,0.1675,0.0,0.0,0.0
overlap_s3.0,overlap,4,800,2,5,CDK repaired,1,6.798283100128174,46,20,0.2826086956521739,0.08,0.0,0.0,0.0
overlap_s3.0,overlap,5,800,2,5,CDK repaired,1,7.108403444290161,49,20,0.24489795918367346,0.11,0.0,0.0,0.0
overlap_s3.0,overlap,7,800,2,5,CDK repaired,1,5.761487722396851,46,20,0.2826086956521739,0.2605820105820106,0.0,0.0,0.0
overlap_s3.0,overlap,6,800,2,5,CDK repaired,1,8.041288137435913,48,19,0.2708333333333333,0.06,0.0,0.0,0.0
overlap_s3.0,overlap,8,800,2,5,CDK repaired,1,6.513471603393555,43,19,0.27906976744186046,0.105,0.0,0.0,0.0
overlap_s3.0,overlap,9,800,2,5,CDK repaired,2,6.717428684234619,44,19,0.3181818181818182,0.1575,0.16936354736244946,0.3779500006395786,0.37944593077134603
overlap_s3.0,overlap,10,800,2,5,CDK repaired,2,6.78762674331665,45,19,0.37777777777777777,0.135,0.13125256824604414,0.2808344398154184,0.2825655041908021
overlap_s3.0,overlap,11,800,2,5,CDK repaired,1,6.670214891433716,51,21,0.29411764705882354,0.2,0.0,0.0,0.0
overlap_s3.0,overlap,12,800,2,5,CDK repaired,1,6.727348804473877,44,19,0.2727272727272727,0.0875,0.0,0.0,0.0
overlap_s3.0,overlap,13,800,2,5,CDK repaired,1,7.612281560897827,46,20,0.2608695652173913,0.0825,0.0,0.0,0.0
overlap_s3.0,overlap,14,800,2,5,CDK repaired,1,7.140379905700684,49,20,0.2653061224489796,0.125,0.0,0.0,0.0
overlap_s3.0,overlap,15,800,2,5,CDK repaired,1,6.875934839248657,46,19,0.30434782608695654,0.1575,0.0,0.0,0.0
overlap_s3.0,overlap,16,800,2,5,CDK repaired,1,7.807802677154541,50,20,0.34,0.055,0.0,0.0,0.0
overlap_s3.0,overlap,17,800,2,5,CDK repaired,1,7.753824472427368,44,19,0.3181818181818182,0.08,0.0,0.0,0.0
overlap_s3.0,overlap,18,800,2,5,CDK repaired,1,8.394702672958374,51,20,0.3333333333333333,0.05,0.0,0.0,0.0
overlap_s3.0,overlap,19,800,2,5,CDK repaired,1,7.2880918979644775,46,20,0.2608695652173913,0.1525,0.0,0.0,0.0
overlap_s2.0,overlap,0,800,2,5,CDK repaired,1,7.310649871826172,46,18,0.21739130434782608,0.14750000000000002,0.0,0.0,0.0
overlap_s2.0,overlap,1,800,2,5,CDK repaired,1,7.56339955329895,49,20,0.2857142857142857,0.09,0.0,0.0,0.0
overlap_s2.0,overlap,2,800,2,5,CDK repaired,1,6.6719372272491455,47,20,0.2553191489361702,0.13,0.0,0.0,0.0
overlap_s2.0,overlap,3,800,2,5,CDK repaired,1,8.865253686904907,47,19,0.2978723404255319,0.06,0.0,0.0,0.0
overlap_s2.0,overlap,4,800,2,5,CDK repaired,1,7.377341985702515,50,20,0.4,0.0775,0.0,0.0,0.0
overlap_s2.0,overlap,5,800,2,5,CDK repaired,1,7.967901229858398,52,20,0.21153846153846154,0.045,0.0,0.0,0.0
overlap_s2.0,overlap,6,800,2,5,CDK repaired,1,6.66774582862854,51,20,0.2549019607843137,0.15,0.0,0.0,0.0
overlap_s2.0,overlap,7,800,2,5,CDK repaired,1,6.994889497756958,51,20,0.23529411764705882,0.13,0.0,0.0,0.0
overlap_s2.0,overlap,8,800,2,5,CDK repaired,1,6.343233585357666,44,19,0.22727272727272727,0.1675,0.0,0.0,0.0
overlap_s2.0,overlap,9,800,2,5,CDK repaired,1,7.566847324371338,44,17,0.29545454545454547,0.07500000000000001,0.0,0.0,0.0
overlap_s2.0,overlap,10,800,2,5,CDK repaired,1,7.165348529815674,50,20,0.3,0.08499999999999999,0.0,0.0,0.0
overlap_s2.0,overlap,11,800,2,5,CDK repaired,1,6.42215371131897,50,20,0.28,0.2121296296296296,0.0,0.0,0.0
overlap_s2.0,overlap,12,800,2,5,CDK repaired,1,7.019517183303833,51,20,0.13725490196078433,0.135,0.0,0.0,0.0
overlap_s2.0,overlap,13,800,2,5,CDK repaired,1,6.0195207595825195,42,17,0.21428571428571427,0.2811188811188811,0.0,0.0,0.0
