dataset,family,rep,n,d,true_k,method,k_hat,runtime,ARI,AMI,NMI,conf_lo,conf_hi,n_tests,k_init,sep_evidence,p_median,abs_err,signed_err,exact
sep_k2_d2,sep,8,800,2,2,MDL split/merge,2,0.005614757537841797,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,8,800,2,2,GMM+BIC,2,0.15820574760437012,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,8,800,2,2,GMM+ICL,2,0.16181063652038574,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,8,800,2,2,HDBSCAN,2,0.0043871402740478516,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,8,800,2,2,Bisecting+Sil.,2,0.11064314842224121,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,ORACLE k-means(k*),2,0.003172159194946289,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,CDK (proposed),2,3.4265074729919434,1.0,1.0,1.0,2.0,3.0,38.0,16.0,0.3157894736842105,0.09,0,0,1.0
sep_k2_d2,sep,9,800,2,2,Silhouette,2,0.16724777221679688,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,Calinski-Har.,2,0.09554767608642578,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,Davies-Bouldin,2,0.11106610298156738,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,Elbow (Kneedle),6,0.09934687614440918,0.3350969211657403,0.5578438106776578,0.5589630311586837,,,,,,,4,4,0.0
sep_k2_d2,sep,9,800,2,2,Jump statistic,2,0.09385466575622559,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,Gap statistic,2,0.3960599899291992,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,X-means,2,0.00973200798034668,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,G-means,2,0.009356021881103516,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,dip-means,2,0.04027962684631348,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,ISODATA,7,0.02304697036743164,0.2933043039208285,0.527159455902241,0.5285185404308412,,,,,,,5,5,0.0
sep_k2_d2,sep,9,800,2,2,MDL split/merge,2,0.006757497787475586,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,GMM+BIC,2,0.1966719627380371,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,GMM+ICL,2,0.20165467262268066,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,HDBSCAN,2,0.004365682601928711,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,9,800,2,2,Bisecting+Sil.,2,0.10558724403381348,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,ORACLE k-means(k*),2,0.002624988555908203,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,CDK (proposed),2,2.785313367843628,1.0,1.0,1.0,2.0,2.0,38.0,16.0,0.39473684210526316,0.125,0,0,1.0
sep_k2_d2,sep,10,800,2,2,Silhouette,2,0.14801859855651855,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,Calinski-Har.,2,0.08638143539428711,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,Davies-Bouldin,2,0.09853458404541016,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,Elbow (Kneedle),6,0.08662581443786621,0.3390082910089661,0.5591328409376117,0.5602514288888792,,,,,,,4,4,0.0
sep_k2_d2,sep,10,800,2,2,Jump statistic,2,0.09117794036865234,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,Gap statistic,2,0.33385348320007324,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,X-means,2,0.008919000625610352,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,G-means,2,0.007645130157470703,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,dip-means,2,0.033354997634887695,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,ISODATA,7,0.0170440673828125,0.29579305216348606,0.5279262865887887,0.5292851813992744,,,,,,,5,5,0.0
sep_k2_d2,sep,10,800,2,2,MDL split/merge,2,0.005837202072143555,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,GMM+BIC,2,0.15676546096801758,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,GMM+ICL,2,0.16261649131774902,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,HDBSCAN,2,0.004363298416137695,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,10,800,2,2,Bisecting+Sil.,2,0.10939311981201172,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,ORACLE k-means(k*),2,0.002682924270629883,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,CDK (proposed),2,2.545684576034546,1.0,1.0,1.0,2.0,2.0,42.0,17.0,0.38095238095238093,0.2628205128205128,0,0,1.0
sep_k2_d2,sep,11,800,2,2,Silhouette,2,0.135512113571167,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,Calinski-Har.,2,0.08233356475830078,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,Davies-Bouldin,2,0.09408736228942871,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,Elbow (Kneedle),6,0.08447122573852539,0.33522855442687954,0.5579102460935608,0.5590294368141339,,,,,,,4,4,0.0
sep_k2_d2,sep,11,800,2,2,Jump statistic,2,0.08031702041625977,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,Gap statistic,2,0.34824490547180176,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,X-means,2,0.007631540298461914,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,G-means,2,0.006679534912109375,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k2_d2,sep,11,800,2,2,dip-means,2,0.03426361083984375,1.0,1.0,1.0,,,,,,,0,0,1.0
