dataset,family,rep,n,d,true_k,method,k_hat,runtime,ARI,AMI,NMI,conf_lo,conf_hi,n_tests,k_init,sep_evidence,p_median,abs_err,signed_err,exact
sep_k5_d50,sep,3,800,50,5,Silhouette,5,0.21957087516784668,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,Calinski-Har.,5,0.15494775772094727,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,Davies-Bouldin,5,0.15713882446289062,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,Elbow (Kneedle),5,0.1421971321105957,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,Jump statistic,5,0.145918607711792,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,Gap statistic,5,0.8537883758544922,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,X-means,5,0.036478519439697266,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,G-means,10,0.041884660720825195,0.7016318242748824,0.8405972600164062,0.8425083312479326,,,,,,,5,5,0.0
sep_k5_d50,sep,3,800,50,5,dip-means,5,0.1266014575958252,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,ISODATA,11,0.038605451583862305,0.7421181113688037,0.8435900361930173,0.8457062030670817,,,,,,,6,6,0.0
sep_k5_d50,sep,3,800,50,5,MDL split/merge,5,0.041416168212890625,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,3,800,50,5,GMM+BIC,2,0.3463730812072754,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,3,800,50,5,GMM+ICL,2,0.39916062355041504,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,3,800,50,5,HDBSCAN,4,0.038452863693237305,0.7817536192297186,0.9052596043033222,0.9057460992755191,,,,,,,1,-1,0.0
sep_k5_d50,sep,3,800,50,5,Bisecting+Sil.,5,0.14447951316833496,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,ORACLE k-means(k*),5,0.008620262145996094,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,CDK (proposed),5,7.085580587387085,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,29.0,12.0,0.6896551724137931,0.005,0,0,1.0
sep_k5_d50,sep,4,800,50,5,CDK / Gaussian null,5,6.09536337852478,0.9968691099886755,0.9952518682725183,0.995281596448275,4.0,5.0,29.0,12.0,0.6551724137931034,0.005,0,0,1.0
sep_k5_d50,sep,4,800,50,5,CDK / AD statistic,5,7.459317207336426,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,29.0,12.0,0.6896551724137931,0.005,0,0,1.0
sep_k5_d50,sep,4,800,50,5,CDK / no multiplicity corr.,5,6.072617530822754,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,29.0,12.0,0.6896551724137931,0.005,0,0,1.0
sep_k5_d50,sep,4,800,50,5,CDK / n_min=15,5,1.2465040683746338,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,70.0,30.0,0.0,1.0,0,0,1.0
sep_k5_d50,sep,4,800,50,5,CDK / n_min=40,5,6.665196418762207,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,28.0,12.0,0.6785714285714286,0.005,0,0,1.0
sep_k5_d50,sep,4,800,50,5,Silhouette,5,0.2191143035888672,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,Calinski-Har.,5,0.1453852653503418,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,Davies-Bouldin,5,0.17441391944885254,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,Elbow (Kneedle),5,0.15892267227172852,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,Jump statistic,5,0.16249394416809082,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,Gap statistic,5,0.8505477905273438,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,X-means,5,0.03601551055908203,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,G-means,9,0.03544282913208008,0.7083282207297712,0.8525979521385727,0.8541844644626969,,,,,,,4,4,0.0
sep_k5_d50,sep,4,800,50,5,dip-means,5,0.12430739402770996,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,ISODATA,12,0.03690385818481445,0.6591865895407666,0.8144688312898232,0.8171343231531578,,,,,,,7,7,0.0
sep_k5_d50,sep,4,800,50,5,MDL split/merge,5,0.03736376762390137,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,4,800,50,5,GMM+BIC,2,0.32806944847106934,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,4,800,50,5,GMM+ICL,2,0.35498857498168945,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,4,800,50,5,HDBSCAN,4,0.035469770431518555,0.7751470967436963,0.8945553547987897,0.8950969857461584,,,,,,,1,-1,0.0
sep_k5_d50,sep,4,800,50,5,Bisecting+Sil.,5,0.15514302253723145,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,ORACLE k-means(k*),5,0.009811639785766602,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,CDK (proposed),5,8.38863468170166,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,38.0,14.0,0.6052631578947368,0.005,0,0,1.0
sep_k5_d50,sep,5,800,50,5,CDK / Gaussian null,4,7.253125905990601,0.7802187580066238,0.9003958641248757,0.9009071797634787,3.0,5.0,38.0,14.0,0.5789473684210527,0.005,1,-1,0.0
sep_k5_d50,sep,5,800,50,5,CDK / AD statistic,5,10.207419395446777,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,38.0,14.0,0.631578947368421,0.005,0,0,1.0
sep_k5_d50,sep,5,800,50,5,CDK / no multiplicity corr.,5,6.415629148483276,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,38.0,14.0,0.6052631578947368,0.005,0,0,1.0
sep_k5_d50,sep,5,800,50,5,CDK / n_min=15,5,2.8435440063476562,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,54.0,24.0,0.14814814814814814,1.0,0,0,1.0
sep_k5_d50,sep,5,800,50,5,CDK / n_min=40,5,8.703211307525635,0.9968691099886755,0.9952518682725184,0.9952815964482751,5.0,5.0,22.0,9.0,0.8181818181818182,0.005,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Silhouette,5,0.22091960906982422,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Calinski-Har.,5,0.15693950653076172,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Davies-Bouldin,5,0.16279268264770508,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Elbow (Kneedle),5,0.15455126762390137,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Jump statistic,5,0.14861392974853516,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Gap statistic,5,0.8838496208190918,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,X-means,5,0.03923845291137695,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,G-means,11,0.03850078582763672,0.7548953927262796,0.8496338825604611,0.8517062670663934,,,,,,,6,6,0.0
sep_k5_d50,sep,5,800,50,5,dip-means,1,0.021484851837158203,0.0,0.0,0.0,,,,,,,4,-4,0.0
sep_k5_d50,sep,5,800,50,5,ISODATA,12,0.03937268257141113,0.6497048773603954,0.8116220337358485,0.8143172064498765,,,,,,,7,7,0.0
sep_k5_d50,sep,5,800,50,5,MDL split/merge,17,0.3252732753753662,0.4401835177567411,0.7331600707028776,0.7382248174151079,,,,,,,12,12,0.0
sep_k5_d50,sep,5,800,50,5,GMM+BIC,2,0.3408691883087158,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,5,800,50,5,GMM+ICL,2,0.3307321071624756,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,5,800,50,5,HDBSCAN,5,0.03368091583251953,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,5,800,50,5,Bisecting+Sil.,5,0.14168810844421387,0.9906666593459081,0.9883314061298462,0.9884044649935745,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,ORACLE k-means(k*),5,0.008925914764404297,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,CDK (proposed),5,6.725201368331909,1.0,1.0,1.0,5.0,5.0,44.0,16.0,0.5909090909090909,0.005,0,0,1.0
sep_k5_d50,sep,6,800,50,5,CDK / Gaussian null,5,5.61107063293457,1.0,1.0,1.0,3.0,5.0,44.0,16.0,0.5909090909090909,0.005,0,0,1.0
sep_k5_d50,sep,6,800,50,5,CDK / AD statistic,5,8.1160728931427,1.0,1.0,1.0,5.0,5.0,44.0,16.0,0.6136363636363636,0.005,0,0,1.0
sep_k5_d50,sep,6,800,50,5,CDK / no multiplicity corr.,5,6.703402042388916,1.0,1.0,1.0,5.0,5.0,44.0,16.0,0.5909090909090909,0.005,0,0,1.0
sep_k5_d50,sep,6,800,50,5,CDK / n_min=15,5,2.7742271423339844,1.0,1.0,1.0,5.0,5.0,63.0,27.0,0.12698412698412698,1.0,0,0,1.0
sep_k5_d50,sep,6,800,50,5,CDK / n_min=40,5,7.39913010597229,1.0,1.0,1.0,5.0,5.0,31.0,12.0,0.7096774193548387,0.005,0,0,1.0
sep_k5_d50,sep,6,800,50,5,Silhouette,5,0.1937096118927002,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,Calinski-Har.,4,0.12616991996765137,0.7817536192297186,0.9052596043033222,0.9057460992755191,,,,,,,1,-1,0.0
sep_k5_d50,sep,6,800,50,5,Davies-Bouldin,5,0.13739657402038574,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,Elbow (Kneedle),5,0.12598347663879395,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,Jump statistic,5,0.1263871192932129,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,Gap statistic,5,0.818429708480835,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,X-means,5,0.043587446212768555,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,G-means,9,0.045332908630371094,0.7793040392311612,0.870929557508093,0.8723528125604535,,,,,,,4,4,0.0
sep_k5_d50,sep,6,800,50,5,dip-means,5,0.11620092391967773,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,ISODATA,12,0.034519195556640625,0.725297302703026,0.8307449683620469,0.833237956664073,,,,,,,7,7,0.0
sep_k5_d50,sep,6,800,50,5,MDL split/merge,5,0.038678646087646484,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,6,800,50,5,GMM+BIC,2,0.32141566276550293,0.20969337289812068,0.47309393299825203,0.4743509876140318,,,,,,,3,-3,0.0
sep_k5_d50,sep,6,800,50,5,GMM+ICL,2,0.34590578079223633,0.20969337289812068,0.47309393299825203,0.4743509876140318,,,,,,,3,-3,0.0
sep_k5_d50,sep,6,800,50,5,HDBSCAN,4,0.03293108940124512,0.7817536192297186,0.9052596043033222,0.9057460992755191,,,,,,,1,-1,0.0
sep_k5_d50,sep,6,800,50,5,Bisecting+Sil.,5,0.1419825553894043,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,ORACLE k-means(k*),5,0.008217811584472656,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,CDK (proposed),5,7.750051736831665,1.0,1.0,1.0,5.0,5.0,37.0,14.0,0.5945945945945946,0.005,0,0,1.0
sep_k5_d50,sep,7,800,50,5,CDK / Gaussian null,4,7.463443756103516,0.7817536192297186,0.9052596043033222,0.9057460992755191,2.0,5.0,37.0,14.0,0.5675675675675675,0.01,1,-1,0.0
sep_k5_d50,sep,7,800,50,5,CDK / AD statistic,5,9.641690731048584,1.0,1.0,1.0,5.0,7.0,37.0,14.0,0.6756756756756757,0.005,0,0,1.0
sep_k5_d50,sep,7,800,50,5,CDK / no multiplicity corr.,5,6.373506546020508,1.0,1.0,1.0,5.0,5.0,37.0,14.0,0.5945945945945946,0.005,0,0,1.0
sep_k5_d50,sep,7,800,50,5,CDK / n_min=15,5,1.9627349376678467,1.0,1.0,1.0,5.0,5.0,58.0,26.0,0.06896551724137931,1.0,0,0,1.0
sep_k5_d50,sep,7,800,50,5,CDK / n_min=40,5,8.093038558959961,1.0,1.0,1.0,5.0,5.0,28.0,10.0,0.8214285714285714,0.005,0,0,1.0
sep_k5_d50,sep,7,800,50,5,Silhouette,5,0.19090032577514648,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,Calinski-Har.,5,0.13295412063598633,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,Davies-Bouldin,5,0.13755440711975098,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,Elbow (Kneedle),5,0.12619423866271973,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,Jump statistic,5,0.12504076957702637,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,Gap statistic,5,0.6767368316650391,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,X-means,5,0.03516244888305664,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,7,800,50,5,G-means,9,0.05760669708251953,0.8986442181127501,0.9136572459273756,0.9146776695315254,,,,,,,4,4,0.0
sep_k5_d50,sep,7,800,50,5,dip-means,1,0.020608901977539062,0.0,0.0,0.0,,,,,,,4,-4,0.0
sep_k5_d50,sep,7,800,50,5,ISODATA,12,0.03762078285217285,0.7258303294839248,0.8283469497173197,0.8308517197870344,,,,,,,7,7,0.0
sep_k5_d50,sep,7,800,50,5,MDL split/merge,17,0.30153656005859375,0.46205495274161534,0.7361389993977382,0.7411738258857673,,,,,,,12,12,0.0
sep_k5_d50,sep,7,800,50,5,GMM+BIC,2,0.3053114414215088,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,7,800,50,5,GMM+ICL,2,0.3338770866394043,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,7,800,50,5,HDBSCAN,3,0.03547406196594238,0.48150551589876706,0.7414665309023167,0.7424834172925042,,,,,,,2,-2,0.0
sep_k5_d50,sep,7,800,50,5,Bisecting+Sil.,5,0.15861749649047852,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,ORACLE k-means(k*),5,0.008879899978637695,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,CDK (proposed),5,5.789466619491577,1.0,1.0,1.0,5.0,5.0,45.0,18.0,0.4666666666666667,0.9230769230769231,0,0,1.0
sep_k5_d50,sep,8,800,50,5,CDK / Gaussian null,4,5.324000835418701,0.7817536192297186,0.9052596043033222,0.9057460992755191,2.0,5.0,45.0,18.0,0.4444444444444444,0.8461538461538461,1,-1,0.0
sep_k5_d50,sep,8,800,50,5,CDK / AD statistic,5,10.219085216522217,1.0,1.0,1.0,5.0,6.0,45.0,18.0,0.4666666666666667,0.035,0,0,1.0
sep_k5_d50,sep,8,800,50,5,CDK / no multiplicity corr.,5,5.763542652130127,1.0,1.0,1.0,5.0,5.0,45.0,18.0,0.4666666666666667,0.9230769230769231,0,0,1.0
sep_k5_d50,sep,8,800,50,5,CDK / n_min=15,5,1.4297614097595215,1.0,1.0,1.0,5.0,5.0,66.0,29.0,0.0,1.0,0,0,1.0
sep_k5_d50,sep,8,800,50,5,CDK / n_min=40,5,8.083419561386108,1.0,1.0,1.0,5.0,5.0,26.0,10.0,0.7307692307692307,0.005,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Silhouette,5,0.18984484672546387,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Calinski-Har.,5,0.12065434455871582,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Davies-Bouldin,5,0.13257145881652832,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Elbow (Kneedle),5,0.12591004371643066,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Jump statistic,5,0.12114548683166504,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Gap statistic,5,0.6633481979370117,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,X-means,5,0.0275876522064209,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,G-means,9,0.03035712242126465,0.7695930705470386,0.8681240620670903,0.869573155093682,,,,,,,4,4,0.0
sep_k5_d50,sep,8,800,50,5,dip-means,5,0.09788322448730469,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,ISODATA,11,0.029402971267700195,0.7369037963234125,0.8412305609258589,0.8433678335687034,,,,,,,6,6,0.0
sep_k5_d50,sep,8,800,50,5,MDL split/merge,17,0.24845361709594727,0.47409099724672377,0.7371513118597681,0.7422064604498053,,,,,,,12,12,0.0
sep_k5_d50,sep,8,800,50,5,GMM+BIC,2,0.26987385749816895,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,8,800,50,5,GMM+ICL,2,0.29155731201171875,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,8,800,50,5,HDBSCAN,5,0.031002521514892578,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,8,800,50,5,Bisecting+Sil.,5,0.1157832145690918,0.9968691099886755,0.9952518682725183,0.995281596448275,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,ORACLE k-means(k*),10,0.006331920623779297,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,CDK (proposed),10,3.975522994995117,0.9808899378218139,0.9850267171260859,0.9853654558991948,10.0,10.0,47.0,19.0,0.8085106382978723,0.005,0,0,1.0
sep_k10_d2,sep,0,800,2,10,CDK / Gaussian null,10,4.406401872634888,0.9808899378218139,0.9850267171260859,0.9853654558991948,10.0,11.0,47.0,19.0,0.8085106382978723,0.005,0,0,1.0
sep_k10_d2,sep,0,800,2,10,CDK / AD statistic,10,6.873833894729614,0.9808899378218139,0.9850267171260859,0.9853654558991948,10.0,10.0,47.0,19.0,0.8085106382978723,0.005,0,0,1.0
sep_k10_d2,sep,0,800,2,10,CDK / no multiplicity corr.,10,4.809591293334961,0.9808899378218139,0.9850267171260859,0.9853654558991948,10.0,10.0,47.0,19.0,0.8085106382978723,0.005,0,0,1.0
sep_k10_d2,sep,0,800,2,10,CDK / n_min=15,10,5.260430812835693,0.9808899378218139,0.9850267171260859,0.9853654558991948,10.0,10.0,77.0,32.0,0.5194805194805194,0.005,0,0,1.0
sep_k10_d2,sep,0,800,2,10,CDK / n_min=40,10,3.918410539627075,0.9808899378218139,0.9850267171260859,0.9853654558991948,10.0,10.0,24.0,10.0,1.0,0.005,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Silhouette,10,0.18031740188598633,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Calinski-Har.,10,0.11346244812011719,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Davies-Bouldin,10,0.13418197631835938,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Elbow (Kneedle),10,0.12010765075683594,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Jump statistic,10,0.11559414863586426,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Gap statistic,10,0.48619651794433594,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,X-means,11,0.07929134368896484,0.9721578450269243,0.9851246727581562,0.9854961819131393,,,,,,,1,1,0.0
sep_k10_d2,sep,0,800,2,10,G-means,9,0.04077935218811035,0.8969165268997549,0.9683066182665229,0.9689626841273452,,,,,,,1,-1,0.0
sep_k10_d2,sep,0,800,2,10,dip-means,10,0.19972705841064453,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,ISODATA,10,0.021741628646850586,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,MDL split/merge,10,0.10009193420410156,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,GMM+BIC,10,0.1746809482574463,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,GMM+ICL,10,0.18154072761535645,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,HDBSCAN,10,0.005051612854003906,0.9972081748760527,0.9970106595018916,0.9970782736382753,,,,,,,0,0,1.0
sep_k10_d2,sep,0,800,2,10,Bisecting+Sil.,10,0.14190006256103516,0.9916601118438279,0.9918019440178278,0.991987374544139,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,ORACLE k-means(k*),5,0.008933544158935547,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,CDK (proposed),5,6.087415933609009,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,35.0,14.0,0.5428571428571428,0.005,0,0,1.0
sep_k5_d50,sep,9,800,50,5,CDK / Gaussian null,5,5.396871089935303,0.9968691099886755,0.9952518682725183,0.995281596448275,4.0,5.0,35.0,14.0,0.5428571428571428,0.005,0,0,1.0
sep_k5_d50,sep,9,800,50,5,CDK / AD statistic,5,9.600396394729614,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,6.0,35.0,14.0,0.5428571428571428,0.005,0,0,1.0
sep_k5_d50,sep,9,800,50,5,CDK / no multiplicity corr.,5,7.057987213134766,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,35.0,14.0,0.5428571428571428,0.005,0,0,1.0
sep_k5_d50,sep,9,800,50,5,CDK / n_min=15,5,4.032125949859619,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,53.0,23.0,0.1509433962264151,1.0,0,0,1.0
sep_k5_d50,sep,9,800,50,5,CDK / n_min=40,5,8.276480913162231,0.9968691099886755,0.9952518682725183,0.995281596448275,5.0,5.0,27.0,11.0,0.7037037037037037,0.005,0,0,1.0
sep_k5_d50,sep,9,800,50,5,Silhouette,5,0.24700379371643066,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,Calinski-Har.,5,0.1313951015472412,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,Davies-Bouldin,5,0.1370861530303955,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,Elbow (Kneedle),5,0.1463773250579834,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,Jump statistic,5,0.17568659782409668,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,Gap statistic,5,0.9055838584899902,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,X-means,5,0.040059804916381836,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,G-means,6,0.05020308494567871,0.9352361995722215,0.9586181980495605,0.9589295309327703,,,,,,,1,1,0.0
sep_k5_d50,sep,9,800,50,5,dip-means,1,0.02182483673095703,0.0,0.0,0.0,,,,,,,4,-4,0.0
sep_k5_d50,sep,9,800,50,5,ISODATA,12,0.04030251502990723,0.645522907792375,0.8094705178682924,0.8121804888060199,,,,,,,7,7,0.0
sep_k5_d50,sep,9,800,50,5,MDL split/merge,5,0.041510581970214844,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k5_d50,sep,9,800,50,5,GMM+BIC,2,0.37233448028564453,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,9,800,50,5,GMM+ICL,2,0.34203147888183594,0.3738244514106583,0.5888231915518136,0.589727521756156,,,,,,,3,-3,0.0
sep_k5_d50,sep,9,800,50,5,HDBSCAN,2,0.03177070617675781,0.20969337289812068,0.47309393299825203,0.4743509876140318,,,,,,,3,-3,0.0
sep_k5_d50,sep,9,800,50,5,Bisecting+Sil.,5,0.13136959075927734,0.9968691099886755,0.9952518682725183,0.995281596448275,,,,,,,0,0,1.0
sep_k10_d2,sep,1,800,2,10,ORACLE k-means(k*),10,0.00848245620727539,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,1,800,2,10,CDK (proposed),10,5.013952732086182,0.9809936219731817,0.9850469854986889,0.9853852568249435,10.0,10.0,49.0,19.0,0.7959183673469388,0.005,0,0,1.0
sep_k10_d2,sep,1,800,2,10,CDK / Gaussian null,10,5.887926816940308,0.9809936219731817,0.9850469854986889,0.9853852568249435,10.0,10.0,49.0,19.0,0.7959183673469388,0.005,0,0,1.0
sep_k10_d2,sep,1,800,2,10,CDK / AD statistic,10,6.109530925750732,0.9809936219731817,0.9850469854986889,0.9853852568249435,10.0,10.0,49.0,19.0,0.7959183673469388,0.005,0,0,1.0
sep_k10_d2,sep,1,800,2,10,CDK / no multiplicity corr.,10,4.064237594604492,0.9809936219731817,0.9850469854986889,0.9853852568249435,10.0,11.0,49.0,19.0,0.7959183673469388,0.005,0,0,1.0
sep_k10_d2,sep,1,800,2,10,CDK / n_min=15,10,4.3726184368133545,0.9809936219731817,0.9850469854986889,0.9853852568249435,10.0,10.0,70.0,29.0,0.5285714285714286,0.005,0,0,1.0
sep_k10_d2,sep,1,800,2,10,CDK / n_min=40,10,3.3616623878479004,0.9079494419881813,0.9505409320383448,0.9516671091556685,10.0,10.0,27.0,11.0,0.9629629629629629,0.005,0,0,1.0
sep_k10_d2,sep,1,800,2,10,Silhouette,10,0.14749932289123535,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,1,800,2,10,Calinski-Har.,10,0.09148025512695312,1.0,1.0,1.0,,,,,,,0,0,1.0
sep_k10_d2,sep,1,800,2,10,Davies-Bouldin,10,0.1067361831665039,1.0,1.0,1.0,,,,,,,0,0,1.0
