dataset,family,rep,n,d,true_k,method,k_hat,runtime,ARI,AMI,NMI,conf_lo,conf_hi,n_tests,k_init,sep_evidence,p_median,abs_err,signed_err,exact
overlap_s4.0,overlap,7,800,2,5,CDK / n_min=15,2,4.0369791984558105,0.20670628881211328,0.43724316330334306,0.4385746350381191,1.0,5.0,72.0,31.0,0.25,0.10250000000000001,3,-3,0.0
overlap_s4.0,overlap,7,800,2,5,CDK / n_min=40,5,2.8063557147979736,0.8262353727701115,0.8466350593921753,0.8475994765129061,5.0,5.0,33.0,13.0,0.6666666666666666,0.005,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Silhouette,5,0.14453911781311035,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Calinski-Har.,5,0.08397102355957031,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Davies-Bouldin,5,0.10086870193481445,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Elbow (Kneedle),5,0.08411526679992676,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Jump statistic,5,0.08672499656677246,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Gap statistic,2,0.34113049507141113,0.31906822078869007,0.48108176872383634,0.48221291765094076,,,,,,,3,-3,0.0
overlap_s4.0,overlap,7,800,2,5,X-means,10,0.04378318786621094,0.6289635175026965,0.7688098553196709,0.7715456654209034,,,,,,,5,5,0.0
overlap_s4.0,overlap,7,800,2,5,G-means,8,0.022708654403686523,0.7449087736086107,0.8024171635193053,0.8043573859198286,,,,,,,3,3,0.0
overlap_s4.0,overlap,7,800,2,5,dip-means,5,0.08666086196899414,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,ISODATA,7,0.016587018966674805,0.7877273760744019,0.8202584563983143,0.8218132408717876,,,,,,,2,2,0.0
overlap_s4.0,overlap,7,800,2,5,MDL split/merge,5,0.027386188507080078,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,GMM+BIC,5,0.13842105865478516,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,GMM+ICL,5,0.14923882484436035,0.9415169537773572,0.9209549811796678,0.9214498942013455,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,HDBSCAN,5,0.0045032501220703125,0.9444435662302187,0.9245715826775324,0.9250438588256948,,,,,,,0,0,1.0
overlap_s4.0,overlap,7,800,2,5,Bisecting+Sil.,4,0.11935544013977051,0.6781253859653509,0.7289362420950256,0.7303029020702406,,,,,,,1,-1,0.0
overlap_s4.0,overlap,8,800,2,5,ORACLE k-means(k*),5,0.010764360427856445,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,CDK (proposed),4,3.391733407974243,0.6626392559370443,0.7369413913608523,0.7382933498033906,4.0,4.0,48.0,21.0,0.4791666666666667,0.155,1,-1,0.0
overlap_s4.0,overlap,8,800,2,5,CDK / Gaussian null,4,4.747605562210083,0.6546676100136678,0.7239052438905352,0.7253202045085254,2.0,5.0,48.0,21.0,0.4583333333333333,0.015,1,-1,0.0
overlap_s4.0,overlap,8,800,2,5,CDK / AD statistic,2,4.07129168510437,0.31578232751572294,0.4618762229576929,0.4630626316099632,2.0,4.0,48.0,21.0,0.25,0.28846153846153844,3,-3,0.0
overlap_s4.0,overlap,8,800,2,5,CDK / no multiplicity corr.,4,2.844783306121826,0.6626392559370443,0.7369413913608523,0.7382933498033906,4.0,6.0,48.0,21.0,0.4791666666666667,0.155,1,-1,0.0
overlap_s4.0,overlap,8,800,2,5,CDK / n_min=15,2,4.020742177963257,0.1751792006676558,0.3640942780292661,0.3656113761859693,1.0,4.0,63.0,28.0,0.3333333333333333,0.15,3,-3,0.0
overlap_s4.0,overlap,8,800,2,5,CDK / n_min=40,3,2.8154592514038086,0.39797915723456073,0.5949168152968449,0.596519365089476,3.0,4.0,28.0,12.0,0.6428571428571429,0.005,2,-2,0.0
overlap_s4.0,overlap,8,800,2,5,Silhouette,5,0.15104985237121582,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,Calinski-Har.,5,0.09025406837463379,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,Davies-Bouldin,5,0.10384845733642578,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,Elbow (Kneedle),5,0.0903019905090332,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,Jump statistic,5,0.09020566940307617,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,Gap statistic,3,0.3409841060638428,0.4554821174921317,0.5599449674829085,0.561580747936195,,,,,,,2,-2,0.0
overlap_s4.0,overlap,8,800,2,5,X-means,6,0.027274370193481445,0.7939607055591675,0.7952416327364215,0.7967750234149339,,,,,,,1,1,0.0
overlap_s4.0,overlap,8,800,2,5,G-means,6,0.028913259506225586,0.7906948233224388,0.7959537282577349,0.7974808558040013,,,,,,,1,1,0.0
overlap_s4.0,overlap,8,800,2,5,dip-means,1,0.013576984405517578,0.0,0.0,0.0,,,,,,,4,-4,0.0
overlap_s4.0,overlap,8,800,2,5,ISODATA,7,0.017317533493041992,0.7238083825958005,0.7619270874305271,0.7639816163240296,,,,,,,2,2,0.0
overlap_s4.0,overlap,8,800,2,5,MDL split/merge,5,0.027229785919189453,0.8643097501625633,0.8327040995498666,0.8337516024172926,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,GMM+BIC,5,0.146653413772583,0.8614483487376235,0.8309823701586179,0.8320407638736709,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,GMM+ICL,5,0.1500544548034668,0.8614483487376235,0.8309823701586179,0.8320407638736709,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,HDBSCAN,5,0.0045588016510009766,0.838838861024362,0.8105276830802333,0.8117144632496337,,,,,,,0,0,1.0
overlap_s4.0,overlap,8,800,2,5,Bisecting+Sil.,6,0.11277294158935547,0.7727975548821818,0.7793834789661526,0.7810355950116729,,,,,,,1,1,0.0
overlap_s4.0,overlap,9,800,2,5,ORACLE k-means(k*),5,0.004840373992919922,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,CDK (proposed),5,2.7961795330047607,0.9074034406511199,0.9009987821497049,0.9016188486841646,5.0,5.0,45.0,20.0,0.4666666666666667,0.04,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,CDK / Gaussian null,5,3.80928373336792,0.9074034406511199,0.9009987821497049,0.9016188486841646,3.0,6.0,45.0,20.0,0.4888888888888889,0.015,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,CDK / AD statistic,3,3.5506250858306885,0.4626370441798118,0.69187756199794,0.6930875773443,3.0,4.0,45.0,20.0,0.28888888888888886,0.38461538461538464,2,-2,0.0
overlap_s4.0,overlap,9,800,2,5,CDK / no multiplicity corr.,5,2.7676823139190674,0.9074034406511199,0.9009987821497049,0.9016188486841646,5.0,5.0,45.0,20.0,0.5333333333333333,0.04,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,CDK / n_min=15,2,3.5022478103637695,0.17346060497727478,0.40179214717655576,0.40323608322910715,2.0,4.0,74.0,32.0,0.25675675675675674,0.2692307692307692,3,-3,0.0
overlap_s4.0,overlap,9,800,2,5,CDK / n_min=40,5,3.248218297958374,0.9074034406511199,0.9009987821497047,0.9016188486841644,5.0,5.0,32.0,13.0,0.65625,0.005,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Silhouette,5,0.19108939170837402,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Calinski-Har.,5,0.11571383476257324,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Davies-Bouldin,5,0.1309053897857666,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Elbow (Kneedle),5,0.11120772361755371,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Jump statistic,5,0.1117866039276123,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Gap statistic,3,0.4267563819885254,0.505718631958012,0.6217616193369115,0.623171413430046,,,,,,,2,-2,0.0
overlap_s4.0,overlap,9,800,2,5,X-means,6,0.03266167640686035,0.8746918579205267,0.8801014566875108,0.8810014308206556,,,,,,,1,1,0.0
overlap_s4.0,overlap,9,800,2,5,G-means,6,0.03163409233093262,0.8768044890681664,0.8835789024176569,0.884450621951085,,,,,,,1,1,0.0
overlap_s4.0,overlap,9,800,2,5,dip-means,1,0.017685651779174805,0.0,0.0,0.0,,,,,,,4,-4,0.0
overlap_s4.0,overlap,9,800,2,5,ISODATA,7,0.020469188690185547,0.7995700192168765,0.8376993746374448,0.8391053062871793,,,,,,,2,2,0.0
overlap_s4.0,overlap,9,800,2,5,MDL split/merge,5,0.033509254455566406,0.9300547499056389,0.9112631998291378,0.9118187973592555,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,GMM+BIC,5,0.1882781982421875,0.9297677951678607,0.9113763245764952,0.9119312392229564,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,GMM+ICL,5,0.1911313533782959,0.9297677951678607,0.9113763245764952,0.9119312392229564,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,HDBSCAN,5,0.005703926086425781,0.9389340051465961,0.9206214036830537,0.9211183989363304,,,,,,,0,0,1.0
overlap_s4.0,overlap,9,800,2,5,Bisecting+Sil.,4,0.12966465950012207,0.7067724140273481,0.7823236966541123,0.7834268271967268,,,,,,,1,-1,0.0
overlap_s3.0,overlap,0,800,2,5,ORACLE k-means(k*),5,0.009813308715820312,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,CDK (proposed),1,2.9263017177581787,0.0,0.0,0.0,1.0,1.0,46.0,19.0,0.45652173913043476,0.02,4,-4,0.0
overlap_s3.0,overlap,0,800,2,5,CDK / Gaussian null,3,4.1309826374053955,0.46498173984426006,0.6103354917637092,0.6118183537907975,1.0,5.0,46.0,19.0,0.5434782608695652,0.01,2,-2,0.0
overlap_s3.0,overlap,0,800,2,5,CDK / AD statistic,1,4.947561264038086,0.0,0.0,0.0,1.0,2.0,46.0,19.0,0.2608695652173913,0.23095238095238096,4,-4,0.0
overlap_s3.0,overlap,0,800,2,5,CDK / no multiplicity corr.,1,3.4725050926208496,0.0,0.0,0.0,1.0,4.0,46.0,19.0,0.5434782608695652,0.02,4,-4,0.0
overlap_s3.0,overlap,0,800,2,5,CDK / n_min=15,1,4.048240423202515,0.0,0.0,0.0,1.0,2.0,66.0,28.0,0.30303030303030304,0.155,4,-4,0.0
overlap_s3.0,overlap,0,800,2,5,CDK / n_min=40,2,3.378364086151123,0.13533626086428008,0.3246197584437663,0.3262675726194283,2.0,3.0,30.0,12.0,0.6,0.005,3,-3,0.0
overlap_s3.0,overlap,0,800,2,5,Silhouette,5,0.17626237869262695,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,Calinski-Har.,5,0.11512541770935059,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,Davies-Bouldin,5,0.1297285556793213,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,Elbow (Kneedle),5,0.12054109573364258,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,Jump statistic,5,0.11450839042663574,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,Gap statistic,3,0.39253759384155273,0.43374528626276204,0.5427709612864944,0.5444791190342568,,,,,,,2,-2,0.0
overlap_s3.0,overlap,0,800,2,5,X-means,5,0.03073859214782715,0.8015194960621442,0.77546792871043,0.776873827619749,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,G-means,6,0.03925275802612305,0.7314284109314098,0.7403289641378584,0.7422633605396353,,,,,,,1,1,0.0
overlap_s3.0,overlap,0,800,2,5,dip-means,1,0.017261981964111328,0.0,0.0,0.0,,,,,,,4,-4,0.0
overlap_s3.0,overlap,0,800,2,5,ISODATA,7,0.02227783203125,0.6871167924614505,0.733063265093397,0.735362968667839,,,,,,,2,2,0.0
overlap_s3.0,overlap,0,800,2,5,MDL split/merge,5,0.03622245788574219,0.7992240837384742,0.7732774547798449,0.7746971015738674,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,GMM+BIC,5,0.18151116371154785,0.8044542435728436,0.7821157100069394,0.7834801949913676,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,GMM+ICL,5,0.1841275691986084,0.8044542435728436,0.7821157100069394,0.7834801949913676,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,HDBSCAN,5,0.005301952362060547,0.7918084148450193,0.7684368718150378,0.769887072211071,,,,,,,0,0,1.0
overlap_s3.0,overlap,0,800,2,5,Bisecting+Sil.,4,0.1349468231201172,0.6288128320691807,0.6672655873071983,0.6689447290383377,,,,,,,1,-1,0.0
overlap_s3.0,overlap,1,800,2,5,ORACLE k-means(k*),5,0.0077288150787353516,0.7906607060612781,0.7739480902642468,0.7753637496134841,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,CDK (proposed),2,3.3661394119262695,0.13921993827963197,0.30155860348257313,0.30323978384873845,1.0,5.0,49.0,22.0,0.3877551020408163,0.06,3,-3,0.0
overlap_s3.0,overlap,1,800,2,5,CDK / Gaussian null,1,4.33441948890686,0.0,0.0,0.0,1.0,8.0,49.0,22.0,0.40816326530612246,0.025,4,-4,0.0
overlap_s3.0,overlap,1,800,2,5,CDK / AD statistic,1,3.903451442718506,0.0,0.0,0.0,1.0,1.0,49.0,22.0,0.2653061224489796,0.3076923076923077,4,-4,0.0
overlap_s3.0,overlap,1,800,2,5,CDK / no multiplicity corr.,4,3.724374771118164,0.46553038103864625,0.5797511433943013,0.5819512115979661,2.0,7.0,49.0,22.0,0.4897959183673469,0.06,1,-1,0.0
overlap_s3.0,overlap,1,800,2,5,CDK / n_min=15,1,5.024998426437378,0.0,0.0,0.0,1.0,1.0,70.0,29.0,0.24285714285714285,0.13,4,-4,0.0
overlap_s3.0,overlap,1,800,2,5,CDK / n_min=40,3,3.761350154876709,0.2511831835211732,0.48199468603417384,0.4841314102954575,3.0,4.0,30.0,12.0,0.6333333333333333,0.005,2,-2,0.0
overlap_s3.0,overlap,1,800,2,5,Silhouette,5,0.2023916244506836,0.7906607060612781,0.7739480902642468,0.7753637496134841,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,Calinski-Har.,5,0.1225273609161377,0.7906607060612781,0.7739480902642468,0.7753637496134841,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,Davies-Bouldin,5,0.13850951194763184,0.7906607060612781,0.7739480902642468,0.7753637496134841,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,Elbow (Kneedle),5,0.12422633171081543,0.7906607060612781,0.7739480902642468,0.7753637496134841,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,Jump statistic,5,0.12604665756225586,0.7906607060612781,0.7739480902642468,0.7753637496134841,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,Gap statistic,3,0.4446709156036377,0.4633740170042955,0.566090943997903,0.567716132509191,,,,,,,2,-2,0.0
overlap_s3.0,overlap,1,800,2,5,X-means,6,0.033194780349731445,0.7014006023877585,0.7167577819442345,0.7188691003007183,,,,,,,1,1,0.0
overlap_s3.0,overlap,1,800,2,5,G-means,5,0.02962327003479004,0.7879548121619057,0.7717171701803464,0.7731468330206851,,,,,,,0,0,1.0
overlap_s3.0,overlap,1,800,2,5,dip-means,1,0.015822887420654297,0.0,0.0,0.0,,,,,,,4,-4,0.0
overlap_s3.0,overlap,1,800,2,5,ISODATA,7,0.021038293838500977,0.6268982876206904,0.6862745776760982,0.6889722867036093,,,,,,,2,2,0.0
overlap_s3.0,overlap,1,800,2,5,MDL split/merge,4,0.023230791091918945,0.6174066915961918,0.6646211941679175,0.666314680212771,,,,,,,1,-1,0.0
overlap_s3.0,overlap,1,800,2,5,GMM+BIC,4,0.16128039360046387,0.6271127660908026,0.6968553937735568,0.6983943469210703,,,,,,,1,-1,0.0
overlap_s3.0,overlap,1,800,2,5,GMM+ICL,3,0.17545008659362793,0.5116467551610857,0.638189855041349,0.6395579085641648,,,,,,,2,-2,0.0
overlap_s3.0,overlap,1,800,2,5,HDBSCAN,2,0.005276679992675781,0.1993745954472495,0.39124971388734786,0.39267359260059526,,,,,,,3,-3,0.0
overlap_s3.0,overlap,1,800,2,5,Bisecting+Sil.,3,0.12953996658325195,0.4410717696888477,0.5355935543915473,0.5373333862444445,,,,,,,2,-2,0.0
overlap_s3.0,overlap,2,800,2,5,ORACLE k-means(k*),5,0.00765228271484375,0.7445797412023062,0.7267674938269143,0.7284791874025947,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,CDK (proposed),1,3.8650290966033936,0.0,0.0,0.0,1.0,3.0,52.0,22.0,0.34615384615384615,0.0875,4,-4,0.0
overlap_s3.0,overlap,2,800,2,5,CDK / Gaussian null,1,5.028790473937988,0.0,0.0,0.0,1.0,6.0,52.0,22.0,0.38461538461538464,0.03,4,-4,0.0
overlap_s3.0,overlap,2,800,2,5,CDK / AD statistic,1,4.240404367446899,0.0,0.0,0.0,1.0,1.0,52.0,22.0,0.23076923076923078,0.2692307692307692,4,-4,0.0
overlap_s3.0,overlap,2,800,2,5,CDK / no multiplicity corr.,2,3.7204840183258057,0.13773229059156103,0.3078890505426799,0.30956122275524756,1.0,5.0,52.0,22.0,0.46153846153846156,0.0875,3,-3,0.0
overlap_s3.0,overlap,2,800,2,5,CDK / n_min=15,1,3.989269495010376,0.0,0.0,0.0,1.0,1.0,85.0,35.0,0.15294117647058825,0.3076923076923077,4,-4,0.0
overlap_s3.0,overlap,2,800,2,5,CDK / n_min=40,3,3.2997729778289795,0.1839772715775048,0.3859614838070699,0.3885305836804928,2.0,3.0,33.0,13.0,0.6060606060606061,0.005,2,-2,0.0
overlap_s3.0,overlap,2,800,2,5,Silhouette,2,0.16502904891967773,0.30878244615543005,0.4535354330368779,0.4547265734371555,,,,,,,3,-3,0.0
overlap_s3.0,overlap,2,800,2,5,Calinski-Har.,5,0.0938711166381836,0.7445797412023062,0.7267674938269143,0.7284791874025947,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,Davies-Bouldin,5,0.10256671905517578,0.7445797412023062,0.7267674938269143,0.7284791874025947,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,Elbow (Kneedle),5,0.09174156188964844,0.7445797412023062,0.7267674938269143,0.7284791874025947,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,Jump statistic,5,0.09151315689086914,0.7445797412023062,0.7267674938269143,0.7284791874025947,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,Gap statistic,2,0.3448035717010498,0.30878244615543005,0.4535354330368779,0.4547265734371555,,,,,,,3,-3,0.0
overlap_s3.0,overlap,2,800,2,5,X-means,2,0.009727239608764648,0.30878244615543005,0.4535354330368779,0.4547265734371555,,,,,,,3,-3,0.0
overlap_s3.0,overlap,2,800,2,5,G-means,5,0.02556300163269043,0.7527225993894342,0.7339863490875536,0.7356527590844328,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,dip-means,1,0.013512611389160156,0.0,0.0,0.0,,,,,,,4,-4,0.0
overlap_s3.0,overlap,2,800,2,5,ISODATA,7,0.017514944076538086,0.5889512676937101,0.6574674496309703,0.6603998114309677,,,,,,,2,2,0.0
overlap_s3.0,overlap,2,800,2,5,MDL split/merge,5,0.028549909591674805,0.7445797412023062,0.7267674938269143,0.7284791874025947,,,,,,,0,0,1.0
overlap_s3.0,overlap,2,800,2,5,GMM+BIC,4,0.1513521671295166,0.60029158099007,0.6481251812809494,0.6499064396308443,,,,,,,1,-1,0.0
overlap_s3.0,overlap,2,800,2,5,GMM+ICL,2,0.14983129501342773,0.31784177981182354,0.47150813502243116,0.4726606525390874,,,,,,,3,-3,0.0
overlap_s3.0,overlap,2,800,2,5,HDBSCAN,4,0.004643440246582031,0.618375908137655,0.663799157327533,0.66550774757707,,,,,,,1,-1,0.0
overlap_s3.0,overlap,2,800,2,5,Bisecting+Sil.,2,0.11726975440979004,0.3161466700631524,0.4692585365953731,0.4704156510016747,,,,,,,3,-3,0.0
overlap_s3.0,overlap,3,800,2,5,ORACLE k-means(k*),5,0.006757020950317383,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,CDK (proposed),1,3.4864602088928223,0.0,0.0,0.0,1.0,2.0,46.0,20.0,0.34782608695652173,0.085,4,-4,0.0
overlap_s3.0,overlap,3,800,2,5,CDK / Gaussian null,2,4.776217460632324,0.11404363253893342,0.2760949331511355,0.2778665801008831,1.0,6.0,46.0,20.0,0.45652173913043476,0.015,3,-3,0.0
overlap_s3.0,overlap,3,800,2,5,CDK / AD statistic,1,4.517685651779175,0.0,0.0,0.0,1.0,1.0,46.0,20.0,0.1956521739130435,0.26424501424501423,4,-4,0.0
overlap_s3.0,overlap,3,800,2,5,CDK / no multiplicity corr.,1,3.02303147315979,0.0,0.0,0.0,1.0,6.0,46.0,20.0,0.45652173913043476,0.085,4,-4,0.0
overlap_s3.0,overlap,3,800,2,5,CDK / n_min=15,1,3.8642470836639404,0.0,0.0,0.0,1.0,1.0,74.0,31.0,0.24324324324324326,0.19,4,-4,0.0
overlap_s3.0,overlap,3,800,2,5,CDK / n_min=40,2,3.0001320838928223,0.29748213507365207,0.40600033646784356,0.40730298316665625,2.0,4.0,32.0,13.0,0.625,0.005,3,-3,0.0
overlap_s3.0,overlap,3,800,2,5,Silhouette,5,0.15461182594299316,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,Calinski-Har.,5,0.09549283981323242,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,Davies-Bouldin,5,0.10576176643371582,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,Elbow (Kneedle),5,0.10271644592285156,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,Jump statistic,5,0.09787106513977051,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,Gap statistic,3,0.3627495765686035,0.4220394763673234,0.5200210427077303,0.5218028994633606,,,,,,,2,-2,0.0
overlap_s3.0,overlap,3,800,2,5,X-means,3,0.017441511154174805,0.4220394763673234,0.5200210427077303,0.5218028994633606,,,,,,,2,-2,0.0
overlap_s3.0,overlap,3,800,2,5,G-means,6,0.027307987213134766,0.674298022822086,0.6905903000275359,0.6928952559991669,,,,,,,1,1,0.0
overlap_s3.0,overlap,3,800,2,5,dip-means,1,0.013604164123535156,0.0,0.0,0.0,,,,,,,4,-4,0.0
overlap_s3.0,overlap,3,800,2,5,ISODATA,7,0.01752781867980957,0.602234775491936,0.6563801607764043,0.6593247868028572,,,,,,,2,2,0.0
overlap_s3.0,overlap,3,800,2,5,MDL split/merge,5,0.031047821044921875,0.7714352902620885,0.742011806528658,0.7436274080986058,,,,,,,0,0,1.0
overlap_s3.0,overlap,3,800,2,5,GMM+BIC,4,0.13768744468688965,0.6057314428905066,0.6509991744986524,0.6527754877051872,,,,,,,1,-1,0.0
overlap_s3.0,overlap,3,800,2,5,GMM+ICL,4,0.14980673789978027,0.6057314428905066,0.6509991744986524,0.6527754877051872,,,,,,,1,-1,0.0
overlap_s3.0,overlap,3,800,2,5,HDBSCAN,2,0.004986763000488281,0.17726363467922351,0.3297681210163957,0.33132170999176785,,,,,,,3,-3,0.0
overlap_s3.0,overlap,3,800,2,5,Bisecting+Sil.,2,0.11653256416320801,0.28090890762466936,0.39582275204925427,0.39713970646967056,,,,,,,3,-3,0.0
overlap_s3.0,overlap,4,800,2,5,ORACLE k-means(k*),5,0.006218433380126953,0.7196415404490313,0.7041372743402399,0.7059916006201534,,,,,,,0,0,1.0
overlap_s3.0,overlap,4,800,2,5,CDK (proposed),3,2.8838210105895996,0.35255203048236233,0.5161963593985291,0.5181032682215698,2.0,4.0,46.0,20.0,0.3695652173913043,0.052500000000000005,2,-2,0.0
overlap_s3.0,overlap,4,800,2,5,CDK / Gaussian null,3,4.362132787704468,0.35255203048236233,0.5161963593985291,0.5181032682215698,1.0,6.0,46.0,20.0,0.4782608695652174,0.015,2,-2,0.0
overlap_s3.0,overlap,4,800,2,5,CDK / AD statistic,1,4.237190246582031,0.0,0.0,0.0,1.0,2.0,46.0,20.0,0.15217391304347827,0.3653846153846154,4,-4,0.0
overlap_s3.0,overlap,4,800,2,5,CDK / no multiplicity corr.,4,3.5507760047912598,0.5496465979108013,0.6208691846206977,0.622824596045404,3.0,6.0,46.0,20.0,0.5,0.052500000000000005,1,-1,0.0
overlap_s3.0,overlap,4,800,2,5,CDK / n_min=15,1,3.8030948638916016,0.0,0.0,0.0,1.0,3.0,67.0,29.0,0.22388059701492538,0.2,4,-4,0.0
overlap_s3.0,overlap,4,800,2,5,CDK / n_min=40,2,3.5758283138275146,0.13880908376651907,0.3184055834188675,0.3200586778237897,1.0,2.0,29.0,12.0,0.4827586206896552,0.015,3,-3,0.0
overlap_s3.0,overlap,4,800,2,5,Silhouette,5,0.1810436248779297,0.7196415404490313,0.7041372743402399,0.7059916006201534,,,,,,,0,0,1.0
overlap_s3.0,overlap,4,800,2,5,Calinski-Har.,5,0.1185460090637207,0.7196415404490313,0.7041372743402399,0.7059916006201534,,,,,,,0,0,1.0
overlap_s3.0,overlap,4,800,2,5,Davies-Bouldin,5,0.13705229759216309,0.7196415404490313,0.7041372743402399,0.7059916006201534,,,,,,,0,0,1.0
overlap_s3.0,overlap,4,800,2,5,Elbow (Kneedle),5,0.12292718887329102,0.7196415404490313,0.7041372743402399,0.7059916006201534,,,,,,,0,0,1.0
overlap_s3.0,overlap,4,800,2,5,Jump statistic,5,0.1244351863861084,0.7196415404490313,0.7041372743402399,0.7059916006201534,,,,,,,0,0,1.0
overlap_s3.0,overlap,4,800,2,5,Gap statistic,2,0.42020392417907715,0.2691854336915942,0.3801675051404277,0.3815192152708167,,,,,,,3,-3,0.0
